,Id,Original Description,Normalized Description,Charge Class,FLAG,CREATE_DT,FTR1,FTR2,FTR3,FTR4,Predicted_Class_Jaro,Prob_Jaro,Predicted_Class_SVM,Prob_SVM,Predicted_Class_Logistic_OvR,Prob_Logistic_OvR,Predicted_Class_DeepNN,Prob_DeepNN,Voted Output,Sum Correct,Correct_Jaro,Correct_SVM,Correct_Logistic_OvR,Correct_DeepNN,Confidence Score,Feature 1,Feature 2,Feature 3,Feature 4
399,6883,RANITIDINE SYRUP 150 MG/10 ML RANITIDINE SYRUP 150 MG/10 ML UDC,ranitidine syrup 150 mg/10 ml ranitidine syrup 150 mg/10 ml udc,Pharmacy,ONLINE,2016-10-12,syrup,ranitidine,,,Pharmacy,0.74,Pharmacy,0.999341772443,Pharmacy,0.978937305055,Pharmacy,0.998118474316,Pharmacy,4,1,1,1,1,0.929099387954,ml,syrup,ranitidine,udc
400,2150,C POTASSIUM ADD-ON,potassium additional on,Laboratory,RETROSPECTIVE,2016-07-12,potassium,add,,,Laboratory,0.86,Laboratory,0.884605409729,Laboratory,0.677174832082,Laboratory,0.959974418544,Laboratory,4,1,1,1,1,0.845438665089,potassium,additional,,
401,339,STERILE WATER FOR INJECTION 10,sterile water for injection 10,Diluent / Flush / Irrigant,RETROSPECTIVE,2016-07-12,water,injection,sterile,,Diluent / Flush / Irrigant,0.93,Diluent / Flush / Irrigant,0.888336863342,Diluent / Flush / Irrigant,0.705798798803,Diluent / Flush / Irrigant,0.934476130092,Diluent / Flush / Irrigant,4,1,1,1,1,0.864652948059,water,injection,sterile,
402,4906,ICU; ROOM 2009/IC,intensive_care_unit room 2009/intensive_care,Room and Board,ONLINE,2016-08-24,2009/icar,intensive_care_unit,room,,Room and Board,0.95,Room and Board,0.952004080229,Room and Board,0.836292733716,Room and Board,0.999770621871,Room and Board,4,1,1,1,1,0.934516858954,intensive_care_unit,room,2009/intensive_care,
403,3027,HC SUPPLY CHARGE NICU,supply charge neonatal_intensive_care_unit,Supply,RETROSPECTIVE,2016-07-12,charge,NICU,supply,,Supply,0.82,Supply,0.726746152797,Supply,0.564893507322,Supply,0.939227202046,Supply,4,1,1,1,1,0.762716715541,charge,nicu,supply,
404,468,GUIDEWIRE PTFE FC J ARGON .032INX150CM,guidewire ptfe fc j argon 0.032inx150cm,Supply,ONLINE,2016-09-16,fc,guidewire,,,Supply,0.79,Supply,0.817047250441,Supply,0.815411476,Supply,0.989704667965,Supply,4,1,1,1,1,0.853040848601,guidewire,,,
405,237,NS 50ML IV BAG,normal_saline 50_ml intravenous bag,Diluent / Flush / Irrigant,RETROSPECTIVE,2016-07-12,50_ml,bag,intravenous,NS,Diluent / Flush / Irrigant,0.85,Diluent / Flush / Irrigant,0.944308051665,Diluent / Flush / Irrigant,0.819282958302,Diluent / Flush / Irrigant,0.996826572082,Diluent / Flush / Irrigant,4,1,1,1,1,0.902604395512,50_ml,bag,iv,ns
406,3430,US NEO HEAD,ultrasound neonatal head,Radiology,RETROSPECTIVE,2016-07-12,neo,head,us,,Radiology,0.83,Radiology,0.789555354762,Radiology,0.701832634522,Radiology,0.84961551953,Radiology,4,1,1,1,1,0.792750877203,neonatal,us,head,
407,4294,TENSOR 6 IN X-LENGTH,tensor 6 in x length,Supply,RETROSPECTIVE,2016-07-12,x,length,tensor,,Diluent / Flush / Irrigant,0.71,Laboratory,0.354622435625,Laboratory,0.590024446493,Laboratory,0.721553942036,Laboratory,3,0,1,1,1,0.416550206039,x,length,tensor,
408,5824,MORPHINE SULFATE 10 MG INJ,morphine_sulfate 10_mg injection,Pharmacy,RETROSPECTIVE,2016-07-13,injection,morphine,sulfate,10_mg,Pharmacy,0.95,Pharmacy,0.986332508926,Pharmacy,0.956091936649,Pharmacy,0.999481037216,Pharmacy,4,1,1,1,1,0.972976370698,inj,morphine_sulfate,10_mg,
409,2698,ZINC SULFATE 220MG CAPS,zinc sulfate 220_mg capsule,Pharmacy,RETROSPECTIVE,2016-07-12,caps,sulfate,zinc,220_mg,Pharmacy,0.76,Pharmacy,0.995071463194,Pharmacy,0.948334559638,Pharmacy,0.99996734347,Pharmacy,4,1,1,1,1,0.925843341576,capsule,sulfate,zinc,220_mg
410,4415,64966000 - URINE CX W/PRESUMP ID,urine culture with presumptive id,Laboratory,RETROSPECTIVE,2016-07-13,presumptive,64966000_urine,id,cervix_or_complaint_of,Laboratory,0.73,Laboratory,0.971913717579,Laboratory,0.94193485931,Laboratory,0.998861539673,Laboratory,4,1,1,1,1,0.91067752914,culture,urine,id,presumptive
411,2519,ALBUTEROL 2.5 MG/0.5 ML,albuterol 2.5_mg/0.5_ml,Pharmacy,RETROSPECTIVE,2016-07-12,albuterol,2.5mg/0.5ml,,,Pharmacy,0.89,Pharmacy,0.988220331125,Pharmacy,0.966622535451,Pharmacy,0.999875996334,Pharmacy,4,1,1,1,1,0.961179715728,albuterol,2.5_mg/0.5_ml,,
412,4659,INJ IVP. INITIAL DRUGS/SUB,injection intravenous push initial drugs/subsequent,Nursing Services,RETROSPECTIVE,2016-07-13,injection,initial,sub,,Nursing Services,0.69,Nursing Services,0.840099461853,Nursing Services,0.694938584724,Nursing Services,0.993019181705,Nursing Services,4,1,1,1,1,0.80451430707,push,subsequent,inj,initial
413,3481,POTASSIUM ISTAT,potassium istat,Monitoring,RETROSPECTIVE,2016-07-12,potassium,istat,,,Laboratory,0.83,Monitoring,0.850293097709,Laboratory,0.353709086256,Monitoring,0.744355533206,Monitoring,2,0,1,0,1,0.398662157729,potassium,istat,,
414,3922,OT BASE CHARGE,occupational_therapy base charge,PT / OT / Speech Therapy,RETROSPECTIVE,2016-07-12,charge,base,ot,,OR / Anesthesia / Recovery Room,0.94,PT / OT / Speech Therapy,0.751620243602,PT / OT / Speech Therapy,0.700040870446,PT / OT / Speech Therapy,0.99817570384,PT / OT / Speech Therapy,3,0,1,1,1,0.612459204472,charge,base,ot,
415,2455,OXIMETRY CONTINUOUS  1-24 HOURS,oximetry continuous 1 24 hours,Monitoring,RETROSPECTIVE,2016-07-12,hours,continuous,oximetry,,Monitoring,0.83,Monitoring,0.804514432716,Monitoring,0.757980470807,Monitoring,0.771065581678,Monitoring,4,1,1,1,1,0.7908901213,hours,continuous,oximetry,
416,2081,NITRIC OXIDE TH,nitric oxide th,Plan Benefit,RETROSPECTIVE,2016-07-12,oxide,th,nitric,,Plan Benefit,0.95,Plan Benefit,0.813940223664,Plan Benefit,0.788900230229,Plan Benefit,0.998662749859,Plan Benefit,4,1,1,1,1,0.887875800938,oxide,th,nitric,
417,6188,DISP: 0.500 ML; 400 UNIT/ML; USED NDC QTY: 1.000 PCK OF 50.000 ML DROP BTL CHOLECALCIFEROL (VITAMIN D3) 400 UNIT/ML ORAL DROPS,dispensed 0.500_ml 400_units/ml_used ndc quantity 1 pack of 50.000_ml drop bottle cholecalciferol vitamin d3 400_units/ml oral drops,Pharmacy,ONLINE,2016-09-16,drops,cholecalciferol,ndc,drop,Pharmacy,0.79,Pharmacy,0.990092197583,Pharmacy,0.969966613143,Pharmacy,0.999958965746,Pharmacy,4,1,1,1,1,0.937504444118,drops,drop,cholecalciferol,vitamin
418,1798,PM-DEXTROSE 10% W/HEPARIN 1UNIT/ML,between_noon_and_midnight dextrose 10% with heparin 1_unit/ml,Pharmacy,ONLINE,2016-09-01,heparin,dextrose,,,Diluent / Flush / Irrigant,0.79,Diluent / Flush / Irrigant,0.770715658182,Pharmacy,0.507340304157,Pharmacy,0.781829253976,Diluent / Flush / Irrigant,2,1,1,0,0,0.390178914546,heparin,dextrose,,
419,346,STERILE WATER SOLP 1 000 ML BAG,sterile water solution 1 000_ml bag,Diluent / Flush / Irrigant,RETROSPECTIVE,2016-07-12,water,bag,000_ml,sterile,Diluent / Flush / Irrigant,0.95,Diluent / Flush / Irrigant,0.976846899599,Diluent / Flush / Irrigant,0.847218836033,Diluent / Flush / Irrigant,0.991423430871,Diluent / Flush / Irrigant,4,1,1,1,1,0.941372291626,water,bag,000_ml,sterile
420,570,HC HEPATITIS B CORE AB TOTAL,hepatitis b core ab total,Laboratory,ONLINE,2016-09-16,total,hepatitis,,,Laboratory,0.82,Laboratory,0.412703562974,Laboratory,0.664102361196,Laboratory,0.946466287984,Laboratory,4,1,1,1,1,0.710818053038,total,hepatitis,,
421,2569,ESOMEPRAZOLE,esomeprazole,Pharmacy,RETROSPECTIVE,2016-07-12,esomeprazole,,,,Pharmacy,0.88,Pharmacy,0.883986315859,Pharmacy,0.800092741469,Pharmacy,0.407409894171,Pharmacy,4,1,1,1,1,0.742872237875,esomeprazole,,,
422,125,HB STERILE WATER FOR INJ 1L,sterile water for injection 1l,Diluent / Flush / Irrigant,RETROSPECTIVE,2016-07-12,water,injection,sterile,1l,Diluent / Flush / Irrigant,0.91,Diluent / Flush / Irrigant,0.944928824084,Diluent / Flush / Irrigant,0.783268993423,Diluent / Flush / Irrigant,0.981277164692,Diluent / Flush / Irrigant,4,1,1,1,1,0.90486874555,water,inj,sterile,1l
423,1407,VITAMIN B-12,vitamin b 12,Pharmacy,ONLINE,2016-09-16,b,vitamin,,,Laboratory,0.77,Laboratory,0.536702781578,Pharmacy,0.511402893862,Pharmacy,0.58143191256,Laboratory,2,1,1,0,0,0.326675695394,b,vitamin,,
424,1078,PIC<5YO,peripherally_inserted_central_catheter less_than 5_years_old,Procedure,ONLINE,2016-09-16,less_than,pic,5yo,,Nursing Services,0.64,Procedure,0.375817370682,Supply,0.495407009065,Procedure,0.835130052073,Procedure,2,0,1,0,1,0.302736855689,less_than,peripherally_inserted_central_catheter,5_years_old,
425,183,HEPARIN PER 10U-30 SYRNG,heparin per 10_units 30 syringe,Diluent / Flush / Irrigant,RETROSPECTIVE,2016-07-12,heparin,syringe,per,,Pharmacy,0.8,Diluent / Flush / Irrigant,0.700297688523,Diluent / Flush / Irrigant,0.637757633412,Diluent / Flush / Irrigant,0.950372352348,Diluent / Flush / Irrigant,3,0,1,1,1,0.572106918571,heparin,syringe,per,10_units
426,4873,VITAL CAPACITY (FC),vital capacity fc,Respiratory Therapy,RETROSPECTIVE,2016-07-13,vital,capacity,fc,,Laboratory,0.7,Laboratory,0.39241612351,Laboratory,0.441097842178,Laboratory,0.761631862859,Laboratory,4,1,1,1,1,0.573786457137,vital,capacity,fc,
427,1456,CLOTTING FACTOR VII PROCON,clotting factor vii procon,Laboratory,ONLINE,2016-09-19,clotting,vii,procon,factor,Laboratory,0.84,Laboratory,0.866953621342,Laboratory,0.821073438505,Laboratory,0.979888479455,Laboratory,4,1,1,1,1,0.876978884826,clotting,vii,procon,factor
428,954,MULTIVITAMIN-IRON DROP,multivitamin iron drop,Pharmacy,ONLINE,2016-09-16,drop,iron,multivitamin,,Pharmacy,0.79,Pharmacy,0.787028699554,Pharmacy,0.776153426298,Laboratory,0.527996820193,Pharmacy,3,1,1,1,0,0.588295531463,drop,iron,multivitamin,
429,3413,FENTANYL 0.05 MG/ML SOLN 2 ML VIAL,fentanyl 0.05_mg/ml solution 2_ml vial,Pharmacy,RETROSPECTIVE,2016-07-12,vial,2_ml,fentanyl,soln,Pharmacy,0.95,Pharmacy,0.996485939938,Pharmacy,0.969114733889,Pharmacy,0.999921609338,Pharmacy,4,1,1,1,1,0.978880570791,vial,2_ml,fentanyl,soln
430,3393,ROOM E621 8,room e621 8,Room and Board,RETROSPECTIVE,2016-07-12,room,e621,,,Room and Board,0.75,Room and Board,0.84446469076,Room and Board,0.812972506285,Room and Board,0.998874315557,Room and Board,4,1,1,1,1,0.85157787815,room,e621,,
431,2113,SILDENAFIL 2.5 MG/ML SUSP 50 ML BOTTLE,sildenafil 2.5_mg/ml suspension 50_ml bottle,Plan Benefit,RETROSPECTIVE,2016-07-12,50_ml,suspension,sildenafil,bottle,Plan Benefit,0.9,Plan Benefit,0.925506868736,Plan Benefit,0.921757450918,Plan Benefit,0.999976455329,Plan Benefit,4,1,1,1,1,0.936810193746,50_ml,susp,sildenafil,bottle
432,2713,HB R&B TCU,room_and_board tcu,Room and Board,RETROSPECTIVE,2016-07-12,tcu,b,rental,,Room and Board,0.77,Room and Board,0.835814086302,Room and Board,0.69155774976,Room and Board,0.992178244915,Room and Board,4,1,1,1,1,0.822387520244,tcu,r&b,,
433,1760,HB - BLOOD SPLIT UNIT,blood split unit,Blood Products,ONLINE,2016-09-01,blood,unit,split,,Supply,0.76,Blood Products,0.417091885243,Laboratory,0.43547352928,Blood Products,0.845786238457,Blood Products,2,0,1,0,1,0.315719530925,blood,unit,split,
434,4353,27907918 - REM TUN CVC W/O PORT/PUMP,removal tunneled central_venous_catheter without port/pump,Procedure,RETROSPECTIVE,2016-07-13,pump,without,portable,,Procedure,0.78,Procedure,0.271686156522,Capital Equipment,0.360773835598,Procedure,0.538168556349,Procedure,3,1,1,0,1,0.397463678218,pump,without,port,
435,5484,CASPOFUNGIN 5 MG INJ,caspofungin 5_mg injection,Pharmacy,RETROSPECTIVE,2016-07-13,caspofungin,injection,5_mg,,Pharmacy,0.72,Pharmacy,0.95883571993,Pharmacy,0.866021745826,Pharmacy,0.993972106462,Pharmacy,4,1,1,1,1,0.884707393054,caspofungin,inj,5_mg,
436,1365,TY CATH FOLEY SURESTEP DR BG LTX-F 16FR,tray catheter foley surestep drainage bag latex-free 16_french,Supply,ONLINE,2016-09-16,foley,cath,tray,bg,Supply,0.7,Supply,0.965843796157,Supply,0.87373674233,Supply,0.999169784679,Supply,4,1,1,1,1,0.884687580792,foley,bag,cath,tray
437,6777,HYDROMORPHONE 2 MG/ML INJECTION SOLUTION,hydromorphone 2 mg/ml injection solution,OR / Anesthesia / Recovery Room,ONLINE,2016-10-12,hydromorphone,injection,2_mg/ml,solution,Pharmacy,0.87,Pharmacy,0.60308607348,Pharmacy,0.675643520422,OR / Anesthesia / Recovery Room,0.899678032452,Pharmacy,3,1,1,1,0,0.537182398476,hydromorphone,mg,solution,injection
438,23,FEEDING PUMP,feeding pump,Capital Equipment,RETROSPECTIVE,2016-07-12,pump,feeding,,,Capital Equipment,0.93,Capital Equipment,0.926227826329,Capital Equipment,0.792505725044,Capital Equipment,0.99847223748,Capital Equipment,4,1,1,1,1,0.911801447213,pump,feeding,,
439,727,HCHG OR TIME LEVEL B PER 15 MIN TO 1HR HCHG OR TIME LEVEL B PER 15 MIN TO 1HR,operating_room time level b per 15_minutes to 1hr,OR / Anesthesia / Recovery Room,ONLINE,2016-09-16,level,time,min,per,OR / Anesthesia / Recovery Room,0.75,OR / Anesthesia / Recovery Room,0.714798857002,OR / Anesthesia / Recovery Room,0.837213539827,OR / Anesthesia / Recovery Room,0.989653379345,OR / Anesthesia / Recovery Room,4,1,1,1,1,0.822916444043,level,time,15_minutes,per
440,5287,63527001 - BASIC METABOLIC PANEL,basic_metabolic_panel,Laboratory,RETROSPECTIVE,2016-07-13,metabolic,panel,basic,,Laboratory,0.9,Laboratory,0.778252179516,Laboratory,0.865666284226,Laboratory,0.987430037028,Laboratory,4,1,1,1,1,0.882837125192,basic_metabolic_panel,,,
441,5139,12737042 - GUAIFENESIN DM 10ML,guaifenesin demo 10_ml,Pharmacy,RETROSPECTIVE,2016-07-13,demo,guaifenesin,10_ml,,Pharmacy,0.83,Pharmacy,0.983721050313,Pharmacy,0.906787370076,Pharmacy,0.997128662159,Pharmacy,4,1,1,1,1,0.929409270637,demo,guaifenesin,10_ml,
442,6044,TRAY IRRIGATION 2-PC BULB SYR.,tray irrigation 2 piece bulb syringe,Supply,ONLINE,2016-08-24,syringe,irrigation,tray,,Supply,0.78,Supply,0.924734479034,Supply,0.888531281407,Supply,0.999022534161,Supply,4,1,1,1,1,0.898072073651,syringe,irrigation,tray,
443,5091,11066132 - ALBUTEROL/IPRATRPIUM 25.MG/0.5,albuterol/ipratropium 25.mg/0.5,Pharmacy,RETROSPECTIVE,2016-07-13,25.mg/0.5,albuterol,ipratropium,,Pharmacy,0.84,Pharmacy,0.974638892447,Pharmacy,0.909846987889,Pharmacy,0.987817808466,Pharmacy,4,1,1,1,1,0.9280759222,25.mg/0.5,albuterol,ipratropium,
444,617,HC PACU CLASS 2 NPR 2:1,post_anesthesia_care_unit class 2 npr 2 1,OR / Anesthesia / Recovery Room,ONLINE,2016-09-16,class,pacu,npr,,Laboratory,0.68,OR / Anesthesia / Recovery Room,0.211841829756,Room and Board,0.24990791448,OR / Anesthesia / Recovery Room,0.34300241168,OR / Anesthesia / Recovery Room,2,0,1,0,1,0.138711060359,class,post_anesthesia_care_unit,npr,
445,1838,AHG (COOMBS) TEST,ahg coombs test,Laboratory,ONLINE,2016-09-16,test,coombs,ahg,,Laboratory,0.73,Laboratory,0.84748545114,Laboratory,0.824257616189,Laboratory,0.987286735193,Laboratory,4,1,1,1,1,0.847257450631,test,coombs,ahg,
446,3956,CANNULA VNS DL STG 29/37,cannula venous double_lumen stg 29/37,Supply,RETROSPECTIVE,2016-07-12,dl,,,,Diluent / Flush / Irrigant,0.7,Supply,0.88821034723,Supply,0.816606023218,Supply,0.945615849686,Supply,3,0,1,1,1,0.662608055034,vns,cannula,,
447,4576,CULT  URINE W CC (URIN),cult urine with colony counts urine,Laboratory,RETROSPECTIVE,2016-07-13,cult,urine,cubic_centimeters,,Laboratory,0.81,Laboratory,0.986766779304,Laboratory,0.947537805528,Laboratory,0.999492662682,Laboratory,4,1,1,1,1,0.935949311878,urine,,,
448,6443,POTASSIUM POC NICU ACUTE PANEL C,potassium poc nicu acute panel c,Laboratory,ONLINE,2016-10-06,acute,potassium,panel,,Laboratory,0.98,Laboratory,0.840590808763,Laboratory,0.846928565369,Laboratory,0.922389837056,Laboratory,4,1,1,1,1,0.897477302797,acute,potassium,panel,poc
449,918,METRONIDAZOLE BENZOATE (BULK) POWD 500 G JAR,metronidazole benzoate bulk powder 500 g jar,Pharmacy,ONLINE,2016-09-16,metronidazole,powder,,,Pharmacy,0.88,Pharmacy,0.926458027235,Pharmacy,0.872954237991,Pharmacy,0.955435470303,Pharmacy,4,1,1,1,1,0.908711933882,metronidazole,powder,,
450,2736,R&B NEONATAL TRANSITION LEV 3,room_and_board neonatal transition level 3,Room and Board,RETROSPECTIVE,2016-07-12,neonatal,transition,rental,level,Room and Board,0.81,Room and Board,0.95963959067,Room and Board,0.799726228471,Room and Board,0.999961906698,Room and Board,4,1,1,1,1,0.89233193146,neonatal,transition,r&b,lev
451,5887,PRE-ALBUMIN,pre albumin,Laboratory,RETROSPECTIVE,2016-07-13,pre,albumin,,,Laboratory,1.0,Laboratory,0.411967206485,Laboratory,0.594865153048,Laboratory,0.834530845014,Laboratory,4,1,1,1,1,0.710340801137,pre,albumin,,
452,1575,URINALYSIS POC,urinalysis point_of_care,Monitoring,ONLINE,2016-09-19,urinalysis,poc,,,Laboratory,0.86,Laboratory,0.235236868127,Monitoring,0.645724239119,Monitoring,0.901837337233,Monitoring,2,0,0,1,1,0.386890394088,urinalysis,poc,,
453,2489,PULSE OX HOURLY,pulse oximetry hourly,Monitoring,RETROSPECTIVE,2016-07-12,hourly,oximetry,pulse,,Monitoring,0.81,Monitoring,0.961981805637,Monitoring,0.866500560177,Monitoring,0.998484624948,Monitoring,4,1,1,1,1,0.90924174769,hourly,ox,pulse,
454,585,HC INS TUNNEL CV CATH WITHOUT > 5YR,insert tunnel cardiovascular catheter without greater_than 5_years,Procedure,ONLINE,2016-09-16,greater_than,insert,cath,without,Procedure,0.79,Procedure,0.551915708908,Procedure,0.661829518378,Procedure,0.990544838992,Procedure,4,1,1,1,1,0.748572516569,greater_than,insert,cath,without
455,2202,HB SODIUM WHOLE BLOOD,sodium whole blood,Laboratory,RETROSPECTIVE,2016-07-12,whole,blood,sodium,,Laboratory,0.95,Laboratory,0.977955975851,Laboratory,0.860379161993,Laboratory,0.996621521544,Laboratory,4,1,1,1,1,0.946239164847,whole,blood,sodium,
456,6298,FERROUS SULFATE 15 MG/ML (,ferrous sulfate 15_mg/ml,Pharmacy,ONLINE,2016-09-16,15_mg/ml,ferrous,sulfate,,Pharmacy,0.86,Pharmacy,0.988785112661,Pharmacy,0.950988179474,Pharmacy,0.999880701446,Pharmacy,4,1,1,1,1,0.949913498395,15_mg/ml,ferrous,sulfate,
457,366,BOSENTAN 5 MG/ML SUSP,bosentan 5_mg/ml suspension,Plan Benefit,RETROSPECTIVE,2016-07-12,suspension,bosentan,5_mg/ml,,Plan Benefit,0.86,Plan Benefit,0.934907044293,Plan Benefit,0.674414739619,Plan Benefit,0.999850494988,Plan Benefit,4,1,1,1,1,0.867293069725,susp,bosentan,5_mg/ml,
458,2367,GLUCOSE POC ACCUCHEK,glucose point_of_care accucheck,Monitoring,RETROSPECTIVE,2016-07-12,POC,accucheck,glucose,,Monitoring,0.9,Monitoring,0.978681532744,Monitoring,0.946236722442,Monitoring,0.999952582149,Monitoring,4,1,1,1,1,0.956217709334,poc,accucheck,glucose,
459,5755,IV DEX 05% NACL .45% 1000,intravenous dextrose 05% sodium_chloride 0.45% 1000,Diluent / Flush / Irrigant,RETROSPECTIVE,2016-07-13,dextrose,intravenous,sodium_chloride,,Pharmacy,0.85,Pharmacy,0.894335264626,Pharmacy,0.566684067864,Pharmacy,0.987510938232,Pharmacy,4,1,1,1,1,0.82463256768,dex,iv,nacl,
460,1012,ORAQUICK ADV RAPI,oraquick advance rapid,Laboratory,ONLINE,2016-09-16,oraquick,rapi,adv,,Supply,0.65,PT / OT / Speech Therapy,0.525565029264,PT / OT / Speech Therapy,0.387155312619,PT / OT / Speech Therapy,0.958673999011,PT / OT / Speech Therapy,3,0,1,1,1,0.467848585224,oraquick,rapid,advance,
461,4144,PHYTONADIONE 1 MG/0.5ML SOLN 0.5 ML SYRINGE,phytonadione 1_mg/0.5_ml solution 0.5_ml syringe,Pharmacy,RETROSPECTIVE,2016-07-12,syringe,soln, ,,Pharmacy,0.84,Pharmacy,0.96533478254,Pharmacy,0.925757959311,Pharmacy,0.988203714347,Pharmacy,4,1,1,1,1,0.929824114049,syringe,phytonadione,soln,
462,167,HEPARIN FLUSH 2 UNIT/2,heparin flush 2_units/2,Diluent / Flush / Irrigant,RETROSPECTIVE,2016-07-12,heparin,2unit/2,flush,,Diluent / Flush / Irrigant,0.9,Diluent / Flush / Irrigant,0.933664381848,Diluent / Flush / Irrigant,0.908905255545,Diluent / Flush / Irrigant,0.999440658853,Diluent / Flush / Irrigant,4,1,1,1,1,0.935502574061,heparin,2_units/2,flush,
463,3329,METHEMOGLOBIN COOX,methemoglobin co-oximetry,Laboratory,RETROSPECTIVE,2016-07-12,methemoglobin,co-oximetry,,,Laboratory,0.83,Monitoring,0.600659540249,Monitoring,0.71929020132,Monitoring,0.972890585688,Monitoring,3,0,1,1,1,0.573210081814,methemoglobin,coox,,
464,5722,HYDROMORPHONE UP TO 4 MG INJ,hydromorphone up to 4_mg injection,Pharmacy,RETROSPECTIVE,2016-07-13,hydromorphone,injection,4_mg,,Pharmacy,0.93,Pharmacy,0.990572254084,Pharmacy,0.94290732174,Pharmacy,0.998692207105,Pharmacy,4,1,1,1,1,0.965542945732,hydromorphone,inj,4_mg,
465,5215,14980012 - SODIUM BICARB TAB 650MG,sodium bicarb tablet 650_mg,Pharmacy,RETROSPECTIVE,2016-07-13,650_mg,bicarb,tablet,sodium,Pharmacy,0.76,Pharmacy,0.758287899277,Pharmacy,0.847307139225,Pharmacy,0.965217275649,Pharmacy,4,1,1,1,1,0.832703078538,650_mg,bicarb,tab,sodium
466,3954,OR GEN LEVEL 1 EA ADD 15MIN,operation_room general level 1 each additional 15_minutes,OR / Anesthesia / Recovery Room,RETROSPECTIVE,2016-07-12,level,additional,or,,OR / Anesthesia / Recovery Room,0.78,OR / Anesthesia / Recovery Room,0.871745494285,OR / Anesthesia / Recovery Room,0.86617730722,OR / Anesthesia / Recovery Room,0.998811452784,OR / Anesthesia / Recovery Room,4,1,1,1,1,0.879183563572,additional,level,or,15min
467,4631,FUNCT THER ACTIV 15 MIN PT,functional therapeutic activities 15_minutes physical_therapy,PT / OT / Speech Therapy,RETROSPECTIVE,2016-07-13,therapist,minutes,physical_therapy,,PT / OT / Speech Therapy,0.97,PT / OT / Speech Therapy,0.97360427693,PT / OT / Speech Therapy,0.902335635194,PT / OT / Speech Therapy,0.999971045924,PT / OT / Speech Therapy,4,1,1,1,1,0.961477739512,activities,pt,15_minutes,therapeutic
468,3793,LEVOTHYROX 175MCG (0.175 MG)TAB,levothyroxine 175mcg 0.175_mg tablet,Pharmacy,RETROSPECTIVE,2016-07-12,levothyrox,tablet,175mcg,0.175_mg,Pharmacy,0.84,Pharmacy,0.965267335613,Pharmacy,0.941480734818,Pharmacy,0.950886904745,Pharmacy,4,1,1,1,1,0.924408743794,175mcg,tablet,0.175_mg,levothyroxine
469,6858,PENTOBARBITAL SODIUM 50 MG/ML INJECTION SOLUTION,pentobarbital sodium 50 mg/ml injection solution,OR / Anesthesia / Recovery Room,ONLINE,2016-10-12,injection,solution,sodium,,Pharmacy,0.74,OR / Anesthesia / Recovery Room,0.733209966174,OR / Anesthesia / Recovery Room,0.511220185864,OR / Anesthesia / Recovery Room,0.99590657765,OR / Anesthesia / Recovery Room,3,0,1,1,1,0.560084182422,ml,mg,solution,injection
470,6296,FENTANYL CITRATE 1 250 MCG/25 ML SPCA,fentanyl citrate 1 250 mcg/25_ml spca,Pharmacy,ONLINE,2016-09-16,mcg/25_ml,fentanyl,citrate,spca,Pharmacy,0.86,Pharmacy,0.957057008258,Pharmacy,0.950914847194,Pharmacy,0.999350484203,Pharmacy,4,1,1,1,1,0.941830584914,mcg/25_ml,fentanyl,citrate,spca
471,3281,TELEMETRY MONITORING,telemetry monitoring,Monitoring,RETROSPECTIVE,2016-07-12,monitoring,telemetry,,,Monitoring,0.87,Monitoring,0.773799168014,Monitoring,0.593850422984,Monitoring,0.694727739172,Monitoring,4,1,1,1,1,0.733094332543,monitoring,telemetry,,
472,5338,77020667 - GUIDEWIRE GLIDE SV 018/180ANG,guidewire glide sv 018/180ang,Supply,RETROSPECTIVE,2016-07-13,018/180ang,glide,guidewire,sv,Supply,0.75,Supply,0.872534456027,Supply,0.865821324679,Supply,0.987616747837,Supply,4,1,1,1,1,0.868993132136,018/180ang,glide,guidewire,sv
473,5803,METHYLPREDNISOLONE (SOLUME,methylprednisolone solume,Pharmacy,RETROSPECTIVE,2016-07-13,methylprednisolone,solume,,,Pharmacy,0.82,Pharmacy,0.548664040521,Pharmacy,0.809801446054,Respiratory Therapy,0.249169719616,Pharmacy,3,1,1,1,0,0.544616371644,methylprednisolone,solume,,
474,6393,FORTIFIER BREAST MILK,fortifier breast milk,Supply,ONLINE,2016-10-06,milk,breast,fortifier,,Pharmacy,0.69,Supply,0.650767392424,Supply,0.782610833803,Supply,0.963680475964,Supply,3,0,1,1,1,0.599264675548,milk,breast,fortifier,
475,6366,CIRCUMCISION,circumcision,Procedure,ONLINE,2016-10-06,circumcision,,,,Supply,0.89,Laboratory,0.658989982184,Laboratory,0.341973816541,Laboratory,0.569949589575,Laboratory,3,0,1,1,1,0.392728347075,circumcision,,,
476,5889,PREDNISONE 20 MG TAB,prednisone 20_mg tablet,Pharmacy,RETROSPECTIVE,2016-07-13,20_mg,prednisone,tablet,,Pharmacy,0.94,Pharmacy,0.988125251476,Pharmacy,0.950462297548,Pharmacy,0.994154755941,Pharmacy,4,1,1,1,1,0.968185576241,20_mg,prednisone,tab,
477,3226,SIM SENITIVE POWDER PER OZ,sim sensitive powder per ounce,Supply,RETROSPECTIVE,2016-07-12,sensitive,ounce,powder,sim,Supply,0.71,Pharmacy,0.390037481225,Pharmacy,0.522793805466,Supply,0.469890428519,Supply,2,1,0,0,1,0.29497260713,oz,powder,per,
