,DESC_ID,ORIG_DESC,NORM_DESC,CHRG_CLS,FLAG,CREATE_DT,FTR1,FTR2,FTR3,FTR4,Predicted_Class_Jaro,Prob_Jaro,Predicted_Class_Logistic_OvR,Prob_Logistic_OvR,Predicted_Class_DeepNN,Prob_DeepNN,Voted Output,Voting Algorithm,Sum Correct,Correct_Jaro,Correct_Logistic_OvR,Correct_DeepNN,Confidence Score,Feature 1,Feature 2,Feature 3,Feature 4
188,194,IV-SODIUM CHLORIDE 0.9% 250ML,intravenous sodium chloride 0.9% 250_ml,Diluent / Flush / Irrigant,RETROSPECTIVE,12/07/2016,250_ml,chloride,intravenous,sodium,Diluent / Flush / Irrigant,0.87,Diluent / Flush / Irrigant,0.910537244165,Diluent / Flush / Irrigant,0.99845241565,Diluent / Flush / Irrigant,"Jaro, Logistic_OvR, DeepNN",3,1,1,1,0.926329886605,250_ml,chloride,intravenous,sodium
189,2978,EXERCISER THERABND MED RD PER YD,exerciser theraband medical red per yard,Supply,RETROSPECTIVE,13/07/2016,medical,per,,,PT / OT / Speech Therapy,0.7,Room and Board,0.425116862147,Room and Board,0.401453104959,Room and Board,"Logistic_OvR, DeepNN",2,0,1,1,0.275523322369,med,per,,
190,398,DORNASE PULMOZYME 2.5 MG I,dornase pulmozyme 2.5_mg i,Plan Benefit,RETROSPECTIVE,12/07/2016,pulmozyme,2.5_mg,dornase,,Plan Benefit,0.77,Pharmacy,0.524935453184,Plan Benefit,0.635176619288,Plan Benefit,"Jaro, DeepNN",2,1,0,1,0.468392206429,pulmozyme,2.5_mg,dornase,
191,1327,DRSG ANTIMICROBAL W/CHG 1,dressing antimicrobial with charge 1,Supply,RETROSPECTIVE,12/07/2016,antimicrobial,dressing,,,Supply,0.82,Supply,0.857179095808,Supply,0.986656994455,Supply,"Jaro, Logistic_OvR, DeepNN",3,1,1,1,0.887945363421,antimicrobial,charge,drsg,
192,1472,SET  IV EXT TRI-PORT,set intravenous extension tri portable,Supply,RETROSPECTIVE,12/07/2016,tri,set,intravenous,extension,Supply,0.81,Supply,0.964582031205,Supply,0.999990953233,Supply,"Jaro, Logistic_OvR, DeepNN",3,1,1,1,0.924857661479,set,iv,ext,portable
193,6168,ALBUMIN SERUM PLASMA/WHOLE,albumin serum plasma/whole,Laboratory,ONLINE,19/09/2016,whole,albumin,plasma,serum,Laboratory,0.94,Laboratory,0.907956132095,Laboratory,0.9965614022,Laboratory,"Jaro, Logistic_OvR, DeepNN",3,1,1,1,0.948172511432,whole,albumin,plasma,serum
194,2558,MAGNESIUM CITRATE SOLN 300ML,magnesium citrate solution 300_ml,Pharmacy,RETROSPECTIVE,12/07/2016,300_ml,soln,magnesium,,Pharmacy,0.86,Pharmacy,0.86684611866,Pharmacy,0.999421156945,Pharmacy,"Jaro, Logistic_OvR, DeepNN",3,1,1,1,0.908755758535,300_ml,soln,magnesium,citrate
195,1785,FENTANYL 0.05 MG/ML SOLN 2 ML VIAL,fentanyl 0.05_mg/ml solution 2_ml vial,Pharmacy,RETROSPECTIVE,12/07/2016,vial,2_ml,fentanyl,soln,Pharmacy,0.95,Pharmacy,0.97896526034,Pharmacy,0.999986503503,Pharmacy,"Jaro, Logistic_OvR, DeepNN",3,1,1,1,0.976317254614,vial,2_ml,fentanyl,soln
196,3619,64768100 - ACUTE HEPATITIS PANEL,acute hepatitis panel,Laboratory,RETROSPECTIVE,13/07/2016,acute,hepatitis,panel,,Laboratory,0.9,Laboratory,0.71584791636,Laboratory,0.982298121076,Laboratory,"Jaro, Logistic_OvR, DeepNN",3,1,1,1,0.866048679145,acute,hepatitis,panel,
197,147,HEPARIN 12.5 UNITS,heparin 12.5_units,Diluent / Flush / Irrigant,RETROSPECTIVE,12/07/2016,heparin,12.5_units,,,Pharmacy,0.83,Diluent / Flush / Irrigant,0.575131236266,Pharmacy,0.882993991217,Pharmacy,"Jaro, DeepNN",2,1,0,1,0.570997997072,heparin,12.5_units,,
198,544,CULTURE RESPIRATORY,culture respiratory,Laboratory,RETROSPECTIVE,12/07/2016,culture,respiratory,,,Laboratory,0.82,Laboratory,0.836924146986,Laboratory,0.999383890561,Laboratory,"Jaro, Logistic_OvR, DeepNN",3,1,1,1,0.885436012515,culture,respiratory,,
199,883,WB GLUCOSE BY MONITOR DEVICE,whole_blood glucose by monitor device,Monitoring,RETROSPECTIVE,12/07/2016,device,bay,glucose,monitor,Monitoring,0.87,Monitoring,0.877123410692,Monitoring,0.977778639498,Monitoring,"Jaro, Logistic_OvR, DeepNN",3,1,1,1,0.908300683397,device,glucose,monitor,wb
200,1871,STERILE WATER FOR IRRIG 250ML,sterile water for irrigation 250_ml,Diluent / Flush / Irrigant,RETROSPECTIVE,12/07/2016,water,250_ml,irrig,sterile,Diluent / Flush / Irrigant,0.88,Diluent / Flush / Irrigant,0.899642771911,Diluent / Flush / Irrigant,0.999528281393,Diluent / Flush / Irrigant,"Jaro, Logistic_OvR, DeepNN",3,1,1,1,0.926390351101,water,250_ml,irrig,sterile
201,3839,CLOSTRIDIUM ENZYM ANTIGENASSAY,clostridium enzyme antigenassay,Laboratory,RETROSPECTIVE,13/07/2016,clostridium,enzyme,antigenassay,,Laboratory,0.78,Laboratory,0.855094256636,Laboratory,0.998165101383,Laboratory,"Jaro, Logistic_OvR, DeepNN",3,1,1,1,0.87775311934,clostridium,enzyme,antigenassay,
202,892,ALBUTEROL INH (2.5 MG/3ML),albuterol inhaled 2.5_mg/3_ml,Pharmacy,RETROSPECTIVE,12/07/2016,albuterol,inhalation,2.5mg/3_ml,,Pharmacy,0.96,Pharmacy,0.869931451775,Pharmacy,0.998991735319,Pharmacy,"Jaro, Logistic_OvR, DeepNN",3,1,1,1,0.942974395698,albuterol,inh,2.5_mg/3_ml,
203,2111,RED BLOOD CELLS LEUKO RED-CKBC,red blood cells leukocyte red ckbc,Blood Products,RETROSPECTIVE,12/07/2016,blood,red,,,Blood Products,0.95,Laboratory,0.565342221811,Blood Products,0.988083957158,Blood Products,"Jaro, DeepNN",2,1,0,1,0.646027985719,cells,blood,,
204,5063,DRS AQUACEL 5X5/420619,dressing aquacel 5x5/420619,Supply,ONLINE,16/09/2016,aquacel,5x5/420619,drs,,Supply,0.72,Supply,0.916278549829,Supply,0.999796041571,Supply,"Jaro, Logistic_OvR, DeepNN",3,1,1,1,0.878691530467,aquacel,5x5/420619,drs,
205,594,HCHG HEMOGLOBIN,hemoglobin,Laboratory,RETROSPECTIVE,12/07/2016,hemoglobin,,,,Laboratory,0.9,Laboratory,0.879183215155,Laboratory,0.99873300974,Laboratory,"Jaro, Logistic_OvR, DeepNN",3,1,1,1,0.925972074965,hemoglobin,,,
206,850,POCT POTASSIUM,point_of_care_testing potassium,Monitoring,RETROSPECTIVE,12/07/2016,POCT,potassium,,,Laboratory,0.9,Monitoring,0.736602887046,Monitoring,0.973441700406,Monitoring,"Logistic_OvR, DeepNN",2,0,1,1,0.570014862484,poct,potassium,,
207,2150,SOD CHLORIDE 0.9%/250ML 100ML,sodium chloride 0.9%/250_ml 100_ml,Diluent / Flush / Irrigant,RETROSPECTIVE,12/07/2016,0.9%/250_ml,chloride,sodium,,Diluent / Flush / Irrigant,0.96,Diluent / Flush / Irrigant,0.938860680464,Diluent / Flush / Irrigant,0.999813720336,Diluent / Flush / Irrigant,"Jaro, Logistic_OvR, DeepNN",3,1,1,1,0.966224800266,100_ml,0.9%/250_ml,chloride,sodium
208,2500,CLOPIDOGREL 75 MG TAB 90 EACH BOTTLE,clopidogrel 75_mg tablet 90 each bottle,Pharmacy,RETROSPECTIVE,12/07/2016,75_mg,bottle,tab,,Pharmacy,0.77,Pharmacy,0.946660002965,Pharmacy,0.999560954183,Pharmacy,"Jaro, Logistic_OvR, DeepNN",3,1,1,1,0.905406985716,bottle,75_mg,clopidogrel,tab
209,3211,THORACENTESIS W/ IMAG GUID,thoracentesis with image guidance,Procedure,RETROSPECTIVE,13/07/2016,image,thoracentesis,guide,,Radiology,0.76,Radiology,0.393577569351,Radiology,0.862090525995,Radiology,"Jaro, Logistic_OvR, DeepNN",3,1,1,1,0.671889365116,image,thoracentesis,guidance,
210,3278,HB DEXAMETRASONE NA P04 INJ 4MG/M,dexametrasone sodium phosphate injection 4_mg/m,Pharmacy,RETROSPECTIVE,13/07/2016,inj,na,,,Pharmacy,0.98,Pharmacy,0.873653770162,Pharmacy,0.999718898771,Pharmacy,"Jaro, Logistic_OvR, DeepNN",3,1,1,1,0.951124222978,inj,phosphate,na,
211,2203,TOBRAMYCIN 40 MG/ML SOLN 3,tobramycin 40_mg/ml solution 3,Pharmacy,RETROSPECTIVE,12/07/2016,40_mg/ml,tobramycin,soln,,Pharmacy,0.92,Pharmacy,0.981767492297,Pharmacy,0.999963486047,Pharmacy,"Jaro, Logistic_OvR, DeepNN",3,1,1,1,0.967243659448,40_mg/ml,tobramycin,soln,
212,3282,HB EMLA 30G,emla 30_grams,Pharmacy,RETROSPECTIVE,13/07/2016,30_gm,emla,,,Nursing Services,0.69,Pharmacy,0.8618418783,Pharmacy,0.985232847204,Pharmacy,"Logistic_OvR, DeepNN",2,0,1,1,0.615691575168,emla,30_grams,,
213,3733,AEROBIC CULTURE (AER),aerobic culture aero,Laboratory,RETROSPECTIVE,13/07/2016,aerobic,culture,aero,,Laboratory,0.78,Laboratory,0.863420700305,Laboratory,0.997002257046,Laboratory,"Jaro, Logistic_OvR, DeepNN",3,1,1,1,0.880140985784,aerobic,culture,aero,
214,261,SODIUM CHL 0,sodium chloride 0,Diluent / Flush / Irrigant,RETROSPECTIVE,12/07/2016,sodium,,,,Diluent / Flush / Irrigant,0.91,Diluent / Flush / Irrigant,0.675579053022,Diluent / Flush / Irrigant,0.923503934196,Diluent / Flush / Irrigant,"Jaro, Logistic_OvR, DeepNN",3,1,1,1,0.836360995739,chloride,sodium,,
215,3697,86648000 - INDIVIDUAL ACTIVITY PER 15 MIN,individual activity per 15_minutes,PT / OT / Speech Therapy,RETROSPECTIVE,13/07/2016,individual,minutes,per,activity,PT / OT / Speech Therapy,0.92,PT / OT / Speech Therapy,0.840104584569,PT / OT / Speech Therapy,0.964834700765,PT / OT / Speech Therapy,"Jaro, Logistic_OvR, DeepNN",3,1,1,1,0.908313095111,individual,15_minutes,per,activity
216,4233,ROCURONIUM 10MG/ML 10ML VL,rocuronium 10_mg/ml 10_ml vial,Pharmacy,RETROSPECTIVE,13/07/2016,vial,rocuronium,10_ml,10_mg/ml,Pharmacy,0.87,Pharmacy,0.975488909381,Pharmacy,0.999748910071,Pharmacy,"Jaro, Logistic_OvR, DeepNN",3,1,1,1,0.948412606484,vial,rocuronium,10_ml,10_mg/ml
217,1029,OMEPRAZOLE SUSP 10ML 20 MG/10ML #SUS,omeprazole suspension 10_ml 20_mg/10_ml sustainability,Pharmacy,RETROSPECTIVE,12/07/2016,suspension,10_ml,omeprazole,sustainability,Pharmacy,0.82,Pharmacy,0.946450887449,Pharmacy,0.999957735374,Pharmacy,"Jaro, Logistic_OvR, DeepNN",3,1,1,1,0.922136207607,susp,10_ml,omeprazole,
218,3582,59541000 - PRESSURE TRANSDUCER,pressure transducer,Supply,RETROSPECTIVE,13/07/2016,pressure,transducer,,,Laboratory,0.69,Supply,0.840617562732,Supply,0.99625821224,Supply,"Logistic_OvR, DeepNN",2,0,1,1,0.612291924991,pressure,transducer,,
219,4749,BARRIER EAKIN LG 839001,barrier eakin large 839001,Supply,ONLINE,16/09/2016,large,eakin,barrier,,Supply,0.9,Supply,0.751072597377,Supply,0.814411165689,Supply,"Jaro, Logistic_OvR, DeepNN",3,1,1,1,0.821827921022,large,eakin,barrier,
220,2105,RB NEONATAL-ICU CRIT LEV 1,room_and_board neonatal intensive_care_unit critical level 1,Room and Board,RETROSPECTIVE,12/07/2016,neonatal,ICU,rab,critical,Room and Board,0.98,Room and Board,0.820404234454,Room and Board,0.999999123231,Room and Board,"Jaro, Logistic_OvR, DeepNN",3,1,1,1,0.933467785895,neonatal,intensive_care_unit,rb,crit
221,1348,GLOVE SKINSENSE 7 31470,glove skinsense 7 31470,Supply,RETROSPECTIVE,12/07/2016,skinsense,glove,,,Supply,0.69,Supply,0.903171184046,Supply,0.999418322629,Supply,"Jaro, Logistic_OvR, DeepNN",3,1,1,1,0.864196502225,skinsense,glove,,
222,1317,CSR-UNDERPAD ULTRASORBS 5PK; UNDERPAD ULTRASORBS 5PK,csr underpad ultrasorbs 5pk underpad ultrasorbs 5pk,Supply,RETROSPECTIVE,12/07/2016,ultrasorbs,underpad,5pk,,Respiratory Therapy,0.7,Laboratory,0.832784832418,Laboratory,0.978034580686,Laboratory,"Logistic_OvR, DeepNN",2,0,1,1,0.603606471035,ultrasorbs,5pk,underpad,csr
223,4937,CUL BACT QUAN COLONY CNT URINE,cult bacterial quantitative colony count urine,Laboratory,ONLINE,16/09/2016,quan,urine,,,Laboratory,0.95,Laboratory,0.984802430127,Laboratory,0.999999969605,Laboratory,"Jaro, Logistic_OvR, DeepNN",3,1,1,1,0.978267466577,count,quan,bacterial,colony
224,5411,HC URINALYSIS AUTO WO MICRO,urinalysis automated without micro,Laboratory,ONLINE,16/09/2016,urinalysis,without,micro,automated,Laboratory,0.96,Laboratory,0.931243410431,Laboratory,0.999300679848,Laboratory,"Jaro, Logistic_OvR, DeepNN",3,1,1,1,0.96351469676,micro,urinalysis,without,automated
225,2717,27907923 - PERIPH INS PICC >5 NO PRT/PMP,peripheral insert peripherally_inserted_central_catheter greater_than 5 no port/pump,Procedure,RETROSPECTIVE,13/07/2016,greater_than,insert,peripheral,port,Procedure,0.7,Procedure,0.80905523465,Procedure,0.998332455904,Procedure,"Jaro, Logistic_OvR, DeepNN",3,1,1,1,0.835795896852,greater_than,insert,pump,picc
226,1573,ELECTRODE ECG FOAM  INF.,electrode electrocardiogram foam infusion,Supply,RETROSPECTIVE,12/07/2016,inf.,foam,electrode,electrocardiogram,Supply,0.87,Supply,0.907691386407,Supply,0.982209869251,Supply,"Jaro, Logistic_OvR, DeepNN",3,1,1,1,0.919967085219,foam,electrode,infusion,ecg
227,2388,HC POTASSIUM  SERUM,potassium serum,Laboratory,RETROSPECTIVE,12/07/2016,potassium,serum, ,,Laboratory,0.96,Laboratory,0.850368558261,Laboratory,0.997187402402,Laboratory,"Jaro, Logistic_OvR, DeepNN",3,1,1,1,0.935851986888,potassium,serum,,
228,3594,63003201 - BUN URINE,blood_urea_nitrogen urine,Laboratory,RETROSPECTIVE,13/07/2016,blood_urea_nitrogen,urine,,,Laboratory,0.75,Laboratory,0.931228516606,Laboratory,0.999065146753,Laboratory,"Jaro, Logistic_OvR, DeepNN",3,1,1,1,0.89343122112,bun,urine,,
229,5357,HC POTASSIUM SERUM PLASMA WB,potassium serum plasma whole_blood,Laboratory,ONLINE,16/09/2016,potassium,plasma,serum,wb,Laboratory,0.92,Laboratory,0.921787061781,Laboratory,0.9982315473,Laboratory,"Jaro, Logistic_OvR, DeepNN",3,1,1,1,0.946672869694,potassium,plasma,serum,wb
230,3491,13754012 - MONTELUKAST SODIUM TABLET 10MG,montelukast sodium tablet 10_mg,Pharmacy,RETROSPECTIVE,13/07/2016,montelukast,10_mg,tablet,sodium,Pharmacy,0.74,Pharmacy,0.970480953734,Pharmacy,0.999935635756,Pharmacy,"Jaro, Logistic_OvR, DeepNN",3,1,1,1,0.903472196496,montelukast,10_mg,tablet,sodium
231,3347,HB TUMOR SETUP,tumor setup,Radiology,RETROSPECTIVE,13/07/2016,tumor,setup,,,Procedure,0.76,Radiology,0.551249487925,Radiology,0.937084064845,Radiology,"Logistic_OvR, DeepNN",2,0,1,1,0.496111184257,tumor,setup,,
232,2323,RE-EVALUATION OT,re evaluation occupational_therapy,PT / OT / Speech Therapy,RETROSPECTIVE,12/07/2016,ot,evaluation,,,PT / OT / Speech Therapy,0.95,PT / OT / Speech Therapy,0.891175303864,PT / OT / Speech Therapy,0.997625077294,PT / OT / Speech Therapy,"Jaro, Logistic_OvR, DeepNN",3,1,1,1,0.946266793719,ot,evaluation,,
233,4796,BREAST PUMP,breast pump,Capital Equipment,ONLINE,16/09/2016,pump,breast,,,Capital Equipment,0.74,Capital Equipment,0.654196927345,Capital Equipment,0.958001793966,Capital Equipment,"Jaro, Logistic_OvR, DeepNN",3,1,1,1,0.784066240437,pump,breast,,
234,903,B COMPLEX-VITAMIN C-FOLI,b complex vitamin cap folic,Pharmacy,RETROSPECTIVE,12/07/2016,complex,vitamin,,,Pharmacy,1.0,Pharmacy,0.555204813524,Pharmacy,0.900808370037,Pharmacy,"Jaro, Logistic_OvR, DeepNN",3,1,1,1,0.818671061187,cap,vitamin,,
235,35,HBC IV SINGLE LINE PUMP,hbc intravenous single line pump,Capital Equipment,RETROSPECTIVE,12/07/2016,single,line,intravenous,hbc,Capital Equipment,0.81,Capital Equipment,0.579633115272,Capital Equipment,0.9648796791,Capital Equipment,"Jaro, Logistic_OvR, DeepNN",3,1,1,1,0.784837598124,single,line,iv,pump
236,1430,KIT MOUTH CARE,kit mouth care,Supply,RETROSPECTIVE,12/07/2016,care,mouth,kit,,Supply,0.72,Supply,0.884890458724,Supply,0.999159149097,Supply,"Jaro, Logistic_OvR, DeepNN",3,1,1,1,0.86801653594,care,mouth,kit,
237,75,0.9% SODIUM CHLORIDE 0.9 % SOLN,0.9% sodium chloride 0.9% solution,Diluent / Flush / Irrigant,RETROSPECTIVE,12/07/2016,chloride,solution,sodium,,Diluent / Flush / Irrigant,0.95,Diluent / Flush / Irrigant,0.800584830451,Diluent / Flush / Irrigant,0.969253445978,Diluent / Flush / Irrigant,"Jaro, Logistic_OvR, DeepNN",3,1,1,1,0.90661275881,chloride,soln,sodium,
238,2291,VENTILATOR-ADULT SUBSEQ DAY,ventilator adult subsequent day,Respiratory Therapy,RETROSPECTIVE,12/07/2016,ventilator,subseq,adult,day,Respiratory Therapy,0.85,Respiratory Therapy,0.88273743098,Respiratory Therapy,0.999745331258,Respiratory Therapy,"Jaro, Logistic_OvR, DeepNN",3,1,1,1,0.910827587413,ventilator,subseq,adult,day
239,3247,CLIP STANDARD RIGHT ANGEL,clip standard right angle,Supply,RETROSPECTIVE,13/07/2016,right,angel,clip,standard,Capital Equipment,0.74,Supply,0.831946565431,Supply,0.987884864391,Supply,"Logistic_OvR, DeepNN",2,0,1,1,0.606610476607,right,angle,clip,standard
240,5707,NIFEDIPINE 10 MG CAPS,nifedipine 10_mg capsule,Pharmacy,ONLINE,16/09/2016,nifedipine,capsule,10_mg,,Pharmacy,0.72,Pharmacy,0.966642705232,Pharmacy,0.999793570254,Pharmacy,"Jaro, Logistic_OvR, DeepNN",3,1,1,1,0.895478758496,nifedipine,capsule,10_mg,
241,4678,ADMIN SET IV BLD FLD Y 4C8723,administration set intravenous blood fld y 4c8723,Supply,ONLINE,16/09/2016,set,administration,iv,bld,Diluent / Flush / Irrigant,0.7,Supply,0.58474630239,Supply,0.97978012951,Supply,"Logistic_OvR, DeepNN",2,0,1,1,0.521508810633,set,administration,iv,bld
242,1692,HC PHOSPHORUS,phosphorus,Laboratory,RETROSPECTIVE,12/07/2016,phosphorus,,,,Laboratory,0.84,Laboratory,0.838168941345,Laboratory,0.988353582529,Laboratory,"Jaro, Logistic_OvR, DeepNN",3,1,1,1,0.888840841291,phosphorus,,,
243,4475,KCL 20MEQ ST H 2O,potassuim_chloride 20_milliequivalents sterile water,Pharmacy,ONLINE,29/08/2016,h,set,kcl,2o,Pharmacy,0.66,Diluent / Flush / Irrigant,0.775805494629,Diluent / Flush / Irrigant,0.952368368796,Diluent / Flush / Irrigant,"Logistic_OvR, DeepNN",2,0,1,1,0.576057954475,water,20_milliequivalents,sterile,kcl
244,1056,SOD.BICARB INJ VI,sodium bicarb injection vial,Pharmacy,RETROSPECTIVE,12/07/2016,vial,injection,sod.bicarb,,Pharmacy,0.73,Pharmacy,0.66371762016,Pharmacy,0.844282065704,Pharmacy,"Jaro, Logistic_OvR, DeepNN",3,1,1,1,0.745999895288,vi,inj,bicarb,sodium
245,906,BUMETANIDE 0.25 MG/ML VI,bumetanide 0.25_mg/ml vial,Pharmacy,RETROSPECTIVE,12/07/2016,vial,bumetanide,0.25mg/ml,,Pharmacy,0.91,Pharmacy,0.954948749191,Pharmacy,0.995656911672,Pharmacy,"Jaro, Logistic_OvR, DeepNN",3,1,1,1,0.953535220288,vi,bumetanide,0.25_mg/ml,
246,303,SODIUM CHLORIDE 0.9% 25ML,sodium chloride 0.9% 25_ml,Diluent / Flush / Irrigant,RETROSPECTIVE,12/07/2016,0.90%,25_ml,chloride,sodium,Diluent / Flush / Irrigant,0.97,Diluent / Flush / Irrigant,0.776298323917,Diluent / Flush / Irrigant,0.988721229153,Diluent / Flush / Irrigant,"Jaro, Logistic_OvR, DeepNN",3,1,1,1,0.911673184357,0.9%,25_ml,chloride,sodium
247,4538,CATH DLYS NIAGARA CRVD 20CM,catheter dialysis niagara curved 20_cm,Supply,ONLINE,30/08/2016,cath,,,,Supply,0.69,Supply,0.89333673657,Supply,0.998410654614,Supply,"Jaro, Logistic_OvR, DeepNN",3,1,1,1,0.860582463728,cath,,,
248,3897,FERROUS SULFATE 325 MG (65 MG IRON) TABLET,ferrous sulfate 325_mg 65_mg iron tablet,Pharmacy,RETROSPECTIVE,13/07/2016,325_mg,tablet,ferrous,iron,Pharmacy,0.87,Pharmacy,0.971278958586,Pharmacy,0.999999296964,Pharmacy,"Jaro, Logistic_OvR, DeepNN",3,1,1,1,0.94709275185,325_mg,tablet,ferrous,iron
249,2895,C - REACTIVE PROTEIN,c-reactive protein,Laboratory,RETROSPECTIVE,13/07/2016,reactive,protein,,,Laboratory,0.98,Laboratory,0.922947033435,Laboratory,0.999671952097,Laboratory,"Jaro, Logistic_OvR, DeepNN",3,1,1,1,0.967539661844,protein,c-reactive,,
250,1361,HB DRESSING FOAM MPLX BORDR W3INX,dressing foam mepilex border w3inx,Supply,RETROSPECTIVE,12/07/2016,w3inx,foam,border,dressing,Supply,0.76,Supply,0.912884518247,Supply,0.999950155258,Supply,"Jaro, Logistic_OvR, DeepNN",3,1,1,1,0.890944891168,mplx,foam,dressing,
251,4097,LIDOCAINE 1% 20 ML INJ,lidocaine 1% 20_ml injection,Pharmacy,RETROSPECTIVE,13/07/2016,injection,1%,lidocaine,20_ml,Pharmacy,0.9,Pharmacy,0.898152663472,Pharmacy,0.999282036945,Pharmacy,"Jaro, Logistic_OvR, DeepNN",3,1,1,1,0.932478233472,inj,1%,lidocaine,20_ml
252,64,PUMP IV BRAIN,pump intravenous brain,Capital Equipment,RETROSPECTIVE,12/07/2016,brain,pump,intravenous,,Capital Equipment,0.83,Capital Equipment,0.776255194521,Capital Equipment,0.996405779139,Capital Equipment,"Jaro, Logistic_OvR, DeepNN",3,1,1,1,0.867553657887,brain,pump,iv,
253,4169,OT EVAL INTERMEDIATE,occupational_therapy evaluation intermediate,PT / OT / Speech Therapy,RETROSPECTIVE,13/07/2016,evaluation,intermediate,occupational_therapy,,PT / OT / Speech Therapy,0.96,PT / OT / Speech Therapy,0.910048164906,PT / OT / Speech Therapy,0.998184346742,PT / OT / Speech Therapy,"Jaro, Logistic_OvR, DeepNN",3,1,1,1,0.956077503882,evaluation,intermediate,ot,
254,5285,HC DEBRIDEMENT OPEN WND FIRST 20 SQCM,debridement open wound first 20 sqcm,Nursing Services,ONLINE,16/09/2016,wnd,first,,,Nursing Services,0.87,Supply,0.671915142763,Supply,0.946088134943,Supply,"Logistic_OvR, DeepNN",2,0,1,1,0.539334425902,wnd,first,,
255,6208,DEXTROSE 5% AND 0.9% NACL,dextrose_5% and 0.9% sodium_chloride,Pharmacy,ONLINE,19/09/2016,dextrose,nacl,,,Pharmacy,0.97,Diluent / Flush / Irrigant,0.681734540249,Pharmacy,0.676402259857,Pharmacy,"Jaro, DeepNN",2,1,0,1,0.548800753286,0.9%,dextrose_5%,nacl,
256,4975,DEXTROSE 10% SOLP,dextrose 10% solution,Pharmacy,ONLINE,16/09/2016,dextrose,solution,10%,,Diluent / Flush / Irrigant,0.96,Pharmacy,0.866716937284,Pharmacy,0.99916112502,Pharmacy,"Logistic_OvR, DeepNN",2,0,1,1,0.621959354101,dextrose,solution,10%,
257,1039,PREDNISONE 5MG-20MG TAB,prednisone 5_mg 20_mg tablet,Pharmacy,RETROSPECTIVE,12/07/2016,20_mg,5_mg,prednisone,tablet,Pharmacy,0.93,Pharmacy,0.940860675483,Pharmacy,0.999631572251,Pharmacy,"Jaro, Logistic_OvR, DeepNN",3,1,1,1,0.956830749245,20_mg,5_mg,prednisone,tab
258,4390,PHYS HOSP DISCHARGE DAY >30MIN,physician hospital discharge day greater_than 30min,Professional Fee,ONLINE,24/08/2016,greater_than,day,,,Nursing Services,0.72,Respiratory Therapy,0.403480242237,Respiratory Therapy,0.89574018344,Respiratory Therapy,"Logistic_OvR, DeepNN",2,0,1,1,0.433073475226,greater_than,30min,day,
259,4762,BILIRUBIN DIR,bilirubin direct,Laboratory,ONLINE,16/09/2016,bilirubin,dir,,,Laboratory,0.93,Laboratory,0.944124208312,Laboratory,0.997051164177,Laboratory,"Jaro, Logistic_OvR, DeepNN",3,1,1,1,0.957058457496,bilirubin,direct,,
260,3611,63719001 - TSH,63719001 thyroid-stimulating_hormone,Laboratory,RETROSPECTIVE,13/07/2016,thyroid-stimulating_hormone,,,,Laboratory,0.77,Laboratory,0.835676094605,Laboratory,0.996838415152,Laboratory,"Jaro, Logistic_OvR, DeepNN",3,1,1,1,0.867504836586,tsh,,,
261,4869,CHEST 1V CHEST 1V,chest one_view chest one_view,Radiology,ONLINE,16/09/2016,chest,1v,,,Radiology,0.79,Radiology,0.799962600985,Radiology,0.990962904422,Radiology,"Jaro, Logistic_OvR, DeepNN",3,1,1,1,0.860308501802,chest,1v,,
262,2177,SET BEQ HIT 7050 ADVANCED 7.0,set beq hit 7050 advanced 7,Supply,RETROSPECTIVE,12/07/2016,set,,,,Nursing Services,0.64,Supply,0.882404515933,Supply,0.999245056106,Supply,"Logistic_OvR, DeepNN",2,0,1,1,0.627216524013,set,hit,advanced,beq
263,2361,ACETAMINOPHEN 325 MG TAB,acetaminophen 325_mg tablet,Pharmacy,RETROSPECTIVE,12/07/2016,325_mg,tab,acetaminophen,,Pharmacy,1.0,Pharmacy,0.966222031947,Pharmacy,0.999979151105,Pharmacy,"Jaro, Logistic_OvR, DeepNN",3,1,1,1,0.988733727684,325_mg,tab,acetaminophen,
264,919,CHLOROTHIAZIDE 25MG/ML (1ML) PO,chlorothiazide 25_mg/ml 1_ml by_mouth,Pharmacy,RETROSPECTIVE,12/07/2016,chlorothiazide,1_ml,po,25_mg/ml,Pharmacy,0.91,Pharmacy,0.949261864747,Pharmacy,0.998891307485,Pharmacy,"Jaro, Logistic_OvR, DeepNN",3,1,1,1,0.952717724077,chlorothiazide,1_ml,po,25_mg/ml
265,414,HC NITRIC OXIDE USE HOURLY,nitric oxide use hourly,Plan Benefit,RETROSPECTIVE,12/07/2016,hourly,oxide,use,nitric,Plan Benefit,0.94,Plan Benefit,0.842182348527,Plan Benefit,0.998114513138,Plan Benefit,"Jaro, Logistic_OvR, DeepNN",3,1,1,1,0.926765620555,hourly,oxide,use,nitric
266,1730,HB DISTILLED WATER PO LIQD,distilled water by_mouth liquid,Diluent / Flush / Irrigant,RETROSPECTIVE,12/07/2016,water,po,liquid,distilled,Diluent / Flush / Irrigant,0.7,Supply,0.47087124139,Pharmacy,0.658357095022,Diluent / Flush / Irrigant,Jaro,1,1,0,0,0.233333333333,water,po,liqd,distilled
267,6145,WHO CUSTOM,who custom,Supply,ONLINE,16/09/2016,custom,,,,Laboratory,0.76,Supply,0.913260567013,Supply,0.986039021847,Supply,"Logistic_OvR, DeepNN",2,0,1,1,0.633099862953,custom,,,
