,Id,Original Description,Normalized Description,Charge Class,FLAG,CREATE_DT,FTR1,FTR2,FTR3,FTR4,Predicted_Class_Jaro,Prob_Jaro,Predicted_Class_Logistic_OvR,Prob_Logistic_OvR,Voted Output,Sum Correct,Correct_Jaro,Correct_Logistic_OvR,Confidence Score,Feature 1,Feature 2,Feature 3,Feature 4
366,5963,TACROLIMUS (FK506B),tacrolimus fk506b,Pharmacy,RETROSPECTIVE,2016-07-13,fk506b,tacrolimus,,,Laboratory,0.66,Pharmacy,0.784632131404,Pharmacy,1,0,1,0.392316065702,fk506b,tacrolimus,,
367,2871,PULMONARY SERVICE/PROCEDURE,pulmonary service/procedure,Respiratory Therapy,RETROSPECTIVE,2016-07-12,pulmonary,service,procedure,,Monitoring,0.74,Respiratory Therapy,0.539730019161,Monitoring,1,1,0,0.37,pulmonary,procedure,service,
368,1652,PACK CUSTOM ANGIO/IR,pack custom angiogram/interventional radiology,Supply,ONLINE,2016-08-29,custom,angiogram,ir,pack,Supply,0.72,Supply,0.403201589753,Supply,2,1,1,0.561600794877,custom,angiogram,pack,
369,4011,FUROSEMIDE 80 MG TABS,furosemide 80_mg tablets,Pharmacy,RETROSPECTIVE,2016-07-12,80_mg,furosemide,tabs,,Pharmacy,0.96,Pharmacy,0.944832075764,Pharmacy,2,1,1,0.952416037882,80_mg,furosemide,tabs,
370,3032,HEEL WARMER,heel warmer,Supply,RETROSPECTIVE,2016-07-12,warmer,heel,,,Diluent / Flush / Irrigant,0.74,Supply,0.435645720287,Diluent / Flush / Irrigant,1,1,0,0.37,warmer,heel,,
371,4658,INJ IVP EA ADDL SEQ NEW DRUG,injection intravenous push each additional sequential new drug,Nursing Services,RETROSPECTIVE,2016-07-13,injection,additional,drug,,Nursing Services,0.79,Nursing Services,0.657734971167,Nursing Services,2,1,1,0.723867485584,push,inj,intravenous,drug
372,1914,BETA-2 MICROGLOBULIN,beta 2 microglobulin,Laboratory,ONLINE,2016-09-16,microglobulin,beta,,,Laboratory,0.72,Laboratory,0.799696177766,Laboratory,2,1,1,0.759848088883,microglobulin,beta,,
373,1132,PROMETHAZINE 25 MG INJECTION,promethazine 25_mg injection,Pharmacy,ONLINE,2016-09-16,promethazine,injection,25_mg,,Pharmacy,0.84,Pharmacy,0.935513375203,Pharmacy,2,1,1,0.887756687601,promethazine,injection,25_mg,
374,2138,86400892-HB CBC WITHOUT DIFFERENTIAL,hemoglobin complete_blood_count without differential,Laboratory,RETROSPECTIVE,2016-07-12,CBC,without,differential,,Laboratory,0.82,Laboratory,0.943041431595,Laboratory,2,1,1,0.881520715798,hemoglobin,cbc,without,differential
375,5116,12155022 - DOCUSATE SODIUM 150MG/15ML,docusate sodium 150_mg/15_ml,Pharmacy,RETROSPECTIVE,2016-07-13,150_mg/15_ml,docusate,sodium,,Pharmacy,0.83,Pharmacy,0.896155728814,Pharmacy,2,1,1,0.863077864407,150_mg/15_ml,docusate,sodium,
376,5645,HB ESR-AUTO,erythrocyte_sedimentation_rate automated,Laboratory,RETROSPECTIVE,2016-07-13,erythrocyte_sedimentation_rate,automated,,,Blood Products,0.78,Laboratory,0.890664003242,Laboratory,1,0,1,0.445332001621,erythrocyte_sedimentation_rate,automated,,
377,1679,TAXUS DRG ELT ST H749,taxus drug eluting stent h749,Implant,ONLINE,2016-08-29,sterile,drg,,,Radiology,0.67,Pharmacy,0.572500440886,Radiology,1,1,0,0.335,drg,,,
378,2671,PREMASOL 10% 1L BY ML,premasol 10% 1l by ml,Pharmacy,RETROSPECTIVE,2016-07-12,ml,bay,premasol,1l,Pharmacy,1.0,Pharmacy,0.963728657567,Pharmacy,2,1,1,0.981864328784,ml,1l,premasol,10%
379,467,GUIDEWIRE AMPLATZ EX-STF CRV.032X180X3,guidewire amplatzer ex stf crv.032x180x3,Supply,ONLINE,2016-09-16,ex,guidewire,,,Supply,0.75,Supply,0.8301334522,Supply,2,1,1,0.7900667261,ex,guidewire,,
380,4017,HC CATH TRAY ONLY,catheter tray only,Supply,RETROSPECTIVE,2016-07-12,cath,tray, ,,Radiology,0.75,Supply,0.900863084015,Supply,1,0,1,0.450431542007,cath,tray,,
381,3899,XR CHEST SNG VW PORTABLE,x-ray chest single view portable,Radiology,RETROSPECTIVE,2016-07-12,xr,sang,chest,portable,Radiology,0.82,Radiology,0.901984327391,Radiology,2,1,1,0.860992163695,portable,chest,single,view
382,6561,D5% 500ML D5/ WATER 500 ML BAG,d5% 500 ml d5/water 500 ml bag,Diluent / Flush / Irrigant,ONLINE,2016-10-12,bag,500_ml,,,Diluent / Flush / Irrigant,0.94,Diluent / Flush / Irrigant,0.582790244686,Diluent / Flush / Irrigant,2,1,1,0.761395122343,ml,bag,,
383,4316,06600001 - POC BS GLUCOSE 4W ICU (GS),point_of_care blood_sugar glucose 4w intensive_care_unit general surgery,Monitoring,RETROSPECTIVE,2016-07-13,point_of_care,intensive_care_unit,glucose,,Monitoring,0.87,Monitoring,0.897193826778,Monitoring,2,1,1,0.883596913389,icu,bs,general,surgery
384,746,HCHG SUGARS MULTIPLE QUANT HCHG SUGARS MULTIPLE QUANT,sugars multiple quantitative,Laboratory,ONLINE,2016-09-16,quant,multiple,,,Respiratory Therapy,0.7,Laboratory,0.921569615833,Laboratory,1,0,1,0.460784807917,quant,sugars,multiple,
385,3263,HC CAPILLARY BLOOD SUGAR TEST,capillary blood sugar test,Monitoring,RETROSPECTIVE,2016-07-12,test,capillary,blood,sugar,Monitoring,0.96,Laboratory,0.549585157712,Monitoring,1,1,0,0.48,test,capillary,blood,sugar
386,5692,HB SENSOR NEURO NEUROPEN 15.5DF L,sensor neurology neuropen 15.5df l,Supply,RETROSPECTIVE,2016-07-13,sensor,,,,PT / OT / Speech Therapy,0.68,Supply,0.613524055493,PT / OT / Speech Therapy,1,1,0,0.34,sensor,,,
387,4053,WARFARIN 7.5 MG TABS,warfarin 7.5_mg tablets,Pharmacy,RETROSPECTIVE,2016-07-12,tabs,warfarin,7.5_mg,,Pharmacy,0.96,Pharmacy,0.937803399671,Pharmacy,2,1,1,0.948901699835,tabs,warfarin,7.5_mg,
388,6217,DRAPE HALF SHEET,drape half sheet,Supply,ONLINE,2016-09-16,drape,sheet,half,,Supply,0.79,Supply,0.808044291498,Supply,2,1,1,0.799022145749,drape,sheet,half,
389,2661,PANTO INJ,pantoprazole injection,Pharmacy,RETROSPECTIVE,2016-07-12,injection,pantoprazole,,,Pharmacy,0.79,Pharmacy,0.877064341621,Pharmacy,2,1,1,0.833532170811,inj,pantoprazole,,
390,902,MAGNESIUM SULFATE PER 500 MG,magnesium sulfate per 500_mg,Pharmacy,ONLINE,2016-09-16,500_mg,magnesium,per,sulfate,Pharmacy,0.96,Pharmacy,0.904340794769,Pharmacy,2,1,1,0.932170397384,500_mg,magnesium,per,sulfate
391,5121,12432212 - BASE FLUID *QS* INJ,base fluid quantity_sufficient injection,Diluent / Flush / Irrigant,RETROSPECTIVE,2016-07-13,injection,base,fluid,quantity_sufficient,Pharmacy,0.66,OR / Anesthesia / Recovery Room,0.29481014419,Pharmacy,1,1,0,0.33,inj,base,fluid,quantity_sufficient
392,1056,PBDS PEDS MAJOR,pbds pediatrics major,Supply,ONLINE,2016-09-16,pbds,major,peds,,Supply,0.9,Laboratory,0.381945995538,Supply,1,1,0,0.45,pbds,major,peds,
393,1256,SOL NACL 0.9PCT 500ML BG LF,solution sodium_chloride 0.9pct 500_ml bag line_flush,Diluent / Flush / Irrigant,ONLINE,2016-09-16,500_ml,bg,sol,nacl,Diluent / Flush / Irrigant,0.97,Diluent / Flush / Irrigant,0.907642469377,Diluent / Flush / Irrigant,2,1,1,0.938821234689,500_ml,bag,sol,nacl
394,814,INTRODUCER FAST CATH 0.38 HEMO 9FRX12CM,introducer fast catheter 0.38 hemo 9frx12cm,Supply,ONLINE,2016-09-16,cath,introducer,fast,,Supply,0.79,Supply,0.797895496825,Supply,2,1,1,0.793947748413,cath,introducer,,
395,3832,FUROSEMIDE ORAL SOLN 10MG/ 1ML,furosemide oral solution 10_mg/1_ml,Pharmacy,RETROSPECTIVE,2016-07-12,10_mg/1_ml,furosemide,oral,soln,Pharmacy,0.86,Pharmacy,0.959696349999,Pharmacy,2,1,1,0.909848175,10_mg/1_ml,furosemide,oral,soln
396,2659,OXYCODONE - ACETAMINOPHEN,oxycodone acetaminophen,Pharmacy,RETROSPECTIVE,2016-07-12,oxycodone,acetaminophen,,,Pharmacy,0.9,Pharmacy,0.932270169299,Pharmacy,2,1,1,0.91613508465,oxycodone,acetaminophen,,
397,1653,PAD DEFIB ADULT STAT-,pad defibrillator adult stat,Supply,ONLINE,2016-08-29,stat,pad,defib,adult,Supply,0.7,Supply,0.816835795408,Supply,2,1,1,0.758417897704,stat,defibrillator,pad,adult
398,2725,NICU ACUITY IV,neonatal_intensive_care_unit acuity intravenous,Room and Board,RETROSPECTIVE,2016-07-12,intravenous,NICU,acuity,,Room and Board,0.92,Room and Board,0.50383839826,Room and Board,2,1,1,0.71191919913,iv,nicu,acuity,
399,6883,RANITIDINE SYRUP 150 MG/10 ML RANITIDINE SYRUP 150 MG/10 ML UDC,ranitidine syrup 150 mg/10 ml ranitidine syrup 150 mg/10 ml udc,Pharmacy,ONLINE,2016-10-12,syrup,ranitidine,,,Pharmacy,0.74,Pharmacy,0.978937305055,Pharmacy,2,1,1,0.859468652528,ml,syrup,ranitidine,udc
400,2150,C POTASSIUM ADD-ON,potassium additional on,Laboratory,RETROSPECTIVE,2016-07-12,potassium,add,,,Laboratory,0.86,Laboratory,0.677174832082,Laboratory,2,1,1,0.768587416041,potassium,additional,,
401,339,STERILE WATER FOR INJECTION 10,sterile water for injection 10,Diluent / Flush / Irrigant,RETROSPECTIVE,2016-07-12,water,injection,sterile,,Diluent / Flush / Irrigant,0.93,Diluent / Flush / Irrigant,0.705798798803,Diluent / Flush / Irrigant,2,1,1,0.817899399401,water,injection,sterile,
402,4906,ICU; ROOM 2009/IC,intensive_care_unit room 2009/intensive_care,Room and Board,ONLINE,2016-08-24,2009/icar,intensive_care_unit,room,,Room and Board,0.95,Room and Board,0.836292733716,Room and Board,2,1,1,0.893146366858,intensive_care_unit,room,2009/intensive_care,
403,3027,HC SUPPLY CHARGE NICU,supply charge neonatal_intensive_care_unit,Supply,RETROSPECTIVE,2016-07-12,charge,NICU,supply,,Supply,0.82,Supply,0.564893507322,Supply,2,1,1,0.692446753661,charge,nicu,supply,
404,468,GUIDEWIRE PTFE FC J ARGON .032INX150CM,guidewire ptfe fc j argon 0.032inx150cm,Supply,ONLINE,2016-09-16,fc,guidewire,,,Supply,0.79,Supply,0.815411476,Supply,2,1,1,0.802705738,guidewire,,,
405,237,NS 50ML IV BAG,normal_saline 50_ml intravenous bag,Diluent / Flush / Irrigant,RETROSPECTIVE,2016-07-12,50_ml,bag,intravenous,NS,Diluent / Flush / Irrigant,0.85,Diluent / Flush / Irrigant,0.819282958302,Diluent / Flush / Irrigant,2,1,1,0.834641479151,50_ml,bag,iv,ns
406,3430,US NEO HEAD,ultrasound neonatal head,Radiology,RETROSPECTIVE,2016-07-12,neo,head,us,,Radiology,0.83,Radiology,0.701832634522,Radiology,2,1,1,0.765916317261,neonatal,us,head,
407,4294,TENSOR 6 IN X-LENGTH,tensor 6 in x length,Supply,RETROSPECTIVE,2016-07-12,x,length,tensor,,Diluent / Flush / Irrigant,0.71,Laboratory,0.590024446493,Diluent / Flush / Irrigant,1,1,0,0.355,x,length,tensor,
408,5824,MORPHINE SULFATE 10 MG INJ,morphine_sulfate 10_mg injection,Pharmacy,RETROSPECTIVE,2016-07-13,injection,morphine,sulfate,10_mg,Pharmacy,0.95,Pharmacy,0.956091936649,Pharmacy,2,1,1,0.953045968324,inj,morphine_sulfate,10_mg,
409,2698,ZINC SULFATE 220MG CAPS,zinc sulfate 220_mg capsule,Pharmacy,RETROSPECTIVE,2016-07-12,caps,sulfate,zinc,220_mg,Pharmacy,0.76,Pharmacy,0.948334559638,Pharmacy,2,1,1,0.854167279819,capsule,sulfate,zinc,220_mg
410,4415,64966000 - URINE CX W/PRESUMP ID,urine culture with presumptive id,Laboratory,RETROSPECTIVE,2016-07-13,presumptive,64966000_urine,id,cervix_or_complaint_of,Laboratory,0.73,Laboratory,0.94193485931,Laboratory,2,1,1,0.835967429655,culture,urine,id,presumptive
411,2519,ALBUTEROL 2.5 MG/0.5 ML,albuterol 2.5_mg/0.5_ml,Pharmacy,RETROSPECTIVE,2016-07-12,albuterol,2.5mg/0.5ml,,,Pharmacy,0.89,Pharmacy,0.966622535451,Pharmacy,2,1,1,0.928311267726,albuterol,2.5_mg/0.5_ml,,
412,4659,INJ IVP. INITIAL DRUGS/SUB,injection intravenous push initial drugs/subsequent,Nursing Services,RETROSPECTIVE,2016-07-13,injection,initial,sub,,Nursing Services,0.69,Nursing Services,0.694938584724,Nursing Services,2,1,1,0.692469292362,push,subsequent,inj,initial
413,3481,POTASSIUM ISTAT,potassium istat,Monitoring,RETROSPECTIVE,2016-07-12,potassium,istat,,,Laboratory,0.83,Laboratory,0.353709086256,Laboratory,2,1,1,0.591854543128,potassium,istat,,
414,3922,OT BASE CHARGE,occupational_therapy base charge,PT / OT / Speech Therapy,RETROSPECTIVE,2016-07-12,charge,base,ot,,OR / Anesthesia / Recovery Room,0.94,PT / OT / Speech Therapy,0.700040870446,OR / Anesthesia / Recovery Room,1,1,0,0.47,charge,base,ot,
415,2455,OXIMETRY CONTINUOUS  1-24 HOURS,oximetry continuous 1 24 hours,Monitoring,RETROSPECTIVE,2016-07-12,hours,continuous,oximetry,,Monitoring,0.83,Monitoring,0.757980470807,Monitoring,2,1,1,0.793990235403,hours,continuous,oximetry,
416,2081,NITRIC OXIDE TH,nitric oxide th,Plan Benefit,RETROSPECTIVE,2016-07-12,oxide,th,nitric,,Plan Benefit,0.95,Plan Benefit,0.788900230229,Plan Benefit,2,1,1,0.869450115115,oxide,th,nitric,
417,6188,DISP: 0.500 ML; 400 UNIT/ML; USED NDC QTY: 1.000 PCK OF 50.000 ML DROP BTL CHOLECALCIFEROL (VITAMIN D3) 400 UNIT/ML ORAL DROPS,dispensed 0.500_ml 400_units/ml_used ndc quantity 1 pack of 50.000_ml drop bottle cholecalciferol vitamin d3 400_units/ml oral drops,Pharmacy,ONLINE,2016-09-16,drops,cholecalciferol,ndc,drop,Pharmacy,0.79,Pharmacy,0.969966613143,Pharmacy,2,1,1,0.879983306572,drops,drop,cholecalciferol,vitamin
418,1798,PM-DEXTROSE 10% W/HEPARIN 1UNIT/ML,between_noon_and_midnight dextrose 10% with heparin 1_unit/ml,Pharmacy,ONLINE,2016-09-01,heparin,dextrose,,,Diluent / Flush / Irrigant,0.79,Pharmacy,0.507340304157,Diluent / Flush / Irrigant,1,1,0,0.395,heparin,dextrose,,
419,346,STERILE WATER SOLP 1 000 ML BAG,sterile water solution 1 000_ml bag,Diluent / Flush / Irrigant,RETROSPECTIVE,2016-07-12,water,bag,000_ml,sterile,Diluent / Flush / Irrigant,0.95,Diluent / Flush / Irrigant,0.847218836033,Diluent / Flush / Irrigant,2,1,1,0.898609418016,water,bag,000_ml,sterile
420,570,HC HEPATITIS B CORE AB TOTAL,hepatitis b core ab total,Laboratory,ONLINE,2016-09-16,total,hepatitis,,,Laboratory,0.82,Laboratory,0.664102361196,Laboratory,2,1,1,0.742051180598,total,hepatitis,,
421,2569,ESOMEPRAZOLE,esomeprazole,Pharmacy,RETROSPECTIVE,2016-07-12,esomeprazole,,,,Pharmacy,0.88,Pharmacy,0.800092741469,Pharmacy,2,1,1,0.840046370734,esomeprazole,,,
422,125,HB STERILE WATER FOR INJ 1L,sterile water for injection 1l,Diluent / Flush / Irrigant,RETROSPECTIVE,2016-07-12,water,injection,sterile,1l,Diluent / Flush / Irrigant,0.91,Diluent / Flush / Irrigant,0.783268993423,Diluent / Flush / Irrigant,2,1,1,0.846634496711,water,inj,sterile,1l
423,1407,VITAMIN B-12,vitamin b 12,Pharmacy,ONLINE,2016-09-16,b,vitamin,,,Laboratory,0.77,Pharmacy,0.511402893862,Laboratory,1,1,0,0.385,b,vitamin,,
424,1078,PIC<5YO,peripherally_inserted_central_catheter less_than 5_years_old,Procedure,ONLINE,2016-09-16,less_than,pic,5yo,,Nursing Services,0.64,Supply,0.495407009065,Nursing Services,1,1,0,0.32,less_than,peripherally_inserted_central_catheter,5_years_old,
425,183,HEPARIN PER 10U-30 SYRNG,heparin per 10_units 30 syringe,Diluent / Flush / Irrigant,RETROSPECTIVE,2016-07-12,heparin,syringe,per,,Pharmacy,0.8,Diluent / Flush / Irrigant,0.637757633412,Pharmacy,1,1,0,0.4,heparin,syringe,per,10_units
426,4873,VITAL CAPACITY (FC),vital capacity fc,Respiratory Therapy,RETROSPECTIVE,2016-07-13,vital,capacity,fc,,Laboratory,0.7,Laboratory,0.441097842178,Laboratory,2,1,1,0.570548921089,vital,capacity,fc,
427,1456,CLOTTING FACTOR VII PROCON,clotting factor vii procon,Laboratory,ONLINE,2016-09-19,clotting,vii,procon,factor,Laboratory,0.84,Laboratory,0.821073438505,Laboratory,2,1,1,0.830536719253,clotting,vii,procon,factor
428,954,MULTIVITAMIN-IRON DROP,multivitamin iron drop,Pharmacy,ONLINE,2016-09-16,drop,iron,multivitamin,,Pharmacy,0.79,Pharmacy,0.776153426298,Pharmacy,2,1,1,0.783076713149,drop,iron,multivitamin,
429,3413,FENTANYL 0.05 MG/ML SOLN 2 ML VIAL,fentanyl 0.05_mg/ml solution 2_ml vial,Pharmacy,RETROSPECTIVE,2016-07-12,vial,2_ml,fentanyl,soln,Pharmacy,0.95,Pharmacy,0.969114733889,Pharmacy,2,1,1,0.959557366945,vial,2_ml,fentanyl,soln
430,3393,ROOM E621 8,room e621 8,Room and Board,RETROSPECTIVE,2016-07-12,room,e621,,,Room and Board,0.75,Room and Board,0.812972506285,Room and Board,2,1,1,0.781486253142,room,e621,,
431,2113,SILDENAFIL 2.5 MG/ML SUSP 50 ML BOTTLE,sildenafil 2.5_mg/ml suspension 50_ml bottle,Plan Benefit,RETROSPECTIVE,2016-07-12,50_ml,suspension,sildenafil,bottle,Plan Benefit,0.9,Plan Benefit,0.921757450918,Plan Benefit,2,1,1,0.910878725459,50_ml,susp,sildenafil,bottle
432,2713,HB R&B TCU,room_and_board tcu,Room and Board,RETROSPECTIVE,2016-07-12,tcu,b,rental,,Room and Board,0.77,Room and Board,0.69155774976,Room and Board,2,1,1,0.73077887488,tcu,r&b,,
433,1760,HB - BLOOD SPLIT UNIT,blood split unit,Blood Products,ONLINE,2016-09-01,blood,unit,split,,Supply,0.76,Laboratory,0.43547352928,Supply,1,1,0,0.38,blood,unit,split,
434,4353,27907918 - REM TUN CVC W/O PORT/PUMP,removal tunneled central_venous_catheter without port/pump,Procedure,RETROSPECTIVE,2016-07-13,pump,without,portable,,Procedure,0.78,Capital Equipment,0.360773835598,Procedure,1,1,0,0.39,pump,without,port,
435,5484,CASPOFUNGIN 5 MG INJ,caspofungin 5_mg injection,Pharmacy,RETROSPECTIVE,2016-07-13,caspofungin,injection,5_mg,,Pharmacy,0.72,Pharmacy,0.866021745826,Pharmacy,2,1,1,0.793010872913,caspofungin,inj,5_mg,
436,1365,TY CATH FOLEY SURESTEP DR BG LTX-F 16FR,tray catheter foley surestep drainage bag latex-free 16_french,Supply,ONLINE,2016-09-16,foley,cath,tray,bg,Supply,0.7,Supply,0.87373674233,Supply,2,1,1,0.786868371165,foley,bag,cath,tray
437,6777,HYDROMORPHONE 2 MG/ML INJECTION SOLUTION,hydromorphone 2 mg/ml injection solution,OR / Anesthesia / Recovery Room,ONLINE,2016-10-12,hydromorphone,injection,2_mg/ml,solution,Pharmacy,0.87,Pharmacy,0.675643520422,Pharmacy,2,1,1,0.772821760211,hydromorphone,mg,solution,injection
438,23,FEEDING PUMP,feeding pump,Capital Equipment,RETROSPECTIVE,2016-07-12,pump,feeding,,,Capital Equipment,0.93,Capital Equipment,0.792505725044,Capital Equipment,2,1,1,0.861252862522,pump,feeding,,
439,727,HCHG OR TIME LEVEL B PER 15 MIN TO 1HR HCHG OR TIME LEVEL B PER 15 MIN TO 1HR,operating_room time level b per 15_minutes to 1hr,OR / Anesthesia / Recovery Room,ONLINE,2016-09-16,level,time,min,per,OR / Anesthesia / Recovery Room,0.75,OR / Anesthesia / Recovery Room,0.837213539827,OR / Anesthesia / Recovery Room,2,1,1,0.793606769913,level,time,15_minutes,per
440,5287,63527001 - BASIC METABOLIC PANEL,basic_metabolic_panel,Laboratory,RETROSPECTIVE,2016-07-13,metabolic,panel,basic,,Laboratory,0.9,Laboratory,0.865666284226,Laboratory,2,1,1,0.882833142113,basic_metabolic_panel,,,
441,5139,12737042 - GUAIFENESIN DM 10ML,guaifenesin demo 10_ml,Pharmacy,RETROSPECTIVE,2016-07-13,demo,guaifenesin,10_ml,,Pharmacy,0.83,Pharmacy,0.906787370076,Pharmacy,2,1,1,0.868393685038,demo,guaifenesin,10_ml,
442,6044,TRAY IRRIGATION 2-PC BULB SYR.,tray irrigation 2 piece bulb syringe,Supply,ONLINE,2016-08-24,syringe,irrigation,tray,,Supply,0.78,Supply,0.888531281407,Supply,2,1,1,0.834265640704,syringe,irrigation,tray,
443,5091,11066132 - ALBUTEROL/IPRATRPIUM 25.MG/0.5,albuterol/ipratropium 25.mg/0.5,Pharmacy,RETROSPECTIVE,2016-07-13,25.mg/0.5,albuterol,ipratropium,,Pharmacy,0.84,Pharmacy,0.909846987889,Pharmacy,2,1,1,0.874923493944,25.mg/0.5,albuterol,ipratropium,
444,617,HC PACU CLASS 2 NPR 2:1,post_anesthesia_care_unit class 2 npr 2 1,OR / Anesthesia / Recovery Room,ONLINE,2016-09-16,class,pacu,npr,,Laboratory,0.68,Room and Board,0.24990791448,Laboratory,1,1,0,0.34,class,post_anesthesia_care_unit,npr,
445,1838,AHG (COOMBS) TEST,ahg coombs test,Laboratory,ONLINE,2016-09-16,test,coombs,ahg,,Laboratory,0.73,Laboratory,0.824257616189,Laboratory,2,1,1,0.777128808095,test,coombs,ahg,
446,3956,CANNULA VNS DL STG 29/37,cannula venous double_lumen stg 29/37,Supply,RETROSPECTIVE,2016-07-12,dl,,,,Diluent / Flush / Irrigant,0.7,Supply,0.816606023218,Supply,1,0,1,0.408303011609,vns,cannula,,
447,4576,CULT  URINE W CC (URIN),cult urine with colony counts urine,Laboratory,RETROSPECTIVE,2016-07-13,cult,urine,cubic_centimeters,,Laboratory,0.81,Laboratory,0.947537805528,Laboratory,2,1,1,0.878768902764,urine,,,
448,6443,POTASSIUM POC NICU ACUTE PANEL C,potassium poc nicu acute panel c,Laboratory,ONLINE,2016-10-06,acute,potassium,panel,,Laboratory,0.98,Laboratory,0.846928565369,Laboratory,2,1,1,0.913464282684,acute,potassium,panel,poc
449,918,METRONIDAZOLE BENZOATE (BULK) POWD 500 G JAR,metronidazole benzoate bulk powder 500 g jar,Pharmacy,ONLINE,2016-09-16,metronidazole,powder,,,Pharmacy,0.88,Pharmacy,0.872954237991,Pharmacy,2,1,1,0.876477118995,metronidazole,powder,,
450,2736,R&B NEONATAL TRANSITION LEV 3,room_and_board neonatal transition level 3,Room and Board,RETROSPECTIVE,2016-07-12,neonatal,transition,rental,level,Room and Board,0.81,Room and Board,0.799726228471,Room and Board,2,1,1,0.804863114236,neonatal,transition,r&b,lev
451,5887,PRE-ALBUMIN,pre albumin,Laboratory,RETROSPECTIVE,2016-07-13,pre,albumin,,,Laboratory,1.0,Laboratory,0.594865153048,Laboratory,2,1,1,0.797432576524,pre,albumin,,
452,1575,URINALYSIS POC,urinalysis point_of_care,Monitoring,ONLINE,2016-09-19,urinalysis,poc,,,Laboratory,0.86,Monitoring,0.645724239119,Laboratory,1,1,0,0.43,urinalysis,poc,,
453,2489,PULSE OX HOURLY,pulse oximetry hourly,Monitoring,RETROSPECTIVE,2016-07-12,hourly,oximetry,pulse,,Monitoring,0.81,Monitoring,0.866500560177,Monitoring,2,1,1,0.838250280089,hourly,ox,pulse,
454,585,HC INS TUNNEL CV CATH WITHOUT > 5YR,insert tunnel cardiovascular catheter without greater_than 5_years,Procedure,ONLINE,2016-09-16,greater_than,insert,cath,without,Procedure,0.79,Procedure,0.661829518378,Procedure,2,1,1,0.725914759189,greater_than,insert,cath,without
455,2202,HB SODIUM WHOLE BLOOD,sodium whole blood,Laboratory,RETROSPECTIVE,2016-07-12,whole,blood,sodium,,Laboratory,0.95,Laboratory,0.860379161993,Laboratory,2,1,1,0.905189580997,whole,blood,sodium,
456,6298,FERROUS SULFATE 15 MG/ML (,ferrous sulfate 15_mg/ml,Pharmacy,ONLINE,2016-09-16,15_mg/ml,ferrous,sulfate,,Pharmacy,0.86,Pharmacy,0.950988179474,Pharmacy,2,1,1,0.905494089737,15_mg/ml,ferrous,sulfate,
457,366,BOSENTAN 5 MG/ML SUSP,bosentan 5_mg/ml suspension,Plan Benefit,RETROSPECTIVE,2016-07-12,suspension,bosentan,5_mg/ml,,Plan Benefit,0.86,Plan Benefit,0.674414739619,Plan Benefit,2,1,1,0.76720736981,susp,bosentan,5_mg/ml,
458,2367,GLUCOSE POC ACCUCHEK,glucose point_of_care accucheck,Monitoring,RETROSPECTIVE,2016-07-12,POC,accucheck,glucose,,Monitoring,0.9,Monitoring,0.946236722442,Monitoring,2,1,1,0.923118361221,poc,accucheck,glucose,
459,5755,IV DEX 05% NACL .45% 1000,intravenous dextrose 05% sodium_chloride 0.45% 1000,Diluent / Flush / Irrigant,RETROSPECTIVE,2016-07-13,dextrose,intravenous,sodium_chloride,,Pharmacy,0.85,Pharmacy,0.566684067864,Pharmacy,2,1,1,0.708342033932,dex,iv,nacl,
460,1012,ORAQUICK ADV RAPI,oraquick advance rapid,Laboratory,ONLINE,2016-09-16,oraquick,rapi,adv,,Supply,0.65,PT / OT / Speech Therapy,0.387155312619,Supply,1,1,0,0.325,oraquick,rapid,advance,
461,4144,PHYTONADIONE 1 MG/0.5ML SOLN 0.5 ML SYRINGE,phytonadione 1_mg/0.5_ml solution 0.5_ml syringe,Pharmacy,RETROSPECTIVE,2016-07-12,syringe,soln, ,,Pharmacy,0.84,Pharmacy,0.925757959311,Pharmacy,2,1,1,0.882878979656,syringe,phytonadione,soln,
462,167,HEPARIN FLUSH 2 UNIT/2,heparin flush 2_units/2,Diluent / Flush / Irrigant,RETROSPECTIVE,2016-07-12,heparin,2unit/2,flush,,Diluent / Flush / Irrigant,0.9,Diluent / Flush / Irrigant,0.908905255545,Diluent / Flush / Irrigant,2,1,1,0.904452627772,heparin,2_units/2,flush,
463,3329,METHEMOGLOBIN COOX,methemoglobin co-oximetry,Laboratory,RETROSPECTIVE,2016-07-12,methemoglobin,co-oximetry,,,Laboratory,0.83,Monitoring,0.71929020132,Laboratory,1,1,0,0.415,methemoglobin,coox,,
464,5722,HYDROMORPHONE UP TO 4 MG INJ,hydromorphone up to 4_mg injection,Pharmacy,RETROSPECTIVE,2016-07-13,hydromorphone,injection,4_mg,,Pharmacy,0.93,Pharmacy,0.94290732174,Pharmacy,2,1,1,0.93645366087,hydromorphone,inj,4_mg,
465,5215,14980012 - SODIUM BICARB TAB 650MG,sodium bicarb tablet 650_mg,Pharmacy,RETROSPECTIVE,2016-07-13,650_mg,bicarb,tablet,sodium,Pharmacy,0.76,Pharmacy,0.847307139225,Pharmacy,2,1,1,0.803653569613,650_mg,bicarb,tab,sodium
466,3954,OR GEN LEVEL 1 EA ADD 15MIN,operation_room general level 1 each additional 15_minutes,OR / Anesthesia / Recovery Room,RETROSPECTIVE,2016-07-12,level,additional,or,,OR / Anesthesia / Recovery Room,0.78,OR / Anesthesia / Recovery Room,0.86617730722,OR / Anesthesia / Recovery Room,2,1,1,0.82308865361,additional,level,or,15min
