,DESC_ID,ORIG_DESC,NORM_DESC,CHRG_CLS,FLAG,CREATE_DT,FTR1,FTR2,FTR3,FTR4,Predicted_Class_Jaro,Prob_Jaro,Predicted_Class_Logistic_OvR,Prob_Logistic_OvR,Predicted_Class_DeepNN,Prob_DeepNN,Voted Output,Voting Algorithm,Sum Correct,Correct_Jaro,Correct_Logistic_OvR,Correct_DeepNN,Confidence Score,Feature 1,Feature 2,Feature 3,Feature 4
180,6055,TISSUE EXAM PATHOLOGIST LEVEL5,tissue examination pathologist level5,Laboratory,ONLINE,16/09/2016,pathologist,tissue,exam,level5,Laboratory,0.98,Laboratory,0.71962509413,Laboratory,0.998604669852,Laboratory,"Jaro, Logistic_OvR, DeepNN",3,1,1,1,0.899409921327,pathologist,tissue,exam,level5
181,4859,CEFTAZIDIME 2 G SOLR 1 EACH VIAL,ceftazidime 2 g solution 1 each vial,Pharmacy,ONLINE,16/09/2016,vial,ceftazidime,solution,g,Pharmacy,0.93,Pharmacy,0.947260587501,Pharmacy,0.961945633467,Pharmacy,"Jaro, Logistic_OvR, DeepNN",3,1,1,1,0.946402073656,vial,ceftazidime,solution,g
182,2962,DRILL BIT/BLADE LVL3,drill bit/blade level 3,Supply,RETROSPECTIVE,13/07/2016,lvl3,bit,blade,drill,Supply,0.96,Supply,0.878108627815,Supply,0.980947564691,Supply,"Jaro, Logistic_OvR, DeepNN",3,1,1,1,0.939685397502,bit,blade,drill,level
183,6220,FLOUROSCOPY,flouroscopy,Radiology,ONLINE,19/09/2016,flouroscopy,,,,Monitoring,0.71,Laboratory,0.167765855032,Supply,0.293535366415,Monitoring,Jaro,1,1,0,0,0.236666666667,flouroscopy,,,
184,2598,CRP-HIGH SENSITIVITY,c_reactive_protein high sensitivity,Laboratory,RETROSPECTIVE,12/07/2016,high,carp,sensitivity,,Professional Fee,0.72,Laboratory,0.93870657706,Laboratory,0.998334673663,Laboratory,"Logistic_OvR, DeepNN",2,0,1,1,0.645680416908,high,c_reactive_protein,sensitivity,
185,2902,CARBOXYME .25%OS UD,carboxymethylcellulose 0.25% os ud,Pharmacy,RETROSPECTIVE,13/07/2016,ud,carboxyme,0.25%os,,Laboratory,0.73,Supply,0.492193971964,Supply,0.787630567236,Supply,"Logistic_OvR, DeepNN",2,0,1,1,0.426608179733,ud,os,carboxymethylcellulose,0.25%
186,581,HC GLUCOSE QUANTATIVE BLOOD,glucose quantitative blood,Laboratory,RETROSPECTIVE,12/07/2016,quantitative,blood,glucose,,Laboratory,0.9,Laboratory,0.888074660596,Laboratory,0.999521673495,Laboratory,"Jaro, Logistic_OvR, DeepNN",3,1,1,1,0.92919877803,quantitative,blood,glucose,
187,4281,SYR SALINE 10ML REG PR FILL,syringe saline 10_ml regular pressure fill,Supply,RETROSPECTIVE,13/07/2016,syringe,saline,regular,10_ml,Diluent / Flush / Irrigant,0.75,Supply,0.508983810778,Supply,0.849958314957,Supply,"Logistic_OvR, DeepNN",2,0,1,1,0.452980708578,syr,saline,reg,10_ml
188,194,IV-SODIUM CHLORIDE 0.9% 250ML,intravenous sodium chloride 0.9% 250_ml,Diluent / Flush / Irrigant,RETROSPECTIVE,12/07/2016,250_ml,chloride,intravenous,sodium,Diluent / Flush / Irrigant,0.87,Diluent / Flush / Irrigant,0.909661583529,Diluent / Flush / Irrigant,0.999651992047,Diluent / Flush / Irrigant,"Jaro, Logistic_OvR, DeepNN",3,1,1,1,0.926437858526,250_ml,chloride,intravenous,sodium
189,2978,EXERCISER THERABND MED RD PER YD,exerciser theraband medical red per yard,Supply,RETROSPECTIVE,13/07/2016,medical,per,,,PT / OT / Speech Therapy,0.7,Room and Board,0.426945567344,Room and Board,0.869469094281,Room and Board,"Logistic_OvR, DeepNN",2,0,1,1,0.432138220542,med,per,,
190,398,DORNASE PULMOZYME 2.5 MG I,dornase pulmozyme 2.5_mg i,Plan Benefit,RETROSPECTIVE,12/07/2016,pulmozyme,2.5_mg,dornase,,Plan Benefit,0.77,Pharmacy,0.524886825752,Plan Benefit,0.976663357799,Plan Benefit,"Jaro, DeepNN",2,1,0,1,0.582221119266,pulmozyme,2.5_mg,dornase,
191,1327,DRSG ANTIMICROBAL W/CHG 1,dressing antimicrobial with charge 1,Supply,RETROSPECTIVE,12/07/2016,antimicrobial,dressing,,,Supply,0.82,Supply,0.857385880406,Supply,0.997823728784,Supply,"Jaro, Logistic_OvR, DeepNN",3,1,1,1,0.891736536397,antimicrobial,charge,drsg,
192,1472,SET  IV EXT TRI-PORT,set intravenous extension tri portable,Supply,RETROSPECTIVE,12/07/2016,tri,set,intravenous,extension,Supply,0.81,Supply,0.964561948401,Supply,0.999999044558,Supply,"Jaro, Logistic_OvR, DeepNN",3,1,1,1,0.92485366432,set,iv,ext,portable
193,6168,ALBUMIN SERUM PLASMA/WHOLE,albumin serum plasma/whole,Laboratory,ONLINE,19/09/2016,whole,albumin,plasma,serum,Laboratory,0.94,Laboratory,0.907939364865,Laboratory,0.999653577141,Laboratory,"Jaro, Logistic_OvR, DeepNN",3,1,1,1,0.949197647335,whole,albumin,plasma,serum
194,2558,MAGNESIUM CITRATE SOLN 300ML,magnesium citrate solution 300_ml,Pharmacy,RETROSPECTIVE,12/07/2016,300_ml,soln,magnesium,,Pharmacy,0.86,Pharmacy,0.866771565947,Pharmacy,0.976093517233,Pharmacy,"Jaro, Logistic_OvR, DeepNN",3,1,1,1,0.900955027727,300_ml,soln,magnesium,citrate
195,1785,FENTANYL 0.05 MG/ML SOLN 2 ML VIAL,fentanyl 0.05_mg/ml solution 2_ml vial,Pharmacy,RETROSPECTIVE,12/07/2016,vial,2_ml,fentanyl,soln,Pharmacy,0.95,Pharmacy,0.978943095409,Pharmacy,0.995933887043,Pharmacy,"Jaro, Logistic_OvR, DeepNN",3,1,1,1,0.974958994151,vial,2_ml,fentanyl,soln
196,3619,64768100 - ACUTE HEPATITIS PANEL,acute hepatitis panel,Laboratory,RETROSPECTIVE,13/07/2016,acute,hepatitis,panel,,Laboratory,0.9,Laboratory,0.716599431973,Laboratory,0.995853495103,Laboratory,"Jaro, Logistic_OvR, DeepNN",3,1,1,1,0.870817642359,acute,hepatitis,panel,
197,147,HEPARIN 12.5 UNITS,heparin 12.5_units,Diluent / Flush / Irrigant,RETROSPECTIVE,12/07/2016,heparin,12.5_units,,,Pharmacy,0.83,Diluent / Flush / Irrigant,0.575430655987,Diluent / Flush / Irrigant,0.960857839107,Diluent / Flush / Irrigant,"Logistic_OvR, DeepNN",2,0,1,1,0.512096165031,heparin,12.5_units,,
198,544,CULTURE RESPIRATORY,culture respiratory,Laboratory,RETROSPECTIVE,12/07/2016,culture,respiratory,,,Laboratory,0.82,Laboratory,0.836783239625,Laboratory,0.999459195169,Laboratory,"Jaro, Logistic_OvR, DeepNN",3,1,1,1,0.885414144931,culture,respiratory,,
199,883,WB GLUCOSE BY MONITOR DEVICE,whole_blood glucose by monitor device,Monitoring,RETROSPECTIVE,12/07/2016,device,bay,glucose,monitor,Monitoring,0.87,Monitoring,0.876795026114,Monitoring,0.999189784515,Monitoring,"Jaro, Logistic_OvR, DeepNN",3,1,1,1,0.91532827021,device,glucose,monitor,wb
200,1871,STERILE WATER FOR IRRIG 250ML,sterile water for irrigation 250_ml,Diluent / Flush / Irrigant,RETROSPECTIVE,12/07/2016,water,250_ml,irrig,sterile,Diluent / Flush / Irrigant,0.88,Diluent / Flush / Irrigant,0.898256947572,Diluent / Flush / Irrigant,0.999847866353,Diluent / Flush / Irrigant,"Jaro, Logistic_OvR, DeepNN",3,1,1,1,0.926034937975,water,250_ml,irrig,sterile
201,3839,CLOSTRIDIUM ENZYM ANTIGENASSAY,clostridium enzyme antigenassay,Laboratory,RETROSPECTIVE,13/07/2016,clostridium,enzyme,antigenassay,,Laboratory,0.78,Laboratory,0.854791408148,Laboratory,0.998462938904,Laboratory,"Jaro, Logistic_OvR, DeepNN",3,1,1,1,0.877751449017,clostridium,enzyme,antigenassay,
202,892,ALBUTEROL INH (2.5 MG/3ML),albuterol inhaled 2.5_mg/3_ml,Pharmacy,RETROSPECTIVE,12/07/2016,albuterol,inhalation,2.5mg/3_ml,,Pharmacy,0.96,Pharmacy,0.869372029009,Pharmacy,0.903231907407,Pharmacy,"Jaro, Logistic_OvR, DeepNN",3,1,1,1,0.910867978805,albuterol,inh,2.5_mg/3_ml,
203,2111,RED BLOOD CELLS LEUKO RED-CKBC,red blood cells leukocyte red ckbc,Blood Products,RETROSPECTIVE,12/07/2016,blood,red,,,Blood Products,0.95,Laboratory,0.565347069382,Blood Products,0.560210398143,Blood Products,"Jaro, DeepNN",2,1,0,1,0.503403466048,cells,blood,,
204,5063,DRS AQUACEL 5X5/420619,dressing aquacel 5x5/420619,Supply,ONLINE,16/09/2016,aquacel,5x5/420619,drs,,Supply,0.72,Supply,0.916206373315,Supply,0.999943850829,Supply,"Jaro, Logistic_OvR, DeepNN",3,1,1,1,0.878716741381,aquacel,5x5/420619,drs,
205,594,HCHG HEMOGLOBIN,hemoglobin,Laboratory,RETROSPECTIVE,12/07/2016,hemoglobin,,,,Laboratory,0.9,Laboratory,0.879198532545,Laboratory,0.999691892587,Laboratory,"Jaro, Logistic_OvR, DeepNN",3,1,1,1,0.926296808377,hemoglobin,,,
206,850,POCT POTASSIUM,point_of_care_testing potassium,Monitoring,RETROSPECTIVE,12/07/2016,POCT,potassium,,,Laboratory,0.9,Monitoring,0.735777243317,Monitoring,0.954246090653,Monitoring,"Logistic_OvR, DeepNN",2,0,1,1,0.563341111323,poct,potassium,,
207,2150,SOD CHLORIDE 0.9%/250ML 100ML,sodium chloride 0.9%/250_ml 100_ml,Diluent / Flush / Irrigant,RETROSPECTIVE,12/07/2016,0.9%/250_ml,chloride,sodium,,Diluent / Flush / Irrigant,0.96,Diluent / Flush / Irrigant,0.938778420735,Diluent / Flush / Irrigant,0.999988074198,Diluent / Flush / Irrigant,"Jaro, Logistic_OvR, DeepNN",3,1,1,1,0.966255498311,100_ml,0.9%/250_ml,chloride,sodium
208,2500,CLOPIDOGREL 75 MG TAB 90 EACH BOTTLE,clopidogrel 75_mg tablet 90 each bottle,Pharmacy,RETROSPECTIVE,12/07/2016,75_mg,bottle,tab,,Pharmacy,0.77,Pharmacy,0.946689130992,Pharmacy,0.982125625511,Pharmacy,"Jaro, Logistic_OvR, DeepNN",3,1,1,1,0.899604918834,bottle,75_mg,clopidogrel,tab
209,3211,THORACENTESIS W/ IMAG GUID,thoracentesis with image guidance,Procedure,RETROSPECTIVE,13/07/2016,image,thoracentesis,guide,,Radiology,0.76,Radiology,0.393287590561,Supply,0.601889592709,Radiology,"Jaro, Logistic_OvR",2,1,1,0,0.384429196854,image,thoracentesis,guidance,
210,3278,HB DEXAMETRASONE NA P04 INJ 4MG/M,dexametrasone sodium phosphate injection 4_mg/m,Pharmacy,RETROSPECTIVE,13/07/2016,inj,na,,,Pharmacy,0.98,Pharmacy,0.874087877105,Pharmacy,0.924004836016,Pharmacy,"Jaro, Logistic_OvR, DeepNN",3,1,1,1,0.926030904374,inj,phosphate,na,
211,2203,TOBRAMYCIN 40 MG/ML SOLN 3,tobramycin 40_mg/ml solution 3,Pharmacy,RETROSPECTIVE,12/07/2016,40_mg/ml,tobramycin,soln,,Pharmacy,0.92,Pharmacy,0.981753456902,Pharmacy,0.952844961376,Pharmacy,"Jaro, Logistic_OvR, DeepNN",3,1,1,1,0.951532806093,40_mg/ml,tobramycin,soln,
212,3282,HB EMLA 30G,emla 30_grams,Pharmacy,RETROSPECTIVE,13/07/2016,30_gm,emla,,,Nursing Services,0.69,Pharmacy,0.862036157687,Supply,0.541250230673,Pharmacy,Logistic_OvR,1,0,1,0,0.287345385896,emla,30_grams,,
213,3733,AEROBIC CULTURE (AER),aerobic culture aero,Laboratory,RETROSPECTIVE,13/07/2016,aerobic,culture,aero,,Laboratory,0.78,Laboratory,0.862734362934,Laboratory,0.995855914938,Laboratory,"Jaro, Logistic_OvR, DeepNN",3,1,1,1,0.879530092624,aerobic,culture,aero,
214,261,SODIUM CHL 0,sodium chloride 0,Diluent / Flush / Irrigant,RETROSPECTIVE,12/07/2016,sodium,,,,Diluent / Flush / Irrigant,0.91,Diluent / Flush / Irrigant,0.675171427851,Diluent / Flush / Irrigant,0.986473103037,Diluent / Flush / Irrigant,"Jaro, Logistic_OvR, DeepNN",3,1,1,1,0.857214843629,chloride,sodium,,
215,3697,86648000 - INDIVIDUAL ACTIVITY PER 15 MIN,individual activity per 15_minutes,PT / OT / Speech Therapy,RETROSPECTIVE,13/07/2016,individual,minutes,per,activity,PT / OT / Speech Therapy,0.92,PT / OT / Speech Therapy,0.840187659524,PT / OT / Speech Therapy,0.92435309806,PT / OT / Speech Therapy,"Jaro, Logistic_OvR, DeepNN",3,1,1,1,0.894846919195,individual,15_minutes,per,activity
216,4233,ROCURONIUM 10MG/ML 10ML VL,rocuronium 10_mg/ml 10_ml vial,Pharmacy,RETROSPECTIVE,13/07/2016,vial,rocuronium,10_ml,10_mg/ml,Pharmacy,0.87,Pharmacy,0.975438186371,Pharmacy,0.992057089133,Pharmacy,"Jaro, Logistic_OvR, DeepNN",3,1,1,1,0.945831758501,vial,rocuronium,10_ml,10_mg/ml
217,1029,OMEPRAZOLE SUSP 10ML 20 MG/10ML #SUS,omeprazole suspension 10_ml 20_mg/10_ml sustainability,Pharmacy,RETROSPECTIVE,12/07/2016,suspension,10_ml,omeprazole,sustainability,Pharmacy,0.82,Pharmacy,0.946457626862,Pharmacy,0.996622400899,Pharmacy,"Jaro, Logistic_OvR, DeepNN",3,1,1,1,0.92102667592,susp,10_ml,omeprazole,
218,3582,59541000 - PRESSURE TRANSDUCER,pressure transducer,Supply,RETROSPECTIVE,13/07/2016,pressure,transducer,,,Laboratory,0.69,Supply,0.840759795243,Supply,0.999511761606,Supply,"Logistic_OvR, DeepNN",2,0,1,1,0.613423852283,pressure,transducer,,
219,4749,BARRIER EAKIN LG 839001,barrier eakin large 839001,Supply,ONLINE,16/09/2016,large,eakin,barrier,,Supply,0.9,Supply,0.751731748445,Supply,0.975835664375,Supply,"Jaro, Logistic_OvR, DeepNN",3,1,1,1,0.875855804273,large,eakin,barrier,
220,2105,RB NEONATAL-ICU CRIT LEV 1,room_and_board neonatal intensive_care_unit critical level 1,Room and Board,RETROSPECTIVE,12/07/2016,neonatal,ICU,rab,critical,Room and Board,0.98,Room and Board,0.820415934256,Room and Board,0.999997853827,Room and Board,"Jaro, Logistic_OvR, DeepNN",3,1,1,1,0.933471262695,neonatal,intensive_care_unit,rb,crit
221,1348,GLOVE SKINSENSE 7 31470,glove skinsense 7 31470,Supply,RETROSPECTIVE,12/07/2016,skinsense,glove,,,Supply,0.69,Supply,0.903010111889,Supply,0.999820059081,Supply,"Jaro, Logistic_OvR, DeepNN",3,1,1,1,0.864276723656,skinsense,glove,,
222,1317,CSR-UNDERPAD ULTRASORBS 5PK; UNDERPAD ULTRASORBS 5PK,csr underpad ultrasorbs 5pk underpad ultrasorbs 5pk,Supply,RETROSPECTIVE,12/07/2016,ultrasorbs,underpad,5pk,,Respiratory Therapy,0.7,Laboratory,0.83135104475,Plan Benefit,0.450959152767,Laboratory,Logistic_OvR,1,0,1,0,0.277117014917,ultrasorbs,5pk,underpad,csr
223,4937,CUL BACT QUAN COLONY CNT URINE,cult bacterial quantitative colony count urine,Laboratory,ONLINE,16/09/2016,quan,urine,,,Laboratory,0.95,Laboratory,0.98477997331,Laboratory,0.999999993976,Laboratory,"Jaro, Logistic_OvR, DeepNN",3,1,1,1,0.978259989095,count,quan,bacterial,colony
224,5411,HC URINALYSIS AUTO WO MICRO,urinalysis automated without micro,Laboratory,ONLINE,16/09/2016,urinalysis,without,micro,automated,Laboratory,0.96,Laboratory,0.930862951328,Laboratory,0.999868313877,Laboratory,"Jaro, Logistic_OvR, DeepNN",3,1,1,1,0.963577088402,micro,urinalysis,without,automated
225,2717,27907923 - PERIPH INS PICC >5 NO PRT/PMP,peripheral insert peripherally_inserted_central_catheter greater_than 5 no port/pump,Procedure,RETROSPECTIVE,13/07/2016,greater_than,insert,peripheral,port,Procedure,0.7,Procedure,0.809653676277,Procedure,0.999805964365,Procedure,"Jaro, Logistic_OvR, DeepNN",3,1,1,1,0.836486546881,greater_than,insert,pump,picc
226,1573,ELECTRODE ECG FOAM  INF.,electrode electrocardiogram foam infusion,Supply,RETROSPECTIVE,12/07/2016,inf.,foam,electrode,electrocardiogram,Supply,0.87,Supply,0.907649400831,Supply,0.995812450178,Supply,"Jaro, Logistic_OvR, DeepNN",3,1,1,1,0.924487283669,foam,electrode,infusion,ecg
227,2388,HC POTASSIUM  SERUM,potassium serum,Laboratory,RETROSPECTIVE,12/07/2016,potassium,serum, ,,Laboratory,0.96,Laboratory,0.850393348016,Laboratory,0.999784901914,Laboratory,"Jaro, Logistic_OvR, DeepNN",3,1,1,1,0.93672608331,potassium,serum,,
228,3594,63003201 - BUN URINE,blood_urea_nitrogen urine,Laboratory,RETROSPECTIVE,13/07/2016,blood_urea_nitrogen,urine,,,Laboratory,0.75,Laboratory,0.931218537628,Laboratory,0.999909015434,Laboratory,"Jaro, Logistic_OvR, DeepNN",3,1,1,1,0.893709184354,bun,urine,,
229,5357,HC POTASSIUM SERUM PLASMA WB,potassium serum plasma whole_blood,Laboratory,ONLINE,16/09/2016,potassium,plasma,serum,wb,Laboratory,0.92,Laboratory,0.921784198657,Laboratory,0.999848446305,Laboratory,"Jaro, Logistic_OvR, DeepNN",3,1,1,1,0.947210881654,potassium,plasma,serum,wb
230,3491,13754012 - MONTELUKAST SODIUM TABLET 10MG,montelukast sodium tablet 10_mg,Pharmacy,RETROSPECTIVE,13/07/2016,montelukast,10_mg,tablet,sodium,Pharmacy,0.74,Pharmacy,0.970392816178,Pharmacy,0.995773120518,Pharmacy,"Jaro, Logistic_OvR, DeepNN",3,1,1,1,0.902055312232,montelukast,10_mg,tablet,sodium
231,3347,HB TUMOR SETUP,tumor setup,Radiology,RETROSPECTIVE,13/07/2016,tumor,setup,,,Procedure,0.76,Radiology,0.552331129475,Supply,0.49928235851,Procedure,Jaro,1,1,0,0,0.253333333333,tumor,setup,,
232,2323,RE-EVALUATION OT,re evaluation occupational_therapy,PT / OT / Speech Therapy,RETROSPECTIVE,12/07/2016,ot,evaluation,,,PT / OT / Speech Therapy,0.95,PT / OT / Speech Therapy,0.891065157767,PT / OT / Speech Therapy,0.99989611114,PT / OT / Speech Therapy,"Jaro, Logistic_OvR, DeepNN",3,1,1,1,0.946987089635,ot,evaluation,,
233,4796,BREAST PUMP,breast pump,Capital Equipment,ONLINE,16/09/2016,pump,breast,,,Capital Equipment,0.74,Capital Equipment,0.654169232074,Capital Equipment,0.569258570381,Capital Equipment,"Jaro, Logistic_OvR, DeepNN",3,1,1,1,0.654475934151,pump,breast,,
234,903,B COMPLEX-VITAMIN C-FOLI,b complex vitamin cap folic,Pharmacy,RETROSPECTIVE,12/07/2016,complex,vitamin,,,Pharmacy,1.0,Pharmacy,0.554934375465,Pharmacy,0.951250407963,Pharmacy,"Jaro, Logistic_OvR, DeepNN",3,1,1,1,0.835394927809,cap,vitamin,,
235,35,HBC IV SINGLE LINE PUMP,hbc intravenous single line pump,Capital Equipment,RETROSPECTIVE,12/07/2016,single,line,intravenous,hbc,Capital Equipment,0.81,Capital Equipment,0.578364004938,Supply,0.611491175016,Capital Equipment,"Jaro, Logistic_OvR",2,1,1,0,0.462788001646,single,line,iv,pump
236,1430,KIT MOUTH CARE,kit mouth care,Supply,RETROSPECTIVE,12/07/2016,care,mouth,kit,,Supply,0.72,Supply,0.884837979975,Supply,0.999850757599,Supply,"Jaro, Logistic_OvR, DeepNN",3,1,1,1,0.868229579191,care,mouth,kit,
237,75,0.9% SODIUM CHLORIDE 0.9 % SOLN,0.9% sodium chloride 0.9% solution,Diluent / Flush / Irrigant,RETROSPECTIVE,12/07/2016,chloride,solution,sodium,,Diluent / Flush / Irrigant,0.95,Diluent / Flush / Irrigant,0.800379221736,Diluent / Flush / Irrigant,0.996086404009,Diluent / Flush / Irrigant,"Jaro, Logistic_OvR, DeepNN",3,1,1,1,0.915488541915,chloride,soln,sodium,
238,2291,VENTILATOR-ADULT SUBSEQ DAY,ventilator adult subsequent day,Respiratory Therapy,RETROSPECTIVE,12/07/2016,ventilator,subseq,adult,day,Respiratory Therapy,0.85,Respiratory Therapy,0.882755211279,Respiratory Therapy,0.998800769538,Respiratory Therapy,"Jaro, Logistic_OvR, DeepNN",3,1,1,1,0.910518660273,ventilator,subseq,adult,day
239,3247,CLIP STANDARD RIGHT ANGEL,clip standard right angle,Supply,RETROSPECTIVE,13/07/2016,right,angel,clip,standard,Capital Equipment,0.74,Supply,0.831144468339,Supply,0.998935205944,Supply,"Logistic_OvR, DeepNN",2,0,1,1,0.610026558094,right,angle,clip,standard
240,5707,NIFEDIPINE 10 MG CAPS,nifedipine 10_mg capsule,Pharmacy,ONLINE,16/09/2016,nifedipine,capsule,10_mg,,Pharmacy,0.72,Pharmacy,0.966504971299,Pharmacy,0.993578563866,Pharmacy,"Jaro, Logistic_OvR, DeepNN",3,1,1,1,0.893361178388,nifedipine,capsule,10_mg,
241,4678,ADMIN SET IV BLD FLD Y 4C8723,administration set intravenous blood fld y 4c8723,Supply,ONLINE,16/09/2016,set,administration,iv,bld,Diluent / Flush / Irrigant,0.7,Supply,0.585004834723,Supply,0.86205135032,Supply,"Logistic_OvR, DeepNN",2,0,1,1,0.482352061681,set,administration,iv,bld
242,1692,HC PHOSPHORUS,phosphorus,Laboratory,RETROSPECTIVE,12/07/2016,phosphorus,,,,Laboratory,0.84,Laboratory,0.838145864243,Laboratory,0.979996923562,Laboratory,"Jaro, Logistic_OvR, DeepNN",3,1,1,1,0.886047595935,phosphorus,,,
243,4475,KCL 20MEQ ST H 2O,potassuim_chloride 20_milliequivalents sterile water,Pharmacy,ONLINE,29/08/2016,h,set,kcl,2o,Pharmacy,0.66,Diluent / Flush / Irrigant,0.774602718683,Diluent / Flush / Irrigant,0.99803606506,Diluent / Flush / Irrigant,"Logistic_OvR, DeepNN",2,0,1,1,0.590879594581,water,20_milliequivalents,sterile,kcl
244,1056,SOD.BICARB INJ VI,sodium bicarb injection vial,Pharmacy,RETROSPECTIVE,12/07/2016,vial,injection,sod.bicarb,,Pharmacy,0.73,Pharmacy,0.667528164024,Diluent / Flush / Irrigant,0.975348027633,Pharmacy,"Jaro, Logistic_OvR",2,1,1,0,0.465842721341,vi,inj,bicarb,sodium
245,906,BUMETANIDE 0.25 MG/ML VI,bumetanide 0.25_mg/ml vial,Pharmacy,RETROSPECTIVE,12/07/2016,vial,bumetanide,0.25mg/ml,,Pharmacy,0.91,Pharmacy,0.954929320824,Pharmacy,0.656832936939,Pharmacy,"Jaro, Logistic_OvR, DeepNN",3,1,1,1,0.840587419254,vi,bumetanide,0.25_mg/ml,
246,303,SODIUM CHLORIDE 0.9% 25ML,sodium chloride 0.9% 25_ml,Diluent / Flush / Irrigant,RETROSPECTIVE,12/07/2016,0.90%,25_ml,chloride,sodium,Diluent / Flush / Irrigant,0.97,Diluent / Flush / Irrigant,0.776127158895,Diluent / Flush / Irrigant,0.999195887318,Diluent / Flush / Irrigant,"Jaro, Logistic_OvR, DeepNN",3,1,1,1,0.915107682071,0.9%,25_ml,chloride,sodium
247,4538,CATH DLYS NIAGARA CRVD 20CM,catheter dialysis niagara curved 20_cm,Supply,ONLINE,30/08/2016,cath,,,,Supply,0.69,Supply,0.893900055804,Supply,0.999541109135,Supply,"Jaro, Logistic_OvR, DeepNN",3,1,1,1,0.86114705498,cath,,,
248,3897,FERROUS SULFATE 325 MG (65 MG IRON) TABLET,ferrous sulfate 325_mg 65_mg iron tablet,Pharmacy,RETROSPECTIVE,13/07/2016,325_mg,tablet,ferrous,iron,Pharmacy,0.87,Pharmacy,0.971232676842,Pharmacy,0.99993156637,Pharmacy,"Jaro, Logistic_OvR, DeepNN",3,1,1,1,0.947054747737,325_mg,tablet,ferrous,iron
249,2895,C - REACTIVE PROTEIN,c-reactive protein,Laboratory,RETROSPECTIVE,13/07/2016,reactive,protein,,,Laboratory,0.98,Laboratory,0.922854387041,Laboratory,0.999853963148,Laboratory,"Jaro, Logistic_OvR, DeepNN",3,1,1,1,0.967569450063,protein,c-reactive,,
250,1361,HB DRESSING FOAM MPLX BORDR W3INX,dressing foam mepilex border w3inx,Supply,RETROSPECTIVE,12/07/2016,w3inx,foam,border,dressing,Supply,0.76,Supply,0.912822201919,Supply,0.999988596797,Supply,"Jaro, Logistic_OvR, DeepNN",3,1,1,1,0.890936932905,mplx,foam,dressing,
251,4097,LIDOCAINE 1% 20 ML INJ,lidocaine 1% 20_ml injection,Pharmacy,RETROSPECTIVE,13/07/2016,injection,1%,lidocaine,20_ml,Pharmacy,0.9,Pharmacy,0.900249882497,Pharmacy,0.955146492159,Pharmacy,"Jaro, Logistic_OvR, DeepNN",3,1,1,1,0.918465458219,inj,1%,lidocaine,20_ml
252,64,PUMP IV BRAIN,pump intravenous brain,Capital Equipment,RETROSPECTIVE,12/07/2016,brain,pump,intravenous,,Capital Equipment,0.83,Capital Equipment,0.776335145981,Capital Equipment,0.953155696067,Capital Equipment,"Jaro, Logistic_OvR, DeepNN",3,1,1,1,0.853163614016,brain,pump,iv,
253,4169,OT EVAL INTERMEDIATE,occupational_therapy evaluation intermediate,PT / OT / Speech Therapy,RETROSPECTIVE,13/07/2016,evaluation,intermediate,occupational_therapy,,PT / OT / Speech Therapy,0.96,PT / OT / Speech Therapy,0.909942571296,PT / OT / Speech Therapy,0.999922749158,PT / OT / Speech Therapy,"Jaro, Logistic_OvR, DeepNN",3,1,1,1,0.956621773485,evaluation,intermediate,ot,
254,5285,HC DEBRIDEMENT OPEN WND FIRST 20 SQCM,debridement open wound first 20 sqcm,Nursing Services,ONLINE,16/09/2016,wnd,first,,,Nursing Services,0.87,Supply,0.672324463169,Supply,0.924631938632,Supply,"Logistic_OvR, DeepNN",2,0,1,1,0.5323188006,wnd,first,,
255,6208,DEXTROSE 5% AND 0.9% NACL,dextrose_5% and 0.9% sodium_chloride,Pharmacy,ONLINE,19/09/2016,dextrose,nacl,,,Pharmacy,0.97,Diluent / Flush / Irrigant,0.681550805385,Diluent / Flush / Irrigant,0.981407240625,Diluent / Flush / Irrigant,"Logistic_OvR, DeepNN",2,0,1,1,0.55431934867,0.9%,dextrose_5%,nacl,
256,4975,DEXTROSE 10% SOLP,dextrose 10% solution,Pharmacy,ONLINE,16/09/2016,dextrose,solution,10%,,Diluent / Flush / Irrigant,0.96,Pharmacy,0.86674369657,Pharmacy,0.765762888659,Pharmacy,"Logistic_OvR, DeepNN",2,0,1,1,0.544168861743,dextrose,solution,10%,
257,1039,PREDNISONE 5MG-20MG TAB,prednisone 5_mg 20_mg tablet,Pharmacy,RETROSPECTIVE,12/07/2016,20_mg,5_mg,prednisone,tablet,Pharmacy,0.93,Pharmacy,0.940818338376,Pharmacy,0.993643705347,Pharmacy,"Jaro, Logistic_OvR, DeepNN",3,1,1,1,0.954820681241,20_mg,5_mg,prednisone,tab
258,4390,PHYS HOSP DISCHARGE DAY >30MIN,physician hospital discharge day greater_than 30min,Professional Fee,ONLINE,24/08/2016,greater_than,day,,,Nursing Services,0.72,Respiratory Therapy,0.405377269126,Other,0.356530686403,Nursing Services,Jaro,1,1,0,0,0.24,greater_than,30min,day,
259,4762,BILIRUBIN DIR,bilirubin direct,Laboratory,ONLINE,16/09/2016,bilirubin,dir,,,Laboratory,0.93,Laboratory,0.944176420103,Laboratory,0.997856387106,Laboratory,"Jaro, Logistic_OvR, DeepNN",3,1,1,1,0.95734426907,bilirubin,direct,,
