Unnamed: 0,DESC_ID,ORIG_DESC,NORM_DESC,CHRG_CLS,FLAG,CREATE_DT,FTR1,FTR2,FTR3,FTR4,Predicted_Class_Jaro,Prob_Jaro,Predicted_Class_Logistic_OvR,Prob_Logistic_OvR,Predicted_Class_DeepNN,Prob_DeepNN,Voted Output,Voting Algorithm,Sum Correct,Correct_Jaro,Correct_Logistic_OvR,Correct_DeepNN,Confidence Score,Feature 1,Feature 2,Feature 3,Feature 4,Match,kind of voting
166,5718,NYSTATIN 100 000 UNITS/G OINT 15 G TUBE,nystatin 100 000_units/g ointment 15 g tube,Pharmacy,ONLINE,16/09/2016,oint,tube,,,Pharmacy,0.89,Pharmacy,0.531637084461,Pharmacy,0.956312460559,Pharmacy,"Jaro, Logistic, DeepNN",3,1,1,1,0.79264984834,nystatin,oint,tube,,1,all agree
167,2730,58119000 - BIPAP/CPAP SET UP,bipap/continuous_positive_airway_pressure set up,Respiratory Therapy,RETROSPECTIVE,13/07/2016,set,continuous_positive_airway_pressure,bipap,,Laboratory,0.72,Supply,0.666026229904,Supply,0.999751565944,Supply,"Logistic, DeepNN",2,0,1,1,0.555259265283,set,continuous_positive_airway_pressure,bipap,,0,jaro disagree
168,145,HEPARIN 100 UT/ML  3 ML SYRINGE-HEPARIN LOCK SYRINGE 100 UT/ML  3 M,heparin 100_units/ml 3_ml syringe heparin lock syringe 100_units/ml 3 m,Diluent / Flush / Irrigant,RETROSPECTIVE,12/07/2016,heparin,syringe,3_ml,lock,Diluent / Flush / Irrigant,0.76,Diluent / Flush / Irrigant,0.947179607144,Diluent / Flush / Irrigant,0.999738485342,Diluent / Flush / Irrigant,"Jaro, Logistic, DeepNN",3,1,1,1,0.902306030829,heparin,syringe,3_ml,lock,1,all agree
169,5618,LORAZEPAM 2 MG/ML CONC 30 ML BOTTLE,lorazepam 2_mg/ml concentrate 30_ml bottle,Pharmacy,ONLINE,16/09/2016,lorazepam,concentrate,30_ml,bottle,Pharmacy,0.89,Pharmacy,0.963407782028,Pharmacy,0.999868906852,Pharmacy,"Jaro, Logistic, DeepNN",3,1,1,1,0.951092229627,lorazepam,30_ml,bottle,,1,all agree
170,690,CONT OXIMETRY MONITORING,continuous oximetry monitoring,Monitoring,RETROSPECTIVE,12/07/2016,oximetry,continuous,monitoring,,Monitoring,0.91,Monitoring,0.912524046671,Monitoring,0.999973440385,Monitoring,"Jaro, Logistic, DeepNN",3,1,1,1,0.940832495685,oximetry,continuous,monitoring,,1,all agree
171,2488,INSULIN GLARGINE 100 UNI,insulin glargine 100_units,Pharmacy,RETROSPECTIVE,12/07/2016,100_units,insulin,glargine,,Pharmacy,0.95,Pharmacy,0.872838479739,Pharmacy,0.998669736553,Pharmacy,"Jaro, Logistic, DeepNN",3,1,1,1,0.940502738764,100_units,insulin,glargine,,1,all agree
172,5658,MIDAZOLAM 2 MG/2ML SOLN,midazolam 2_mg/2_ml solution,Pharmacy,ONLINE,16/09/2016,soln,midazolam,2_mg/2_ml,,Pharmacy,0.95,Pharmacy,0.979359495455,Pharmacy,0.9999642138,Pharmacy,"Jaro, Logistic, DeepNN",3,1,1,1,0.976441236418,soln,midazolam,2_mg/2_ml,,1,all agree
173,2228,HC ROOM CHARGE MEDICAL SURGICAL,room charge medical surgical,Room and Board,RETROSPECTIVE,12/07/2016,medical,charge,room,surgical,Laboratory,0.73,Room and Board,0.651889138292,Room and Board,0.51271587281,Room and Board,"Logistic, DeepNN",2,0,1,1,0.388201670367,medical,charge,room,surgical,1,jaro disagree
174,2168,ESOMEPRAZOLE 40MG PWD PKT ORAL,esomeprazole 40_mg powder packet oral,Pharmacy,RETROSPECTIVE,12/07/2016,oral,pkt,,,Pharmacy,0.86,Pharmacy,0.894299657375,Pharmacy,0.998409886573,Pharmacy,"Jaro, Logistic, DeepNN",3,1,1,1,0.917569847983,packet,oral,powder,40_mg,1,all agree
175,2696,14382121 - PHARMACY TDM COMP CONSULT,pharmacy tdm compounding consult,Pharmacy,RETROSPECTIVE,13/07/2016,compressors,consult,tdm,pharmacy,Professional Fee,0.84,Room and Board,0.176821243842,Pharmacy,0.428277634917,Professional Fee,Jaro,1,1,0,0,0.28,compounding,consult,tdm,pharmacy,0,all disagree
176,5283,HC CVP 2 LUMEN SAFETY CVP,central_venous_pressure 2 lumen safety central_venous_pressure,Supply,ONLINE,16/09/2016,safety,cvp,lumen,,Laboratory,0.69,Supply,0.617462561354,Supply,0.960064574534,Supply,"Logistic, DeepNN",2,0,1,1,0.525842378629,safety,cvp,lumen,,1,jaro disagree
177,6055,TISSUE EXAM PATHOLOGIST LEVEL5,tissue examination pathologist level5,Laboratory,ONLINE,16/09/2016,pathologist,tissue,exam,level5,Laboratory,0.98,Laboratory,0.721444468116,Laboratory,0.998308290301,Laboratory,"Jaro, Logistic, DeepNN",3,1,1,1,0.899917586139,pathologist,tissue,exam,level5,1,all agree
178,1824,DEX 5% IV 500ML,dextrose 5% intravenous 500_ml,Diluent / Flush / Irrigant,RETROSPECTIVE,12/07/2016,5%,dex,iv,500_ml,Diluent / Flush / Irrigant,0.81,Diluent / Flush / Irrigant,0.6625284342,Diluent / Flush / Irrigant,0.973020685152,Diluent / Flush / Irrigant,"Jaro, Logistic, DeepNN",3,1,1,1,0.815183039784,5%,dex,iv,500_ml,1,all agree
179,1850,LACTATED RINGERS SOLN,lactated ringers solution,Pharmacy,RETROSPECTIVE,12/07/2016,ringers,lactated,soln,,Pharmacy,0.95,Diluent / Flush / Irrigant,0.42339104111,Diluent / Flush / Irrigant,0.879996203813,Diluent / Flush / Irrigant,"Logistic, DeepNN",2,0,1,1,0.434462414974,ringers,lactated,soln,,0,jaro disagree
180,2020,HEHOGLOBIN,hemoglobin,Laboratory,RETROSPECTIVE,12/07/2016,hehoglobin,,,,Laboratory,0.93,Laboratory,0.87050661313,Laboratory,0.99980494309,Laboratory,"Jaro, Logistic, DeepNN",3,1,1,1,0.933437185407,hemoglobin,,,,1,all agree
181,4859,CEFTAZIDIME 2 G SOLR 1 EACH VIAL,ceftazidime 2 g solution 1 each vial,Pharmacy,ONLINE,16/09/2016,vial,ceftazidime,solution,g,Pharmacy,0.93,Pharmacy,0.942587362562,Pharmacy,0.997919388079,Pharmacy,"Jaro, Logistic, DeepNN",3,1,1,1,0.956835583547,vial,ceftazidime,solution,g,1,all agree
182,2962,DRILL BIT/BLADE LVL3,drill bit/blade level 3,Supply,RETROSPECTIVE,13/07/2016,lvl3,bit,blade,drill,Supply,0.96,Supply,0.880411027497,Supply,0.975335039447,Supply,"Jaro, Logistic, DeepNN",3,1,1,1,0.938582022314,bit,blade,drill,level,1,all agree
183,3728,ACETAZOLAMIDE SODIUM 500 MG-,acetazolamide sodium 500_mg,Pharmacy,RETROSPECTIVE,13/07/2016,500_mg,acetazolamide,sodium,,Pharmacy,0.85,Pharmacy,0.943178609728,Pharmacy,0.99942545918,Pharmacy,"Jaro, Logistic, DeepNN",3,1,1,1,0.930868022969,500_mg,acetazolamide,sodium,,1,all agree
184,2796,70046000 - 046 DRUG SCREEN URINE,drug screen urine,Laboratory,RETROSPECTIVE,13/07/2016,screen,urine,drug,,Laboratory,0.75,Laboratory,0.908911907749,Laboratory,0.99912056506,Laboratory,"Jaro, Logistic, DeepNN",3,1,1,1,0.88601082427,screen,urine,drug,,1,all agree
185,2734,58341000 - RESPIRATORY WEANING MECHANICS,respiratory weaning mechanics,Respiratory Therapy,RETROSPECTIVE,13/07/2016,mechanics,respiratory,weaning,,Respiratory Therapy,0.79,Respiratory Therapy,0.448048173723,Laboratory,0.474719465377,Respiratory Therapy,"Jaro, Logistic",2,1,1,0,0.412682724574,mechanics,respiratory,weaning,,1,deepnn disagree
186,2892,BLOOD GAS W CALC 02 SAT,blood_gas with calculated oxygen saturation,Laboratory,RETROSPECTIVE,13/07/2016,saturation,calc,gas,blood,Laboratory,0.86,Monitoring,0.491464747611,Monitoring,0.764073945519,Monitoring,"Logistic, DeepNN",2,0,1,1,0.41851289771,calculated,sat,oxygen,blood_gas,0,jaro disagree
187,4281,SYR SALINE 10ML REG PR FILL,syringe saline 10_ml regular pressure fill,Supply,RETROSPECTIVE,13/07/2016,syringe,saline,regular,10_ml,Supply,0.73,Supply,0.535218205146,Diluent / Flush / Irrigant,0.857831988358,Supply,"Jaro, Logistic",2,1,1,0,0.421739401715,syr,saline,reg,10_ml,1,deepnn disagree
188,5965,SODIUM CHLORIDE 0.9% SOLP 100 ML BAG,sodium_chloride 0.9% solution 100_ml bag,Diluent / Flush / Irrigant,ONLINE,16/09/2016,100_ml,bag,chloride,solution,Diluent / Flush / Irrigant,0.97,Diluent / Flush / Irrigant,0.853745609881,Diluent / Flush / Irrigant,0.993610285958,Diluent / Flush / Irrigant,"Jaro, Logistic, DeepNN",3,1,1,1,0.939118631946,100_ml,bag,solution,sodium_chloride,1,all agree
189,5415,HC US GUIDE VASCU ACCESS,ultrasound guide vascular access,Radiology,ONLINE,16/09/2016,access,us,guide,vascular,Radiology,0.83,Radiology,0.836068423734,Radiology,0.999091093782,Radiology,"Jaro, Logistic, DeepNN",3,1,1,1,0.888386505839,access,us,guide,vascular,1,all agree
190,6074,TRANSFUSION PROCEDURE,transfusion procedure,Nursing Services,ONLINE,16/09/2016,transfusion,procedure,,,Laboratory,0.81,Laboratory,0.49586702826,Laboratory,0.960988547996,Laboratory,"Jaro, Logistic, DeepNN",3,1,1,1,0.755618525419,transfusion,procedure,,,0,all agree
191,5710,NITROGLYCERIN 2% OINT 1 G,nitroglycerin 2% ointment 1 g,Pharmacy,ONLINE,16/09/2016,2%,oint,nitroglycerin,g,Pharmacy,0.76,Pharmacy,0.712654322989,Pharmacy,0.990567157907,Pharmacy,"Jaro, Logistic, DeepNN",3,1,1,1,0.821073826965,2%,oint,nitroglycerin,g,1,all agree
192,932,DEXTROSE/TROPHAMINE BAG LINE,dextrose/trophamine bag line,Pharmacy,RETROSPECTIVE,12/07/2016,bag,line,dextrose,trophamine,Diluent / Flush / Irrigant,0.77,Supply,0.646425190146,Diluent / Flush / Irrigant,0.923621019665,Diluent / Flush / Irrigant,"Jaro, DeepNN",2,1,0,1,0.564540339888,trophamine,line,dextrose,bag,0,logistic disagree
193,4756,BENZODIAZEPINESI-,benzodiazepines,Laboratory,ONLINE,16/09/2016,benzodiazepinesi,,,,Laboratory,0.75,Pharmacy,0.761062960845,Pharmacy,0.98969516379,Pharmacy,"Logistic, DeepNN",2,0,1,1,0.583586041545,benzodiazepines,,,,0,jaro disagree
194,2558,MAGNESIUM CITRATE SOLN 300ML,magnesium citrate solution 300_ml,Pharmacy,RETROSPECTIVE,12/07/2016,300_ml,soln,magnesium,,Pharmacy,0.86,Pharmacy,0.845290149229,Pharmacy,0.99710742694,Pharmacy,"Jaro, Logistic, DeepNN",3,1,1,1,0.900799192056,300_ml,soln,magnesium,citrate,1,all agree
195,3668,77058113 - SLEEVE COMPRESSION REGULAR,sleeve compression regular,Supply,RETROSPECTIVE,13/07/2016,regular,compression,sleeve,,Supply,0.81,Supply,0.860720541252,Supply,0.981820802714,Supply,"Jaro, Logistic, DeepNN",3,1,1,1,0.884180447989,regular,compression,sleeve,,1,all agree
196,4762,BILIRUBIN DIR,bilirubin direct,Laboratory,ONLINE,16/09/2016,bilirubin,dir,,,Laboratory,0.93,Laboratory,0.947387864166,Laboratory,0.999759334217,Laboratory,"Jaro, Logistic, DeepNN",3,1,1,1,0.959049066128,bilirubin,direct,,,1,all agree
197,1743,WATER ST 1L INJ,water sterile 1l injection,Diluent / Flush / Irrigant,RETROSPECTIVE,12/07/2016,water,injection,sterile,1l,Diluent / Flush / Irrigant,0.82,Diluent / Flush / Irrigant,0.734257921194,Diluent / Flush / Irrigant,0.995449522301,Diluent / Flush / Irrigant,"Jaro, Logistic, DeepNN",3,1,1,1,0.849902481165,water,inj,sterile,1l,1,all agree
198,5478,HCHG SENSITIVITY MIC HCHG SENSITIVITY MIC,sensitivity minimal_inhibitory_concentration,Laboratory,ONLINE,16/09/2016,hchg,mic,sensitivity,,Laboratory,0.69,Laboratory,0.931875431055,Laboratory,0.999588406283,Laboratory,"Jaro, Logistic, DeepNN",3,1,1,1,0.873821279113,minimal_inhibitory_concentration,sensitivity,,,1,all agree
199,6145,WHO CUSTOM,who custom,Supply,ONLINE,16/09/2016,custom,,,,Laboratory,0.76,Supply,0.914558276415,Supply,0.994780380359,Supply,"Logistic, DeepNN",2,0,1,1,0.636446218925,custom,,,,1,jaro disagree
200,138,HEPARIN 10 UNITS/ML INJ (10ML),heparin 10_units/ml injection 10_ml,Diluent / Flush / Irrigant,RETROSPECTIVE,12/07/2016,heparin,injection,10_ml,10_units/ml,Diluent / Flush / Irrigant,0.97,Diluent / Flush / Irrigant,0.795115956469,Diluent / Flush / Irrigant,0.998296422455,Diluent / Flush / Irrigant,"Jaro, Logistic, DeepNN",3,1,1,1,0.921137459641,heparin,inj,10_ml,10_units/ml,1,all agree
201,1675,COMPLEX SPEC STN (QOVAP),complex specimen stain qovap,Laboratory,RETROSPECTIVE,12/07/2016,qovap,specimen,complex,stain,Pharmacy,0.73,Laboratory,0.921920089095,Laboratory,0.999917324074,Laboratory,"Logistic, DeepNN",2,0,1,1,0.640612471056,qovap,spec,complex,stn,1,jaro disagree
202,5263,HC CO2 EXPIRED GAS DETRMN INFRARD,carbon_dioxide expired gas determination infrared,Monitoring,ONLINE,16/09/2016,gas,expired,co2,,Monitoring,0.85,Monitoring,0.674132107841,Monitoring,0.97491266046,Monitoring,"Jaro, Logistic, DeepNN",3,1,1,1,0.833014922767,gas,co2,,,1,all agree
203,2111,RED BLOOD CELLS LEUKO RED-CKBC,red blood cells leukocyte red ckbc,Blood Products,RETROSPECTIVE,12/07/2016,blood,red,,,Blood Products,0.95,Laboratory,0.577508026943,Blood Products,0.691629481938,Blood Products,"Jaro, DeepNN",2,1,0,1,0.547209827313,cells,blood,,,1,logistic disagree
204,4267,SORE THROAT SPRAY 180 ML B,sore throat spray 180_ml b,Supply,RETROSPECTIVE,13/07/2016,throat,sore,spray,b,Laboratory,0.7,Supply,0.610002748706,Pharmacy,0.665312775123,Laboratory,Jaro,1,1,0,0,0.233333333333,spray,,,,0,all disagree
205,6052,THYROXINE FR,thyroxine free,Laboratory,ONLINE,16/09/2016,fr,thyroxine,,,Laboratory,0.73,Laboratory,0.75362584083,Laboratory,0.990318217746,Laboratory,"Jaro, Logistic, DeepNN",3,1,1,1,0.824648019525,thyroxine,free,,,1,all agree
206,4408,SET RADIAL ARTERY CATH 20GA,set radial artery catheter 20_gauge,Supply,ONLINE,24/08/2016,cath,set,,,Supply,0.69,Supply,0.843619021206,Supply,0.999883270545,Supply,"Jaro, Logistic, DeepNN",3,1,1,1,0.844500763917,cath,set,,,1,all agree
207,308,SODIUM CHLORIDE 0.9% FLU,sodium chloride 0.9% flush,Diluent / Flush / Irrigant,RETROSPECTIVE,12/07/2016,0.90%,flush,chloride,sodium,Diluent / Flush / Irrigant,0.95,Diluent / Flush / Irrigant,0.889346960579,Diluent / Flush / Irrigant,0.999874566108,Diluent / Flush / Irrigant,"Jaro, Logistic, DeepNN",3,1,1,1,0.946407175563,0.9%,flu,chloride,sodium,1,all agree
208,3998,HB POC BEDSIDE TESTING-GLUCOSE,point_of_care bedside testing glucose,Monitoring,RETROSPECTIVE,13/07/2016,bedside,poc,testing,glucose,Monitoring,0.75,Monitoring,0.948913697498,Monitoring,0.999979590284,Monitoring,"Jaro, Logistic, DeepNN",3,1,1,1,0.899631095927,bedside,poc,testing,glucose,1,all agree
209,5780,PANTOPRAZOLE 4 MG/ML SOLR 1 EACH VIAL,pantoprazole 4_mg/ml solution 1 each vial,Pharmacy,ONLINE,16/09/2016,vial,pantoprazole,4_mg/ml,solution,Pharmacy,0.9,Pharmacy,0.964577357873,Pharmacy,0.999702337331,Pharmacy,"Jaro, Logistic, DeepNN",3,1,1,1,0.954759898401,vial,pantoprazole,4_mg/ml,solution,1,all agree
210,1619,GLUC BLOOD TEST BY,glucose blood test by,Monitoring,RETROSPECTIVE,12/07/2016,test,bay,blood,glucose,Monitoring,0.85,Laboratory,0.587459017722,Laboratory,0.992562909156,Laboratory,"Logistic, DeepNN",2,0,1,1,0.526673975626,test,blood,gluc,,0,jaro disagree
211,5888,RBC ANTIBODY SCREEN,red_blood_cell antibody screen,Laboratory,ONLINE,16/09/2016,rbc,screen,antibody,,Laboratory,0.89,Laboratory,0.846906444725,Laboratory,0.982791875779,Laboratory,"Jaro, Logistic, DeepNN",3,1,1,1,0.906566106835,rbc,screen,antibody,,1,all agree
212,3282,HB EMLA 30G,emla 30_grams,Pharmacy,RETROSPECTIVE,13/07/2016,30_gm,emla,,,Nursing Services,0.69,Pharmacy,0.844746777068,Pharmacy,0.988300525959,Pharmacy,"Logistic, DeepNN",2,0,1,1,0.611015767676,emla,30_grams,,,1,jaro disagree
213,4037,HYDRALAZNE 20MG INJ,hydralazine 20_mg injection,Pharmacy,RETROSPECTIVE,13/07/2016,injection,20_mg,hydralazine,,Pharmacy,0.89,Pharmacy,0.961084160377,Pharmacy,0.999928668162,Pharmacy,"Jaro, Logistic, DeepNN",3,1,1,1,0.950337609513,inj,20_mg,hydralazine,,1,all agree
214,184,HEPARIN SOD 10U/ML 5ML VIA,heparin sodium 10_units/ml 5_ml vial,Diluent / Flush / Irrigant,RETROSPECTIVE,12/07/2016,heparin,5_ml,via,sodium,Diluent / Flush / Irrigant,0.87,Diluent / Flush / Irrigant,0.772887393334,Diluent / Flush / Irrigant,0.980334445344,Diluent / Flush / Irrigant,"Jaro, Logistic, DeepNN",3,1,1,1,0.87440727956,heparin,vial,5_ml,sodium,1,all agree
215,3463,12858252 - HYDROCODONE/ACETAMIN 5/325 TAB,hydrocodone/acetamin 5/325 tablet,Pharmacy,RETROSPECTIVE,13/07/2016,5/325,hydrocodone,acetamin,tablet,Pharmacy,0.83,Pharmacy,0.94994280207,Pharmacy,0.999976658991,Pharmacy,"Jaro, Logistic, DeepNN",3,1,1,1,0.926639820354,5/325,hydrocodone,acetamin,tab,1,all agree
216,3177,STAPLER LINEAR PROX VASC 3,stapler linear proximate vascular 3,Supply,RETROSPECTIVE,13/07/2016,vasc,stapler,linear,prox,Supply,0.79,Supply,0.506260300013,Supply,0.527437172752,Supply,"Jaro, Logistic, DeepNN",3,1,1,1,0.607899157588,stapler,linear,proximate,vascular,1,all agree
217,1029,OMEPRAZOLE SUSP 10ML 20 MG/10ML #SUS,omeprazole suspension 10_ml 20_mg/10_ml sustainability,Pharmacy,RETROSPECTIVE,12/07/2016,suspension,10_ml,omeprazole,sustainability,Pharmacy,0.82,Pharmacy,0.943187378075,Pharmacy,0.999831681418,Pharmacy,"Jaro, Logistic, DeepNN",3,1,1,1,0.921006353164,susp,10_ml,omeprazole,,1,all agree
218,4827,CAMERA COVER,camera cover,Supply,ONLINE,16/09/2016,camera,cover,,,Supply,0.72,Supply,0.752294065265,Supply,0.807867425501,Supply,"Jaro, Logistic, DeepNN",3,1,1,1,0.760053830255,camera,cover,,,1,all agree
219,1097,NICU ACUITY IV,neonatal_intensive_care_unit acuity intravenous,Room and Board,RETROSPECTIVE,12/07/2016,intravenous,NICU,acuity,,Nursing Services,0.69,Room and Board,0.356750895241,Room and Board,0.504869642525,Room and Board,"Logistic, DeepNN",2,0,1,1,0.287206845922,iv,nicu,acuity,,1,jaro disagree
220,3729,ACID FAST CULTURE,acid fast culture,Laboratory,RETROSPECTIVE,13/07/2016,culture,acid,fast,,Laboratory,0.76,Laboratory,0.949731775453,Laboratory,0.999757283281,Laboratory,"Jaro, Logistic, DeepNN",3,1,1,1,0.903163019578,culture,acid,fast,,1,all agree
221,1392,HB WALL SUCTION UNITS,wall suction unit,Supply,RETROSPECTIVE,12/07/2016,wall,units,suction,,Supply,0.98,Supply,0.831962723238,Supply,0.999680024175,Supply,"Jaro, Logistic, DeepNN",3,1,1,1,0.937214249138,wall,suction,unit,,1,all agree
222,1213,O2,oxygen,Respiratory Therapy,RETROSPECTIVE,12/07/2016,oxygen,,,,Respiratory Therapy,0.76,Respiratory Therapy,0.610775798027,Respiratory Therapy,0.602723263471,Respiratory Therapy,"Jaro, Logistic, DeepNN",3,1,1,1,0.657833020499,o2,,,,1,all agree
223,609,LAB-IONIZED CA (WHOLE BLOOD),laboratory ionized calcium whole blood,Laboratory,RETROSPECTIVE,12/07/2016,laboratory,ionized,whole,blood,Laboratory,0.9,Laboratory,0.946899856309,Laboratory,0.999933978443,Laboratory,"Jaro, Logistic, DeepNN",3,1,1,1,0.948944611584,laboratory,ionized,whole,blood,1,all agree
224,5481,HCHG SUGARS MULTIPLE QUANT HCHG SUGARS MULTIPLE QUANT,sugars multiple quantitative,Laboratory,ONLINE,16/09/2016,quant,multiple,,,Respiratory Therapy,0.7,Laboratory,0.953832752217,Laboratory,0.999815391492,Laboratory,"Logistic, DeepNN",2,0,1,1,0.651216047903,quant,sugars,multiple,,1,jaro disagree
225,3028,INVASIVE MONIT ANES 3 SITE,invasive monitoring anesthesia 3 site,OR / Anesthesia / Recovery Room,RETROSPECTIVE,13/07/2016,invasive,monitoring,anesthesia,site,OR / Anesthesia / Recovery Room,0.74,OR / Anesthesia / Recovery Room,0.583299228917,OR / Anesthesia / Recovery Room,0.996301200078,OR / Anesthesia / Recovery Room,"Jaro, Logistic, DeepNN",3,1,1,1,0.773200142998,invasive,monit,anesthesia,site,1,all agree
226,3681,77078733 - TUBE TRACH 8.0 XLT CUFF DIS,tube tracheotomy 8 xlt cuff dis,Supply,RETROSPECTIVE,13/07/2016,tube,,,,Supply,0.83,Supply,0.77800743877,Supply,0.997613214235,Supply,"Jaro, Logistic, DeepNN",3,1,1,1,0.868540217668,tube,cuff,,,1,all agree
227,3586,60615000 - GLUCOSE VL STATISTIC,glucose vial statistic,Laboratory,RETROSPECTIVE,13/07/2016,vial,statistic,glucose,,Laboratory,0.9,Monitoring,0.703253787917,Laboratory,0.826345608189,Laboratory,"Jaro, DeepNN",2,1,0,1,0.575448536063,vial,statistic,glucose,,1,logistic disagree
228,4682,AHG (COOMBS) TEST,ahg coombs test,Laboratory,ONLINE,16/09/2016,test,coombs,ahg,,Laboratory,0.73,Laboratory,0.920148840816,Laboratory,0.999697258515,Laboratory,"Jaro, Logistic, DeepNN",3,1,1,1,0.88328203311,test,coombs,ahg,,1,all agree
229,4051,INFLUENZA B  AG  IF,influenza b ag if,Laboratory,RETROSPECTIVE,13/07/2016,influenza,b,ag,,Laboratory,0.95,Laboratory,0.492068740959,Pharmacy,0.50331292943,Laboratory,"Jaro, Logistic",2,1,1,0,0.48068958032,influenza,b,ag,,1,deepnn disagree
230,2324,LACTOBACILLUS RHAMNOSUS (G,lactobacillus rhamnosus gram,Pharmacy,RETROSPECTIVE,12/07/2016,gas,lactobacillus,rhamnosus,,Pharmacy,0.74,Pharmacy,0.521721310344,Pharmacy,0.980536525523,Pharmacy,"Jaro, Logistic, DeepNN",3,1,1,1,0.747419278622,gram,lactobacillus,rhamnosus,,1,all agree
231,4413,THER EXERCISE EA 15 MIN,therapeutic exercise each 15_minutes,PT / OT / Speech Therapy,ONLINE,24/08/2016,ther,min,exercise,,PT / OT / Speech Therapy,0.95,PT / OT / Speech Therapy,0.898904293281,PT / OT / Speech Therapy,0.991367170006,PT / OT / Speech Therapy,"Jaro, Logistic, DeepNN",3,1,1,1,0.946757154429,15_minutes,exercise,therapeutic,,1,all agree
232,2323,RE-EVALUATION OT,re evaluation occupational_therapy,PT / OT / Speech Therapy,RETROSPECTIVE,12/07/2016,ot,evaluation,,,PT / OT / Speech Therapy,0.95,PT / OT / Speech Therapy,0.884813617194,PT / OT / Speech Therapy,0.999855147838,PT / OT / Speech Therapy,"Jaro, Logistic, DeepNN",3,1,1,1,0.944889588344,ot,evaluation,,,1,all agree
233,4796,BREAST PUMP,breast pump,Capital Equipment,ONLINE,16/09/2016,pump,breast,,,Capital Equipment,0.74,Capital Equipment,0.664784391856,Capital Equipment,0.9755701302,Capital Equipment,"Jaro, Logistic, DeepNN",3,1,1,1,0.793451507352,pump,breast,,,1,all agree
234,2602,HC TRANSFUSION BLD/BLD COMPONENTS,transfusion blood/blood components,Nursing Services,RETROSPECTIVE,12/07/2016,transfusion,blood,components,,Nursing Services,0.81,Laboratory,0.612701016814,Laboratory,0.911103313784,Laboratory,"Logistic, DeepNN",2,0,1,1,0.507934776866,transfusion,blood,components,,0,jaro disagree
235,35,HBC IV SINGLE LINE PUMP,hbc intravenous single line pump,Capital Equipment,RETROSPECTIVE,12/07/2016,single,line,intravenous,hbc,Capital Equipment,0.81,Capital Equipment,0.586674968667,Capital Equipment,0.850792283187,Capital Equipment,"Jaro, Logistic, DeepNN",3,1,1,1,0.749155750618,single,line,iv,pump,1,all agree
236,3959,HB DIPHENHYDRAMINE HCL 50MG/ML 1M,diphenhydramine hydrochloride 50_mg/ml 1m,Pharmacy,RETROSPECTIVE,13/07/2016,diphenhydramine,1m,50_mg/ml,hydrochloride,Pharmacy,0.89,Pharmacy,0.941069811411,Pharmacy,0.999985718286,Pharmacy,"Jaro, Logistic, DeepNN",3,1,1,1,0.943685176566,diphenhydramine,1m,50_mg/ml,hydrochloride,1,all agree
237,342,STERILE WATER QS BASE,sterile water quantity_sufficient base,Diluent / Flush / Irrigant,RETROSPECTIVE,12/07/2016,water,sterile,qs,base,Diluent / Flush / Irrigant,0.89,Diluent / Flush / Irrigant,0.715895563541,Diluent / Flush / Irrigant,0.969947564426,Diluent / Flush / Irrigant,"Jaro, Logistic, DeepNN",3,1,1,1,0.858614375989,water,sterile,qs,base,1,all agree
238,2291,VENTILATOR-ADULT SUBSEQ DAY,ventilator adult subsequent day,Respiratory Therapy,RETROSPECTIVE,12/07/2016,ventilator,subseq,adult,day,Respiratory Therapy,0.85,Respiratory Therapy,0.883100187063,Respiratory Therapy,0.999359058732,Respiratory Therapy,"Jaro, Logistic, DeepNN",3,1,1,1,0.910819748598,ventilator,subseq,adult,day,1,all agree
239,2908,CATH IV MIDLINE BKIT 20GAX10 PWRGLIDE GEN 2,catheter intravenous midline bkit 20gauge x 10 powerglide general 2,Supply,RETROSPECTIVE,13/07/2016,catheter,intravenous,general,,Supply,0.95,Supply,0.856942691795,Supply,0.999963683623,Supply,"Jaro, Logistic, DeepNN",3,1,1,1,0.935635458473,cath,iv,gen,,1,all agree
240,4927,CT ABD AND PELVIS W CONT,computed_tomography abdomen and pelvis with continuous,Radiology,ONLINE,16/09/2016,ct,continuous,abd,pelvis,Radiology,0.85,Radiology,0.904473563585,Radiology,0.99953018766,Radiology,"Jaro, Logistic, DeepNN",3,1,1,1,0.918001250415,ct,continuous,abd,pelvis,1,all agree
241,5903,ROCURONIUM 10 MG/ML SOLN,rocuronium 10_mg/ml solution,Pharmacy,ONLINE,16/09/2016,rocuronium,soln,10_mg/ml,,Pharmacy,0.98,Pharmacy,0.979528042417,Pharmacy,0.999818917775,Pharmacy,"Jaro, Logistic, DeepNN",3,1,1,1,0.986448986731,rocuronium,soln,10_mg/ml,,1,all agree
242,1234,OXYGEN THERAPY,oxygen therapy,Respiratory Therapy,RETROSPECTIVE,12/07/2016,therapy,oxygen,,,Respiratory Therapy,0.86,Respiratory Therapy,0.868918838402,Respiratory Therapy,0.97376207106,Respiratory Therapy,"Jaro, Logistic, DeepNN",3,1,1,1,0.900893636487,therapy,oxygen,,,1,all agree
243,1367,HB GLYCERIN (PEDIATRIC) 1.2 GM RE SUPP,glycerin pediatric 1.2_gm re suppository,Supply,RETROSPECTIVE,12/07/2016,suppository,glycerin,pediatric,,Supply,0.94,Supply,0.562232755274,Pharmacy,0.522110623268,Supply,"Jaro, Logistic",2,1,1,0,0.500744251758,supp,glycerin,1.2_gm,pediatric,1,deepnn disagree
