,DESC_ID,ORIG_DESC,NORM_DESC,CHRG_CLS,FLAG,CREATE_DT,FTR1,FTR2,FTR3,FTR4,Predicted_Class_Logistic_OvR,Prob_Logistic_OvR,Voted Output,Voting Algorithm,Sum Correct,Correct_Logistic_OvR,Confidence Score,Feature 1,Feature 2,Feature 3,Feature 4
355,25,H PUMP INFUSION DAILY,pump infusion daily,Capital Equipment,RETROSPECTIVE,12/07/2016,pump,infusion,daily,,Capital Equipment,0.870232477929,Capital Equipment,Logistic_OvR,1,1,0.870232477929,pump,infusion,daily,
356,2361,ACETAMINOPHEN 325 MG TAB,acetaminophen 325_mg tablet,Pharmacy,RETROSPECTIVE,12/07/2016,325_mg,tab,acetaminophen,,Pharmacy,0.96864247171,Pharmacy,Logistic_OvR,1,1,0.96864247171,325_mg,tab,acetaminophen,
357,414,HC NITRIC OXIDE USE HOURLY,nitric oxide use hourly,Plan Benefit,RETROSPECTIVE,12/07/2016,hourly,oxide,use,nitric,Plan Benefit,0.869664108436,Plan Benefit,Logistic_OvR,1,1,0.869664108436,hourly,oxide,use,nitric
358,4390,PHYS HOSP DISCHARGE DAY >30MIN,physician hospital discharge day greater_than 30min,Professional Fee,ONLINE,24/08/2016,greater_than,day,,,Respiratory Therapy,0.386284977658,Respiratory Therapy,Logistic_OvR,1,1,0.386284977658,greater_than,30min,day,
359,1799,ALBUTEROL SULFATE 0.083% INTERMITTENT I,albuterol sulfate 0.083% intermittent i,Pharmacy,RETROSPECTIVE,12/07/2016,0.08%,albuterol,sulfate,intermittent,Pharmacy,0.952079414158,Pharmacy,Logistic_OvR,1,1,0.952079414158,0.083%,albuterol,sulfate,intermittent
360,4421,VANCOMYCIN TROUGH,vancomycin trough,Laboratory,ONLINE,24/08/2016,vancomycin,trough,,,Pharmacy,0.795320356584,Pharmacy,Logistic_OvR,1,1,0.795320356584,vancomycin,trough,,
361,5938,SET MICROPUNCTURE TRANSITIONLESS 10CM,set micropuncture transitionless 10cm,Supply,ONLINE,16/09/2016,set,transitionless,10cm,micropuncture,Supply,0.936368386216,Supply,Logistic_OvR,1,1,0.936368386216,set,transitionless,10cm,micropuncture
362,3810,CATH PULMONAR ART CCO  SVO,catheter pulmonary artificial cco servo,Supply,RETROSPECTIVE,13/07/2016,catheter,,,,Supply,0.87707328622,Supply,Logistic_OvR,1,1,0.87707328622,cath,,,
363,3913,GAIT TRAINING EA 15 MIN,gait training each 15_minutes,PT / OT / Speech Therapy,RETROSPECTIVE,13/07/2016,training,min,gait,,PT / OT / Speech Therapy,0.775168235058,PT / OT / Speech Therapy,Logistic_OvR,1,1,0.775168235058,training,15_minutes,gait,
364,5093,EXHALED CARBON DIOXIDE TEST,exhaled carbon_dioxide test,Monitoring,ONLINE,16/09/2016,test,carbon,exhaled,dioxide,Monitoring,0.456838949074,Monitoring,Logistic_OvR,1,1,0.456838949074,test,carbon_dioxide,exhaled,
365,1621,GLUCOSE  BEDSIDE,glucose bedside,Monitoring,RETROSPECTIVE,12/07/2016,bedside,glucose,,,Monitoring,0.890246435829,Monitoring,Logistic_OvR,1,1,0.890246435829,bedside,glucose,,
366,4987,DEXTROSE 5% AND LACTATED RINGERS 5 % SOLN,dextrose_5% and lactated_ringers 5% solution,Pharmacy,ONLINE,16/09/2016,dextrose,soln,,,Pharmacy,0.543299797431,Pharmacy,Logistic_OvR,1,1,0.543299797431,5%,dextrose_5%,soln,lactated_ringers
367,3425,11555222 - CALCIUM GLUCONATE PER 10 ML,calcium gluconate per 10_ml,Pharmacy,RETROSPECTIVE,13/07/2016,calcium,10_ml,per,gluconate,Pharmacy,0.927919572329,Pharmacy,Logistic_OvR,1,1,0.927919572329,calcium,10_ml,per,gluconate
368,4527,TRACH C-PTIS-100-HC-G,tracheostomy c ptis 100 hc g,Supply,ONLINE,29/08/2016,trach,gram,,,Supply,0.742975156313,Supply,Logistic_OvR,1,1,0.742975156313,trach,,,
369,3162,SILVER SULFADIAZINE CR 1% 50G,silver sulfadiazine cream 1% 50_gm,Pharmacy,RETROSPECTIVE,13/07/2016,50_gm,cr,sulfadiazine,1%,Pharmacy,0.855358304968,Pharmacy,Logistic_OvR,1,1,0.855358304968,cream,,,
370,1742,WATER FOR INJ IV,water for injection intravenous,Diluent / Flush / Irrigant,RETROSPECTIVE,12/07/2016,water,injection,intravenous,,Diluent / Flush / Irrigant,0.624123104048,Diluent / Flush / Irrigant,Logistic_OvR,1,1,0.624123104048,water,inj,iv,
371,671,*GLUCOSE METER TEST,glucose meter test,Monitoring,RETROSPECTIVE,12/07/2016,test,meter,glucose,,Monitoring,0.825157523981,Monitoring,Logistic_OvR,1,1,0.825157523981,test,meter,glucose,
372,4574,SOL NACL 0.9PCT 1000ML BG,solution sodium_chloride 0.9pct 1000_ml bag,Diluent / Flush / Irrigant,ONLINE,30/08/2016,bg,sol,1000_ml,nacl,Diluent / Flush / Irrigant,0.847345518514,Diluent / Flush / Irrigant,Logistic_OvR,1,1,0.847345518514,bag,sol,1000_ml,nacl
373,3813,CBC W AUTO DIFF,complete_blood_count with automated differential,Laboratory,RETROSPECTIVE,13/07/2016,complete_blood_count,differential,automated,,Laboratory,0.950579670642,Laboratory,Logistic_OvR,1,1,0.950579670642,cbc,diff,automated,
374,3870,DOCUSATE 100 MG CAP,docusate 100_mg capture,Pharmacy,RETROSPECTIVE,13/07/2016,capture,100_mg,docusate,,Pharmacy,0.972153330767,Pharmacy,Logistic_OvR,1,1,0.972153330767,capture,100_mg,docusate,
375,2086,BOOT SUTURE,boot suture,Supply,RETROSPECTIVE,12/07/2016,suture,boot,,,Supply,0.867821315831,Supply,Logistic_OvR,1,1,0.867821315831,suture,boot,,
376,2033,TC XR ABDOMEN,x-ray abdomen,Radiology,RETROSPECTIVE,12/07/2016,xr,abdomen,,,Radiology,0.767940001179,Radiology,Logistic_OvR,1,1,0.767940001179,abdomen,xr,,
377,1561,WARMER HEEL INFANT,warmer heel infant,Supply,RETROSPECTIVE,12/07/2016,infant,warmer,heel,,Supply,0.774567623399,Supply,Logistic_OvR,1,1,0.774567623399,infant,warmer,heel,
378,4457,DRAPE IOBAN X LARGE,drape ioban extra large,Supply,ONLINE,29/08/2016,large,x,ioban,drape,Supply,0.876071875795,Supply,Logistic_OvR,1,1,0.876071875795,large,ioban,drape,extra
379,5154,FORMULA: ELECARE 24 KCAL/O,formula elecare 24 kcal/o,Supply,ONLINE,16/09/2016,elecare,formula,kcal,o_intraoperative_neurophysiologic_monitoring,Supply,0.799850815318,Supply,Logistic_OvR,1,1,0.799850815318,elecare,formula,kcal,o
380,1959,CEFAZOLIN 500MG/5ML INJ,cefazolin 500_mg/5_ml injection,Pharmacy,RETROSPECTIVE,12/07/2016,cefazolin,inj,500_mg/5_ml,,Pharmacy,0.973940813785,Pharmacy,Logistic_OvR,1,1,0.973940813785,cefazolin,inj,500_mg/5_ml,
381,2935,CT ABDOMEN+PELVIS W/O CONTRAST,computed_tomography abdomen and pelvis without contrast,Radiology,RETROSPECTIVE,13/07/2016,computed_tomography,without,abdomen,,Radiology,0.920270996681,Radiology,Logistic_OvR,1,1,0.920270996681,ct,without,abdomen,contrast
382,786,HC POC LACTIC ACID,point_of_care lactic acid,Monitoring,RETROSPECTIVE,12/07/2016,POC,acid,lactic,,Monitoring,0.914500444871,Monitoring,Logistic_OvR,1,1,0.914500444871,poc,acid,lactic,
383,3064,MIDAZOL HCL 1MG INJ,midazolam hydrochloride 1_mg injection,Pharmacy,RETROSPECTIVE,13/07/2016,1_mg,injection,midazolam,hcl,Pharmacy,0.96893324476,Pharmacy,Logistic_OvR,1,1,0.96893324476,1_mg,inj,midazolam,hydrochloride
384,2648,HC LEFT HEART CATH,left heart catheter,Cardiology,RETROSPECTIVE,12/07/2016,heart,cath,left,,Supply,0.689866167128,Supply,Logistic_OvR,1,1,0.689866167128,heart,cath,left,
385,3271,HB CNSLT SURGERY W/ FRZN SECT,consult surgery with frozen section,Laboratory,RETROSPECTIVE,13/07/2016,surgery,cnslt,frzn,sect,Supply,0.242239697513,Supply,Logistic_OvR,1,1,0.242239697513,frozen,surgery,section,consult
386,3473,13294212 - LEVOFLOXACIN 750MG TAB,levofloxacin 750_mg tablet,Pharmacy,RETROSPECTIVE,13/07/2016,750_mg,tablet,levofloxacin,,Pharmacy,0.924242124822,Pharmacy,Logistic_OvR,1,1,0.924242124822,750_mg,tab,levofloxacin,
387,3101,PICC LINE INSERT WO PORT >5YR,peripherally_inserted_central_catheter line insert without portable greater_than 5yr,Procedure,RETROSPECTIVE,13/07/2016,greater_than,insert,line,without,Procedure,0.864032634183,Procedure,Logistic_OvR,1,1,0.864032634183,insert,portable,without,greater_than
388,566,HB IONIZED CALCIUM,ionized calcium,Laboratory,RETROSPECTIVE,12/07/2016,calcium,ionized,,,Laboratory,0.781172058794,Laboratory,Logistic_OvR,1,1,0.781172058794,calcium,ionized,,
389,1116,ROOM 5011,room 5011,Room and Board,RETROSPECTIVE,12/07/2016,room,,,,Room and Board,0.790192184515,Room and Board,Logistic_OvR,1,1,0.790192184515,room,,,
390,2153,SIMETHICONE 20 MG/0.3 ML ORAL,simethicone 20_mg/0.3_ml oral,Pharmacy,RETROSPECTIVE,12/07/2016,simethicone,oral,20_mg/0.3_ml,,Pharmacy,0.812248061292,Pharmacy,Logistic_OvR,1,1,0.812248061292,simethicone,oral,20_mg/0.3_ml,
391,5508,HEPARIN LOCK FLUSH 10 UNIT/ML SYRG 3 ML SYRINGE,heparin lock flush 10_units/ml syringe 3_ml syringe,Diluent / Flush / Irrigant,ONLINE,16/09/2016,heparin,lock,3_ml,syrg,Diluent / Flush / Irrigant,0.900265744936,Diluent / Flush / Irrigant,Logistic_OvR,1,1,0.900265744936,heparin,lock,3_ml,syrg
392,5063,DRS AQUACEL 5X5/420619,dressing aquacel 5x5/420619,Supply,ONLINE,16/09/2016,aquacel,5x5/420619,drs,,Supply,0.91003791606,Supply,Logistic_OvR,1,1,0.91003791606,aquacel,5x5/420619,drs,
393,3089,PACK  MINOR BASINSUT 22MNJMD,pack minor basin suture 22mnjmd,Supply,RETROSPECTIVE,13/07/2016,basinsut,22mnjmd,minor,pack,Supply,0.90089277376,Supply,Logistic_OvR,1,1,0.90089277376,suture,pack,,
394,2035,EKG 12 - LEAD - ALL LOYOLA L,electrocardiogram 12 lead alle loyola l,Cardiology,RETROSPECTIVE,12/07/2016,electrocardiogram,,,,Cardiology,0.898712714367,Cardiology,Logistic_OvR,1,1,0.898712714367,lead,ekg,,
395,646,QLAB=CALCIUM IONIZED,qlab calcium ionized,Laboratory,RETROSPECTIVE,12/07/2016,calcium,qlab,ionized,,Laboratory,0.781172058794,Laboratory,Logistic_OvR,1,1,0.781172058794,calcium,qlab,ionized,
396,1364,HB DRESSING TRNS TGDRM L4.75INXW4,dressing transparent tegaderm l4.75inxw4,Supply,RETROSPECTIVE,12/07/2016,l4.75inxw4,tegaderm,transparent,dressing,Supply,0.920871508201,Supply,Logistic_OvR,1,1,0.920871508201,l4.75inxw4,tgdrm,trns,dressing
397,489,SILDENAFIL 2.5MG/ML SUSP,sildenafil 2.5_mg/ml suspension,Plan Benefit,RETROSPECTIVE,12/07/2016,suspension,sildenafil,2.5mg/ml,,Plan Benefit,0.933845649011,Plan Benefit,Logistic_OvR,1,1,0.933845649011,susp,sildenafil,2.5_mg/ml,
398,4184,PHENYLEPHRIN 1ML INJ,phenylephrine 1_ml injection,Pharmacy,RETROSPECTIVE,13/07/2016,phenylephrine,1_ml,injection,,Pharmacy,0.922071053753,Pharmacy,Logistic_OvR,1,1,0.922071053753,phenylephrine,1_ml,inj,
399,5004,DIAZEPAM 5 MG/ML SOLN 10 ML VIAL,diazepam 5_mg/ml solution 10_ml vial,Pharmacy,ONLINE,16/09/2016,vial,diazepam,10_ml,soln,Pharmacy,0.955246136359,Pharmacy,Logistic_OvR,1,1,0.955246136359,vial,diazepam,10_ml,soln
400,5875,PROTHROMBIN TIME 1,prothrombin_time 1,Laboratory,ONLINE,16/09/2016,time,prothrombin,,,Laboratory,0.843498227482,Laboratory,Logistic_OvR,1,1,0.843498227482,prothrombin_time,,,
401,5893,RECOVERY CLASS 2,recovery class 2,OR / Anesthesia / Recovery Room,ONLINE,16/09/2016,recovery,class,,,OR / Anesthesia / Recovery Room,0.622249809372,OR / Anesthesia / Recovery Room,Logistic_OvR,1,1,0.622249809372,recovery,class,,
402,1121,ROOM M303,room m303,Room and Board,RETROSPECTIVE,12/07/2016,m303,room,,,Room and Board,0.790192184515,Room and Board,Logistic_OvR,1,1,0.790192184515,m303,room,,
403,1171,COLLECT BLD SPEC FROM ART LINE,collection blood specimen from arterial line,Nursing Services,RETROSPECTIVE,12/07/2016,arterial,specimen,line,blood,Nursing Services,0.886780703418,Nursing Services,Logistic_OvR,1,1,0.886780703418,arterial,spec,line,bld
404,2391,OXYCODONE 5MG TAB,oxycodone 5_mg tablet,Pharmacy,RETROSPECTIVE,12/07/2016,5_mg,oxycodone,tab,,Pharmacy,0.935232438322,Pharmacy,Logistic_OvR,1,1,0.935232438322,5_mg,oxycodone,tab,
405,4223,PULSE OXIMETRY SENSOR,pulse oximetry sensor,Supply,RETROSPECTIVE,13/07/2016,oximetry,sensor,pulse,,Monitoring,0.641712322675,Monitoring,Logistic_OvR,1,1,0.641712322675,oximetry,sensor,pulse,
406,3800,CALCIUM CHLOR 10% 1GM 10ML,calcium chloride 10% 1_gm 10_ml,Pharmacy,RETROSPECTIVE,13/07/2016,1_gm,calcium,10_ml,chloride,Pharmacy,0.901033084352,Pharmacy,Logistic_OvR,1,1,0.901033084352,1_gm,calcium,10_ml,chlor
407,5559,IRON SUCROSE 20 MG/ML SOLN,iron sucrose 20_mg/ml solution,Pharmacy,ONLINE,16/09/2016,soln,sucrose,iron,20_mg/ml,Pharmacy,0.935642029278,Pharmacy,Logistic_OvR,1,1,0.935642029278,soln,sucrose,iron,20_mg/ml
408,1911,GABAPENTIN 300 MG CAPSULE,gabapentin 300_mg capsule,Pharmacy,RETROSPECTIVE,12/07/2016,capsule,300_mg,gabapentin,,Pharmacy,0.955158267245,Pharmacy,Logistic_OvR,1,1,0.955158267245,capsule,300_mg,gabapentin,
409,1158,BLOOD GAS SAMPLING ARTERIAL,blood gas sampling arterial,Nursing Services,RETROSPECTIVE,12/07/2016,arterial,gas,blood,sampling,Monitoring,0.531308591772,Monitoring,Logistic_OvR,1,1,0.531308591772,arterial,gas,blood,sampling
410,5788,PATH CONSULT INTROP 1 BLOC,pathology consult introp 1 bloc,Laboratory,ONLINE,16/09/2016,pathology,intropin,bloc,consult,Laboratory,0.567840570244,Laboratory,Logistic_OvR,1,1,0.567840570244,bloc,pathology,introp,consult
411,903,B COMPLEX-VITAMIN C-FOLI,b complex vitamin cap folic,Pharmacy,RETROSPECTIVE,12/07/2016,complex,vitamin,,,Pharmacy,0.612469322267,Pharmacy,Logistic_OvR,1,1,0.612469322267,cap,vitamin,,
412,2429,ROOM & BOARD - NICU LEVEL II,room & board neonatal_intensive_care_unit level ii,Room and Board,RETROSPECTIVE,12/07/2016,level,nicu,room,,Room and Board,0.777765411901,Room and Board,Logistic_OvR,1,1,0.777765411901,level,room,nicu,
413,2976,EVARREST,evarrest,Supply,RETROSPECTIVE,13/07/2016,evarrest,,,,Laboratory,0.163160097645,Laboratory,Logistic_OvR,1,1,0.163160097645,evarrest,,,
414,4911,CONN S CUF 2TB DINACLK SM AD L,conn s cuff 2tb dinaclk small ad l,Supply,ONLINE,16/09/2016,connector,cuff,ad,,Supply,0.884822681667,Supply,Logistic_OvR,1,1,0.884822681667,small,cuff,,
415,3582,59541000 - PRESSURE TRANSDUCER,pressure transducer,Supply,RETROSPECTIVE,13/07/2016,pressure,transducer,,,Supply,0.836653874512,Supply,Logistic_OvR,1,1,0.836653874512,pressure,transducer,,
416,4702,AMNIOFIX INJ 160MG AI-5200,amniofix injection 160_mg ai 5200,Pharmacy,ONLINE,16/09/2016,160_mg,amniofix,inj,ai,Pharmacy,0.892176838877,Pharmacy,Logistic_OvR,1,1,0.892176838877,160_mg,amniofix,inj,ai
417,2224,HEPATITIS B VACCINE 5 MCG/0.5 ML SYRG,hepatitis b vaccine 5 mcg/0.5_ml syringe,Pharmacy,RETROSPECTIVE,12/07/2016,syrg,board,,,Pharmacy,0.9544844089,Pharmacy,Logistic_OvR,1,1,0.9544844089,syrg,vaccine,hepatitis,
418,4008,HB RH C29,rhesus c29,Laboratory,RETROSPECTIVE,13/07/2016,rh,c29,,,Laboratory,0.912292295987,Laboratory,Logistic_OvR,1,1,0.912292295987,rh,c29,,
419,5980,SODIUM CHLORIDE POWD 500 G JAR,sodium_chloride powder 500 g jar,Pharmacy,ONLINE,16/09/2016,chloride,powder,sodium,,Diluent / Flush / Irrigant,0.528963023688,Diluent / Flush / Irrigant,Logistic_OvR,1,1,0.528963023688,jar,powder,g,sodium_chloride
420,4036,HYDRALAZINE 20MG INJ,hydralazine 20_mg injection,Pharmacy,RETROSPECTIVE,13/07/2016,injection,20_mg,hydralazine,,Pharmacy,0.961084160377,Pharmacy,Logistic_OvR,1,1,0.961084160377,inj,20_mg,hydralazine,
421,1516,SUT SKN GLUE,suture skin glue,Supply,RETROSPECTIVE,12/07/2016,glue,suture,skin,,Supply,0.934259465382,Supply,Logistic_OvR,1,1,0.934259465382,glue,sut,skn,
422,687,CHG-BLOOD GLUCOSE BY MONIT,blood glucose by monitoring,Monitoring,RETROSPECTIVE,12/07/2016,bay,monitoring,blood,glucose,Monitoring,0.810258965521,Monitoring,Logistic_OvR,1,1,0.810258965521,monit,blood,glucose,
423,4558,PROC LEV 2 BASE TIME 0-30,procedure level 2 base time 0 30,OR / Anesthesia / Recovery Room,ONLINE,30/08/2016,base,time,procedure,lev,OR / Anesthesia / Recovery Room,0.765328685278,OR / Anesthesia / Recovery Room,Logistic_OvR,1,1,0.765328685278,base,time,procedure,lev
424,526,CALCIUM ION,calcium ionized,Laboratory,RETROSPECTIVE,12/07/2016,calcium,ionized,,,Laboratory,0.781172058794,Laboratory,Logistic_OvR,1,1,0.781172058794,calcium,ionized,,
425,2513,PKU NEONATAL SCREEN,phenylketonuria neonatal screen,Laboratory,RETROSPECTIVE,12/07/2016,neonatal,pku,screen,,Laboratory,0.834437969269,Laboratory,Logistic_OvR,1,1,0.834437969269,neonatal,pku,screen,
426,2031,XR CHEST 1V,x-ray chest one_view,Radiology,RETROSPECTIVE,12/07/2016,xr,chest,1v,,Radiology,0.823660804907,Radiology,Logistic_OvR,1,1,0.823660804907,chest,1v,xr,
427,5917,ROPIVACAINE 1% INJ 10 ML,ropivacaine 1% injection 10_ml,Pharmacy,ONLINE,16/09/2016,ropivacaine,10_ml,inj,1%,Pharmacy,0.841054791482,Pharmacy,Logistic_OvR,1,1,0.841054791482,ropivacaine,10_ml,inj,1%
428,2876,ANESTHESIA EA MIN,anesthesia each minute,OR / Anesthesia / Recovery Room,RETROSPECTIVE,13/07/2016,minutes,anesthesia,,,OR / Anesthesia / Recovery Room,0.82788990855,OR / Anesthesia / Recovery Room,Logistic_OvR,1,1,0.82788990855,anesthesia,minute,,
429,2060,LEVOTHYROXINE 50 MCG TABS,levothyroxine 50 microgram tablets,Pharmacy,RETROSPECTIVE,12/07/2016,tabs,mcg,levothyroxine,,Pharmacy,0.963183760772,Pharmacy,Logistic_OvR,1,1,0.963183760772,tabs,mcg,levothyroxine,
430,4538,CATH DLYS NIAGARA CRVD 20CM,catheter dialysis niagara curved 20_cm,Supply,ONLINE,30/08/2016,cath,,,,Supply,0.893256080373,Supply,Logistic_OvR,1,1,0.893256080373,cath,dialysis,,
431,2750,63018004 - PHOSPHORUS,phosphorus,Laboratory,RETROSPECTIVE,13/07/2016,phosphorus,,,,Laboratory,0.827212023302,Laboratory,Logistic_OvR,1,1,0.827212023302,phosphorus,,,
432,1341,EXTENSION SET ENTERAL 60 INCH,extension set enteral 60 inches,Supply,RETROSPECTIVE,12/07/2016,set,inches,enteral,extension,Supply,0.955091697988,Supply,Logistic_OvR,1,1,0.955091697988,set,inch,enteral,extension
433,2312,EPHEDRINE 10ML INJ PRE-FILLED,ephedrine 10_ml injection pre filled,Pharmacy,RETROSPECTIVE,12/07/2016,inj,10_ml,,,Pharmacy,0.768615475847,Pharmacy,Logistic_OvR,1,1,0.768615475847,pre,inj,10_ml,
434,5053,DRAPE HALF SHEET,drape half sheet,Supply,ONLINE,16/09/2016,drape,sheet,half,,Supply,0.862941920102,Supply,Logistic_OvR,1,1,0.862941920102,drape,sheet,half,
435,2735,58858001 - ADLT VENT SUBSEQ DAYW EPOPROST,adult ventilator subsequent day epoprostenol,Respiratory Therapy,RETROSPECTIVE,13/07/2016,ventilator,subsequent,adult,,Respiratory Therapy,0.900955902813,Respiratory Therapy,Logistic_OvR,1,1,0.900955902813,ventilator,subseq,adlt,day
436,1082,DAILY BED & SERVICE,daily bed & service,Room and Board,RETROSPECTIVE,12/07/2016,service,bed,daily,,Capital Equipment,0.476658674391,Capital Equipment,Logistic_OvR,1,1,0.476658674391,service,bed,daily,&
437,6220,FLOUROSCOPY,flouroscopy,Radiology,ONLINE,19/09/2016,flouroscopy,,,,Laboratory,0.163160097645,Laboratory,Logistic_OvR,1,1,0.163160097645,flouroscopy,,,
438,4553,LIDOCAINE-PF 1% 30 ML INJ,lidocaine preservative_free 1% 30_ml injection,Pharmacy,ONLINE,30/08/2016,30_ml,inj,lidocaine,,Pharmacy,0.923399026841,Pharmacy,Logistic_OvR,1,1,0.923399026841,preservative_free,inj,lidocaine,30_ml
439,3702,86850000 - COGNITIVE/SENSE REED/15MIN(OT),cognitive/sense reed/15_minutes occupational_therapy,PT / OT / Speech Therapy,RETROSPECTIVE,13/07/2016,reed/15_minutes,occupational_therapy,cognitive,sense,PT / OT / Speech Therapy,0.853913949518,PT / OT / Speech Therapy,Logistic_OvR,1,1,0.853913949518,reed/15_minutes,occupational_therapy,cognitive,sense
440,1684,GLUCOSE BLD,glucose blood,Laboratory,RETROSPECTIVE,12/07/2016,blood,glucose,,,Laboratory,0.569600174956,Laboratory,Logistic_OvR,1,1,0.569600174956,bld,glucose,,
441,319,SODIUM CHLORIDE 0.9% SOLP,sodium chloride 0.9% solution,Diluent / Flush / Irrigant,RETROSPECTIVE,12/07/2016,0.90%,chloride,solution,sodium,Diluent / Flush / Irrigant,0.785076094229,Diluent / Flush / Irrigant,Logistic_OvR,1,1,0.785076094229,0.9%,chloride,solution,sodium
442,3040,KIT DRSG CHANGE PWR GLIDE,kit dressing change power glide,Supply,RETROSPECTIVE,13/07/2016,dressing,change,kit,,Supply,0.920222369295,Supply,Logistic_OvR,1,1,0.920222369295,drsg,change,kit,
443,3910,FUROSEMIDE UP TO 20 MG,furosemide up to 20_mg,Pharmacy,RETROSPECTIVE,13/07/2016,furosemide,20_mg,,,Pharmacy,0.925709780067,Pharmacy,Logistic_OvR,1,1,0.925709780067,furosemide,20_mg,,
444,3903,FOLIC ACID SERUM,folic acid serum,Laboratory,RETROSPECTIVE,13/07/2016,acid,serum,folic,,Laboratory,0.921610298947,Laboratory,Logistic_OvR,1,1,0.921610298947,acid,serum,folic,
445,1973,B COMPLEX-VITAMIN C-FOLIC ACID 0.8 MG TAB,b complex vitamin cap folic acid 0.8_mg tablet,Pharmacy,RETROSPECTIVE,12/07/2016,acid,tab,,,Pharmacy,0.969879216571,Pharmacy,Logistic_OvR,1,1,0.969879216571,cap,acid,vitamin,tab
446,66,RNTL OUTLOOK PUMP DAILY,rental outlook pump daily,Capital Equipment,RETROSPECTIVE,12/07/2016,outlook,rental,pump,daily,Capital Equipment,0.772685644958,Capital Equipment,Logistic_OvR,1,1,0.772685644958,outlook,rntl,pump,daily
447,1627,GLUCOSE BLOOD TEST - EYER ,glucose blood test eyer,Laboratory,RETROSPECTIVE,12/07/2016,test,eyer,blood,glucose,Laboratory,0.587459017722,Laboratory,Logistic_OvR,1,1,0.587459017722,test,eyer,blood,glucose
448,6159,(CONTRAST) IOHEXOL 350 MG/,contrast iohexol 350_mg/,Pharmacy,ONLINE,19/09/2016,iohexol,contrast,350_mg/,,Pharmacy,0.977604242522,Pharmacy,Logistic_OvR,1,1,0.977604242522,iohexol,contrast,350_mg/,
449,5353,HC PARATHORMONE (PTH),parathormone parathyroid_hormone,Laboratory,ONLINE,16/09/2016,path,parathormone,,,Laboratory,0.808648419992,Laboratory,Logistic_OvR,1,1,0.808648419992,parathormone,parathyroid_hormone,,
450,257,AMIODARONE HCL TABLET 200MG,amiodarone hcl tablet 200_mg,Pharmacy,RETROSPECTIVE,12/07/2016,amiodarone,tablet,hcl,200_mg,Pharmacy,0.971949458501,Pharmacy,Logistic_OvR,1,1,0.971949458501,amiodarone,tablet,hcl,200_mg
451,5146,FLUCONAZOLE 200MG/NS 100ML INJ,fluconazole 200_mg/normal_saline 100_ml injection,Pharmacy,ONLINE,16/09/2016,fluconazole,inj,200_mg/normal_saline,100_ml,Pharmacy,0.667956890147,Pharmacy,Logistic_OvR,1,1,0.667956890147,fluconazole,inj,200_mg/normal_saline,100_ml
452,1974,HYDROMORPH UP TO 4 MG,hydromorphone up to 4_mg,Pharmacy,RETROSPECTIVE,12/07/2016,hydromorph,4_mg,,,Pharmacy,0.949856445184,Pharmacy,Logistic_OvR,1,1,0.949856445184,hydromorphone,4_mg,,
453,5238,HC BLANKET WARMING UNDERBODY ADULT,blanket warming underbody adult,Supply,ONLINE,16/09/2016,blanket,adult,warming,underbody,Supply,0.80517277277,Supply,Logistic_OvR,1,1,0.80517277277,blanket,adult,warming,underbody
454,1439,NEB PREF'LD 1000ML WATER ONLY,nebulizer prefilled 1000_ml water only,Supply,RETROSPECTIVE,12/07/2016,water,pref,nebulizer,1000_ml,Supply,0.437507762265,Supply,Logistic_OvR,1,1,0.437507762265,water,1000_ml,neb,prefilled
455,5633,MAGNESIUM SULFATE 500 MG/ML SOLN,magnesium sulfate 500_mg/ml solution,Pharmacy,ONLINE,16/09/2016,500_mg/ml,soln,magnesium,sulfate,Pharmacy,0.969257206204,Pharmacy,Logistic_OvR,1,1,0.969257206204,500_mg/ml,soln,magnesium,sulfate
456,3914,GAIT TRAINING-15 MIN,gait training 15_minutes,PT / OT / Speech Therapy,RETROSPECTIVE,13/07/2016,training,minutes,gait,,PT / OT / Speech Therapy,0.775168235058,PT / OT / Speech Therapy,Logistic_OvR,1,1,0.775168235058,training,15_minutes,gait,
457,5427,HCHG ANESTHESIA PER 15 MIN TO 1HR HCHG ANESTHESIA PER 15 MIN TO 1HR,anesthesia per 15_minutes to 1hr,OR / Anesthesia / Recovery Room,ONLINE,16/09/2016,min,anesthesia,per,,OR / Anesthesia / Recovery Room,0.841538991157,OR / Anesthesia / Recovery Room,Logistic_OvR,1,1,0.841538991157,1hr,anesthesia,per,15_minutes
458,5636,MAGNESIUM SULFATE IN WATER 40 GRAM/1 000 ML (4 %) SOLP,magnesium sulfate in water 40 gram/1 000_ml 4% solution,Pharmacy,ONLINE,16/09/2016,water,000_ml,solution,magnesium,Pharmacy,0.895516462626,Pharmacy,Logistic_OvR,1,1,0.895516462626,water,000_ml,solution,magnesium
459,1821,AMINOCAPROIC ACID 5GM/20ML INJ,aminocaproic acid 5_gm/20_ml injection,Pharmacy,RETROSPECTIVE,12/07/2016,5_gm/20_ml,inj,acid,aminocaproic,Pharmacy,0.787433346985,Pharmacy,Logistic_OvR,1,1,0.787433346985,5_gm/20_ml,inj,acid,aminocaproic
460,5396,HC T4 FREE,thyroxine free,Laboratory,ONLINE,16/09/2016,thyroxine,free,,,Laboratory,0.75362584083,Laboratory,Logistic_OvR,1,1,0.75362584083,thyroxine,free,,
