,Id,Original Description,Normalized Description,Charge Class,FLAG,CREATE_DT,FTR1,FTR2,FTR3,FTR4,Predicted_Class_Jaro,Prob_Jaro,Predicted_Class_Logistic_OvR,Prob_Logistic_OvR,Predicted_Class_DeepNN,Prob_DeepNN,Voted Output,Sum Correct,Correct_Jaro,Correct_Logistic_OvR,Correct_DeepNN,Confidence Score,Feature 1,Feature 2,Feature 3,Feature 4
252,85,D5W 100ML IVF,dextrose_5%_in_water 100_ml intravenous_fluid,Diluent / Flush / Irrigant,RETROSPECTIVE,2016-07-12,100_ml,D5W,IVF,,Diluent / Flush / Irrigant,0.84,Diluent / Flush / Irrigant,0.805646913648,Diluent / Flush / Irrigant,0.982989524262,Diluent / Flush / Irrigant,3,1,1,1,0.87621214597,100_ml,d5w,ivf,
253,1472,DEXTROSE 5% AND 0.45% NACL,dextrose_5% and 0.45% sodium_chloride,Pharmacy,ONLINE,2016-09-19,dextrose,nacl,,,Pharmacy,0.95,Diluent / Flush / Irrigant,0.490813382804,Pharmacy,0.687619537191,Pharmacy,2,1,0,1,0.545873179064,dextrose_5%,0.45%,nacl,
254,4641,GZE SPONGE 2INX2IN 8-PLY,gauze sponge 2 inchesx2 inches 8 ply,Supply,RETROSPECTIVE,2016-07-13,inches,,,,Respiratory Therapy,0.7,Supply,0.84983343207,Supply,0.996548252332,Supply,2,0,1,1,0.615460561468,sponge,gauze,inches,
255,5537,CULTURE/BACTERIAL FLUID QT,culture/bacterial fluid quantitative,Laboratory,RETROSPECTIVE,2016-07-13,culture,bacterial,fluid,quantitative,Laboratory,0.84,Laboratory,0.959317779879,Laboratory,0.999175934033,Laboratory,3,1,1,1,0.932831237971,culture,bacterial,fluid,qt
256,1230,SODIUM CHLORIDE 0.9% SOLP 100 ML BAG,sodium_chloride 0.9% solution 100_ml bag,Diluent / Flush / Irrigant,ONLINE,2016-09-16,100_ml,bag,chloride,solution,Diluent / Flush / Irrigant,0.97,Diluent / Flush / Irrigant,0.904220457579,Diluent / Flush / Irrigant,0.995351685152,Diluent / Flush / Irrigant,3,1,1,1,0.956524047577,100_ml,bag,solution,sodium_chloride
257,2477,POCT LACTATE,point_of_care_testing lactate,Monitoring,RETROSPECTIVE,2016-07-12,POCT,lactate,,,Monitoring,0.79,Monitoring,0.64664502509,Monitoring,0.958397200696,Monitoring,3,1,1,1,0.798347408595,poct,lactate,,
258,1761,HB - ECHOCARDIOGRAPHY TRANSTHORACIC 2D M-MODE; COMPLETE WITH DOPPLER,echocardiography transthoracic 2_dimensional m mode complete with doppler,Cardiology,ONLINE,2016-09-01,doppler,complete,,,Cardiology,0.72,Cardiology,0.550242569712,Cardiology,0.894568102247,Cardiology,3,1,1,1,0.72160355732,doppler,complete,,
259,1332,TRANSCUTANEOUS MONIT,transcutaneous monitoring,Monitoring,ONLINE,2016-09-16,monit,transcutaneous,,,OR / Anesthesia / Recovery Room,0.76,Monitoring,0.652859386347,Monitoring,0.517586732763,Monitoring,2,0,1,1,0.39014870637,monit,transcutaneous,,
260,2991,HB DRESSING TRNS TGDRM L2.75INXW2,dressing transparent tegaderm l2.75inxw2,Supply,RETROSPECTIVE,2016-07-12,l2.75inxw2,tegaderm,transparent,dressing,Supply,0.95,Supply,0.893035627676,Supply,0.996489270552,Supply,3,1,1,1,0.946508299409,l2.75inxw2,tgdrm,trns,dressing
261,5971,THERA DYNAMIC ACT EA 15 MIN,therapy dynamic activity each 15_minutes,PT / OT / Speech Therapy,RETROSPECTIVE,2016-07-13,dynamic,therapy,min,act,PT / OT / Speech Therapy,0.82,PT / OT / Speech Therapy,0.893810306722,PT / OT / Speech Therapy,0.999775171883,PT / OT / Speech Therapy,3,1,1,1,0.904528492868,dynamic,therapy,15_minutes,act
262,5252,58858000 - VENTILATOR-ADULT SUBSEQ DAY,ventilator adult subsequent day,Respiratory Therapy,RETROSPECTIVE,2016-07-13,ventilator,subsequent,adult,day,Respiratory Therapy,0.92,Respiratory Therapy,0.853918851012,Respiratory Therapy,0.999971759206,Respiratory Therapy,3,1,1,1,0.924630203406,ventilator,subseq,adult,day
263,3723,.9% NACL 500ML,.9% sodium_chloride 500_ml,Diluent / Flush / Irrigant,RETROSPECTIVE,2016-07-12,nacl,500_ml,0.90%,,Diluent / Flush / Irrigant,0.92,Diluent / Flush / Irrigant,0.708405003411,Diluent / Flush / Irrigant,0.789800509801,Diluent / Flush / Irrigant,3,1,1,1,0.806068504404,nacl,500_ml,.9%,
264,2327,GLU HOME USE DIAGNOS,glucose home use diagnostic,Monitoring,RETROSPECTIVE,2016-07-12,home,use,diagnostic,glucose,Monitoring,1.0,Monitoring,0.909814666973,Monitoring,0.999529548829,Monitoring,3,1,1,1,0.969781405267,home,use,diagnos,glu
265,3825,SODIUM WHOLE BLOOD,sodium whole blood,Laboratory,RETROSPECTIVE,2016-07-12,whole,blood,sodium,,Laboratory,0.96,Laboratory,0.860379161993,Laboratory,0.996621521544,Laboratory,3,1,1,1,0.939000227846,whole,blood,sodium,
266,2580,FUROSEMIDE INJ 40MG 4ML,furosemide injection 40_mg 4_ml,Pharmacy,RETROSPECTIVE,2016-07-12,injection,furosemide,4_ml,40_mg,Pharmacy,0.84,Pharmacy,0.96001374448,Pharmacy,0.998436344437,Pharmacy,3,1,1,1,0.932816696306,inj,furosemide,4_ml,40_mg
267,5135,12671082 - GABAPENTIN SOLN 50MG/1ML,gabapentin solution 50_mg/1_ml,Pharmacy,RETROSPECTIVE,2016-07-13,50_mg/1_ml,solution,gabapentin,,Pharmacy,0.82,Pharmacy,0.958107392451,Pharmacy,0.999569184285,Pharmacy,3,1,1,1,0.925892192245,50_mg/1_ml,soln,gabapentin,
268,3625,LOMOTIL 2.5-0.025MG TABLET,lomotil 2.5 0.025_mg tablet,Pharmacy,RETROSPECTIVE,2016-07-12,lomotil,0.025_mg,tablet,2.5,OR / Anesthesia / Recovery Room,0.77,Pharmacy,0.925507587379,Pharmacy,0.977117190092,Pharmacy,2,0,1,1,0.634208259157,lomotil,0.025_mg,tablet,2.5
269,5613,HB ACETAMINOPHEN 160MG/5ML TYLEN,acetaminophen 160_mg/5_ml tylenol,Pharmacy,RETROSPECTIVE,2016-07-13,tylenol,160_mg/5_ml,acetaminophen,,Pharmacy,0.94,Pharmacy,0.952136204884,Pharmacy,0.999669880732,Pharmacy,3,1,1,1,0.963935361872,tylenol,160_mg/5_ml,acetaminophen,
270,4276,HC LEFT HEART CATH,left heart catheter,Cardiology,RETROSPECTIVE,2016-07-12,heart,cath,left,,PT / OT / Speech Therapy,0.75,Supply,0.669900816308,Supply,0.816025734086,Supply,2,0,1,1,0.495308850132,heart,cath,left,
271,3860,FEE CASE CART,fee case cart,Supply,RETROSPECTIVE,2016-07-12,case,fee,cart,,Supply,0.86,Supply,0.672639436373,Supply,0.945946326994,Supply,3,1,1,1,0.826195254456,case,fee,cart,
272,321,SODIUM CHLORIDE 0.9% SYRG 10 ML SYRINGE,sodium chloride 0.9% syringe 10_ml syringe,Diluent / Flush / Irrigant,RETROSPECTIVE,2016-07-12,syringe,10_ml,chloride,sodium,Diluent / Flush / Irrigant,1.0,Diluent / Flush / Irrigant,0.665747194287,Diluent / Flush / Irrigant,0.796918467983,Diluent / Flush / Irrigant,3,1,1,1,0.82088855409,syrg,10_ml,chloride,sodium
273,2986,HB ADHESIVE LIQ MASTSL 2-3ML BNDG,adhesive liquid mastisol 2 3_ml bandage,Supply,RETROSPECTIVE,2016-07-12,adhesive,bonding,3_ml,liquid,Room and Board,0.69,Supply,0.850648002483,Supply,0.999507666043,Supply,2,0,1,1,0.616718556176,adhesive,3_ml,liq,
274,441,GENTAMICIN 4 MG/ML SOLN,gentamicin 4_mg/ml solution,Pharmacy,ONLINE,2016-09-16,gentamicin,soln,4_mg/ml,,Pharmacy,0.9,Pharmacy,0.951248838093,Pharmacy,0.996109990441,Pharmacy,3,1,1,1,0.949119609512,gentamicin,soln,4_mg/ml,
275,2012,CEFAZOLIN 2G SOLR,cefazolin 2_gm solution,Pharmacy,ONLINE,2016-09-16,cefazolin,2_gm,solution,,Pharmacy,0.86,Pharmacy,0.889318072578,Pharmacy,0.970906386266,Pharmacy,3,1,1,1,0.906741486281,cefazolin,2_gm,solution,
276,3794,HC PHOSPHORUS INORGANIC (PHOSPHATE);,phosphorus inorganic phosphate,Laboratory,RETROSPECTIVE,2016-07-12,inorganic,phosphate,phosphorus,,Laboratory,0.83,Laboratory,0.612646772089,Laboratory,0.716968135335,Laboratory,3,1,1,1,0.719871635808,inorganic,phosphate,phosphorus,
277,314,SODIUM CHLORIDE 0.9% SO,sodium chloride 0.9% so,Diluent / Flush / Irrigant,RETROSPECTIVE,2016-07-12,0.90%,chloride,sodium,,Diluent / Flush / Irrigant,0.97,Diluent / Flush / Irrigant,0.591313690498,Diluent / Flush / Irrigant,0.775296549312,Diluent / Flush / Irrigant,3,1,1,1,0.778870079937,0.9%,chloride,so,
278,4183,HC LEVEL-1 ICU,level 1 intensive_care_unit,Room and Board,RETROSPECTIVE,2016-07-12,icu,level, ,,Room and Board,0.74,Room and Board,0.665885387117,Room and Board,0.943336320791,Room and Board,3,1,1,1,0.783073902636,icu,level,,
279,3590,POC GLUCOSE,point_of_care glucose,Monitoring,RETROSPECTIVE,2016-07-12,POC,glucose,,,Monitoring,1.0,Monitoring,0.94623671988,Monitoring,0.999952582162,Monitoring,3,1,1,1,0.982063100681,poc,glucose,,
280,6321,FORMULA: MONOGEN 24 KCAL/O,formula monogen 24 kcal/o,Supply,ONLINE,2016-09-16,formula,o_intraoperative_neurophysiologic_monitoring,kcal,monogen,Supply,0.73,Supply,0.857698137883,Supply,0.999593543211,Supply,3,1,1,1,0.862430560365,formula,kcal,monogen,o
281,2859,OXYGEN PER HR,oxygen per hour,Respiratory Therapy,RETROSPECTIVE,2016-07-12,per,oxygen,hour,,Respiratory Therapy,1.0,Respiratory Therapy,0.790173258742,Respiratory Therapy,0.994525878305,Respiratory Therapy,3,1,1,1,0.928233045682,per,oxygen,hr,
282,5695,HB SUBDERMAL NEEDLE,subdermal needle,Supply,RETROSPECTIVE,2016-07-13,needle,subdermal,,,Supply,0.77,Supply,0.825516597542,Supply,0.973823861621,Supply,3,1,1,1,0.856446819721,needle,subdermal,,
283,5987,TTE WITH DOPPLER AND COLOR FLOW,transesophageal_echocardiogram with doppler and color flow,Radiology,RETROSPECTIVE,2016-07-13,color,doppler,flow,tte,Radiology,0.96,Cardiology,0.481897038236,Radiology,0.533375060333,Radiology,2,1,0,1,0.497791686778,color,doppler,flow,tte
284,3064,MICROBORE Y-SET,microbore y set,Supply,RETROSPECTIVE,2016-07-12,microbore,set,,,Room and Board,0.72,Supply,0.902837315192,Supply,0.997823095269,Supply,2,0,1,1,0.633553470154,microbore,set,,
285,6695,HCHG INHALED NITRIC OXIDE PER MINUTE,inhaled nitric oxide per minute,OR / Anesthesia / Recovery Room,ONLINE,2016-10-12,oxide,inhaled,minute,per,Plan Benefit,1.0,Plan Benefit,0.880787432292,Plan Benefit,0.999995825452,Plan Benefit,3,1,1,1,0.960261085915,oxide,inhaled,minute,per
286,4752,POTAS CHL  2 MEQ-10MEQ/ML 100ML,potassium chloride 2_meq 10_meq/ml 100_ml,Pharmacy,RETROSPECTIVE,2016-07-13,2_meq,chloride,100_ml,,Pharmacy,0.76,Pharmacy,0.933930330527,Pharmacy,0.999901017723,Pharmacy,3,1,1,1,0.89794378275,2_meq,potassium,chloride,100_ml
287,1728,SOD POLYSTYRENE SULF 15GM SUSP,sodium polystyrene sulfonate 15_gm suspension,Pharmacy,ONLINE,2016-08-30,susp,sulfate,sodium,,Pharmacy,0.69,Pharmacy,0.609941481357,Pharmacy,0.930525313608,Pharmacy,3,1,1,1,0.743488931655,susp,sodium,,
288,5285,63104001 - PROTEIN TOTAL URINE,protein total urine,Laboratory,RETROSPECTIVE,2016-07-13,protein,total,urine,,Laboratory,0.81,Laboratory,0.922565554526,Laboratory,0.99828281915,Laboratory,3,1,1,1,0.910282791225,protein,total,urine,
289,2496,PULSE OXIMETER  DAILY,pulse oximeter daily,Monitoring,RETROSPECTIVE,2016-07-12,oximeter,daily,pulse,,Monitoring,0.91,Monitoring,0.662276393209,Monitoring,0.985969527288,Monitoring,3,1,1,1,0.852748640166,oximeter,daily,pulse,
290,1743,(CONTRAST) IOHEXOL 300 MG/ML SOLN 50 ML BOTTLE,contrast iohexol 300_mg/ml solution 50_ml bottle,Pharmacy,ONLINE,2016-09-16,50_ml,bottle,soln,contrast,Pharmacy,0.86,Pharmacy,0.882807299933,Pharmacy,0.993633062686,Pharmacy,3,1,1,1,0.91214678754,50_ml,bottle,soln,contrast
291,6823,MILRINONE 1 MG/ML INTRAVENOUS SOLUTION,milrinone 1 mg/ml intravenous solution,OR / Anesthesia / Recovery Room,ONLINE,2016-10-12,solution,intravenous,milrinone,1_mg/ml,Pharmacy,0.78,OR / Anesthesia / Recovery Room,0.761142176797,OR / Anesthesia / Recovery Room,0.998798934773,OR / Anesthesia / Recovery Room,2,0,1,1,0.58664703719,ml,mg,intravenous,solution
292,4508,ANES ANALYSIS CALCIUM,anesthesia analysis calcium,Laboratory,RETROSPECTIVE,2016-07-13,calcium,anesthesia,analysis,,Laboratory,0.85,Laboratory,0.824651120798,Laboratory,0.971245025133,Laboratory,3,1,1,1,0.881965381977,calcium,anesthesia,analysis,
293,2699,NICOTINE 14 MG/24 HR PT24,nicotine 14_mg/24 hour pt24,Plan Benefit,RETROSPECTIVE,2016-07-12,14_mg/24,pt24,nicotine,hour,Plan Benefit,0.95,Plan Benefit,0.72777563146,Plan Benefit,0.999974677318,Plan Benefit,3,1,1,1,0.892583436259,14_mg/24,pt24,nicotine,hr
294,5039,PF-CNSLT SURGERY W/ FRZN SECT,professional_fee consult surgery with frozen section,Professional Fee,RETROSPECTIVE,2016-07-13,partial_fill,surgery,,,Laboratory,0.94,OR / Anesthesia / Recovery Room,0.336951335403,Laboratory,0.829000488731,Laboratory,2,1,0,1,0.589666829577,frozen,surgery,consult,
295,1770,HB - SWALLOW/FEEDING THERAPY 30 MINUTES (MOD GN),swallow/feeding therapy 30 minutes mod gn,PT / OT / Speech Therapy,ONLINE,2016-09-01,minutes,swallow,feeding,therapy,PT / OT / Speech Therapy,0.76,PT / OT / Speech Therapy,0.742528700121,PT / OT / Speech Therapy,0.990656263795,PT / OT / Speech Therapy,3,1,1,1,0.831061654639,minutes,swallow,feeding,therapy
296,4610,ER LEVEL V,emergency_room level V,Room and Board,RETROSPECTIVE,2016-07-13,emergency_room,view,level,,Room and Board,0.77,Other,0.30890609732,Other,0.884477694576,Other,2,0,1,1,0.397794597299,er,v,level,
297,146,HEPARIN 10UNIT ML 3ML 3,heparin 10unit ml 3_ml 3,Diluent / Flush / Irrigant,RETROSPECTIVE,2016-07-12,heparin,3_ml,_ml,,Diluent / Flush / Irrigant,0.88,Pharmacy,0.710429665434,Pharmacy,0.953665253773,Pharmacy,2,0,1,1,0.554698306402,heparin,ml,3_ml,10unit
298,1981,CALCIUM TOT,calcium total,Laboratory,ONLINE,2016-09-16,calcium,total,,,Laboratory,0.87,Laboratory,0.823880189192,Laboratory,0.997483311171,Laboratory,3,1,1,1,0.897121166788,calcium,total,,
299,149,HEPARIN 25000 UNIT/500ML 1/2NS; HEPARIN 25000 UNITS/NACL 0.45% 500,heparin 25000_units/500_ml 1/2ns heparin 25000_units/sodium_chloride 0.45% 500,Diluent / Flush / Irrigant,RETROSPECTIVE,2016-07-12,heparin,,,,Pharmacy,0.76,Diluent / Flush / Irrigant,0.679274138522,Diluent / Flush / Irrigant,0.829600367967,Diluent / Flush / Irrigant,2,0,1,1,0.50295816883,heparin,,,
300,4273,HC EMER DEPT HIGH SEVERITY&THREAT FUNCJ,emergency department high severity&threat funcj,Other,RETROSPECTIVE,2016-07-12,high, , ,,Laboratory,0.72,Respiratory Therapy,0.215375364849,Respiratory Therapy,0.512219324859,Respiratory Therapy,2,0,1,1,0.242531563236,high,,,
301,263,SODIUM CHL PER,sodium chloride per,Diluent / Flush / Irrigant,RETROSPECTIVE,2016-07-12,per,sodium,,,Diluent / Flush / Irrigant,0.91,Diluent / Flush / Irrigant,0.539065970967,Diluent / Flush / Irrigant,0.730520476526,Diluent / Flush / Irrigant,3,1,1,1,0.726528815831,chloride,per,sodium,
302,3630,LISINOPRIL 5 MG TAB,lisinopril 5_mg tablet,Pharmacy,RETROSPECTIVE,2016-07-12,5_mg,tab,lisinopril,,Pharmacy,0.88,Pharmacy,0.918351985731,Pharmacy,0.905518216049,Pharmacy,3,1,1,1,0.90129006726,5_mg,tab,lisinopril,
303,3391,ENOXAPARIN 10MG,enoxaparin 10_mg,Pharmacy,RETROSPECTIVE,2016-07-12,enoxaparin,10_mg,,,Pharmacy,0.94,Pharmacy,0.946640825033,Pharmacy,0.998647597294,Pharmacy,3,1,1,1,0.961762807442,enoxaparin,10_mg,,
304,1005,OR LEVEL 5 FIRST 30 MINUTE,operating_room level 5 first 30 minute,OR / Anesthesia / Recovery Room,ONLINE,2016-09-16,level,minute,first,or,OR / Anesthesia / Recovery Room,0.97,OR / Anesthesia / Recovery Room,0.809930788834,OR / Anesthesia / Recovery Room,0.988513487584,OR / Anesthesia / Recovery Room,3,1,1,1,0.922814758806,level,minute,first,operating_room
305,1866,ANES FIRST 30 MIN,anesthesia first 30 minutes,OR / Anesthesia / Recovery Room,ONLINE,2016-09-16,min,anesthesia,first,,OR / Anesthesia / Recovery Room,0.74,OR / Anesthesia / Recovery Room,0.910548781048,OR / Anesthesia / Recovery Room,0.998167976909,OR / Anesthesia / Recovery Room,3,1,1,1,0.882905585986,min,anesthesia,first,
306,660,HC SYPHILLIS TEST QUAL,syphillis test qualitative,Laboratory,ONLINE,2016-09-16,test,qual,syphillis,,Laboratory,0.78,Laboratory,0.878336211603,Laboratory,0.99854584104,Laboratory,3,1,1,1,0.885627350881,test,qualitative,syphillis,
307,5638,HB DIPHENHYDRAMINE 12.5MG/5ML,diphenhydramine 12.5_mg/5_ml,Pharmacy,RETROSPECTIVE,2016-07-13,diphenhydramine,12.5_mg/5_ml,,,Pharmacy,0.82,Pharmacy,0.921299669353,Pharmacy,0.99919515742,Pharmacy,3,1,1,1,0.913498275591,diphenhydramine,12.5_mg/5_ml,,
308,4535,CALC CARB 500MG CHW,calcium carbonate 500_mg chew,Pharmacy,RETROSPECTIVE,2016-07-13,carb,chew,calc,500_mg,Pharmacy,0.82,Pharmacy,0.927238723854,Pharmacy,0.998680838695,Pharmacy,3,1,1,1,0.91530652085,calcium,carbonate,500_mg,chew
309,1205,SHEATH,sheath,Supply,ONLINE,2016-09-16,sheath,,,,Supply,0.8,Supply,0.781569678717,Supply,0.987114410905,Supply,3,1,1,1,0.856228029874,sheath,,,
310,3534,25000525-PANTOPRAZOLE 40 MG TBEC,pantoprazole 40_mg tablet_enteric_coated,Pharmacy,RETROSPECTIVE,2016-07-12,tbec,pantoprazole,40_mg,,Pharmacy,0.79,Pharmacy,0.931170285846,Pharmacy,0.993298678755,Pharmacy,3,1,1,1,0.904822988201,tbec,pantoprazole,40_mg,
311,2372,GLUCOSE POINT OF CARE.,glucose point of care,Monitoring,RETROSPECTIVE,2016-07-12,care.,point,glucose,,Monitoring,0.98,Monitoring,0.89480151444,Monitoring,0.991182086615,Monitoring,3,1,1,1,0.955327867018,point,care,glucose,
312,2886,TRACH CARE 15 MIN BY RESP THER,tracheostomy care 15 minutes by respiratory therapist,Respiratory Therapy,RETROSPECTIVE,2016-07-12,tracheostomy,respiratory,bay,minimum,Respiratory Therapy,0.79,Respiratory Therapy,0.512700315511,Respiratory Therapy,0.973868129488,Respiratory Therapy,3,1,1,1,0.758856148333,trach,resp,min,ther
313,3970,ENOXAPARIN 40 MG/0.4 ML SYRG,enoxaparin 40_mg/0.4_ml syringe,Pharmacy,RETROSPECTIVE,2016-07-12,syrg,40_mg/0.4_ml,enoxaparin,,Pharmacy,0.92,Pharmacy,0.935252564709,Pharmacy,0.999358932732,Pharmacy,3,1,1,1,0.951537165814,syrg,40_mg/0.4_ml,enoxaparin,
314,6265,FAT EMULSION 20% EMUL,fat emulsion 20% emulsion,Pharmacy,ONLINE,2016-09-16,20%,emul,fat,,Pharmacy,0.95,Pharmacy,0.761199978556,Pharmacy,0.670727566815,Pharmacy,3,1,1,1,0.793975848457,20%,emul,fat,
315,6624,HCHG CATH DRAIN FUHRMAN,catheter drain fuhrman,OR / Anesthesia / Recovery Room,ONLINE,2016-10-12,cath,drain,fuhrman,,OR / Anesthesia / Recovery Room,0.76,Supply,0.782948778686,Supply,0.9535117128,Supply,2,0,1,1,0.578820163829,cath,drain,fuhrman,
316,1808,ZINC OXIDE 40% OINTMENT (DESITIN) 60G,zinc oxide 40% ointment desitin 60_gm,Pharmacy,ONLINE,2016-09-01,oxide,ointment,zinc,,Monitoring,0.67,Pharmacy,0.785492523177,Pharmacy,0.981741874416,Pharmacy,2,0,1,1,0.589078132531,oxide,ointment,zinc,
317,4947,HB CATH PICC SGL VASC 3FR 60CM,catheter peripherally_inserted_central_catheter single vascular 3fr 60cm,Supply,RETROSPECTIVE,2016-07-13,cath,picc,single,,Laboratory,0.74,Supply,0.761290055375,Supply,0.797019235367,Supply,2,0,1,1,0.519436430247,cath,picc,single,vascular
318,2120,SILDENAFIL 2MG/ML 5ML LI,sildenafil 2_mg/ml 5_ml li,Plan Benefit,RETROSPECTIVE,2016-07-12,li,2_mg/ml,sildenafil,5_ml,Plan Benefit,0.87,Plan Benefit,0.626008187001,Plan Benefit,0.99990527894,Plan Benefit,3,1,1,1,0.831971155313,li,2_mg/ml,sildenafil,5_ml
319,5757,IV NACL .9% 1000CC,intravenous sodium_chloride 0.9% 1000_cc,Diluent / Flush / Irrigant,RETROSPECTIVE,2016-07-13,0.90%,1000_cc,intravenous,sodium_chloride,Diluent / Flush / Irrigant,0.86,Diluent / Flush / Irrigant,0.738750014687,Diluent / Flush / Irrigant,0.959912528377,Diluent / Flush / Irrigant,3,1,1,1,0.852887514355,0.9%,1000_cc,iv,nacl
320,2369,GLUCOSE POINT OF CARE NU,glucose point of care nursing,Monitoring,RETROSPECTIVE,2016-07-12,point,nursing,care,glucose,Monitoring,0.97,Monitoring,0.639357822659,Monitoring,0.926703456109,Monitoring,3,1,1,1,0.845353759589,point,nu,care,glucose
321,4851,TRAY CATH URET PLAS 16FR,tray catheter urethral plastic 16fr,Supply,RETROSPECTIVE,2016-07-13,catheter,tray,,,Supply,0.76,Supply,0.913893113936,Supply,0.998514610107,Supply,3,1,1,1,0.890802574681,cath,tray,plastic,
322,6372,COMPREHENSIVE METABOL PANEL COMP METABOLIC PANEL,comprehensive metabolic panel comprehensive metabolic panel,Laboratory,ONLINE,2016-10-12,comprehensive,panel,metabolic,,Laboratory,0.84,Laboratory,0.940518615359,Laboratory,0.999960655278,Laboratory,3,1,1,1,0.926826423546,comprehensive,panel,metabolic,
323,3532,PAPAVERINE 60MG INJ,papaverine 60_mg injection,Pharmacy,RETROSPECTIVE,2016-07-12,60_mg,papaverine,inj,,Pharmacy,0.78,Pharmacy,0.930820225256,Pharmacy,0.993167716945,Pharmacy,3,1,1,1,0.901329314067,60_mg,papaverine,inj,
324,609,HC MOBILITY D/C STATUS,mobility discontinue status,PT / OT / Speech Therapy,ONLINE,2016-09-16,status,d/c,mobility,,Laboratory,0.72,PT / OT / Speech Therapy,0.444813787406,PT / OT / Speech Therapy,0.886581688848,PT / OT / Speech Therapy,2,0,1,1,0.443798492085,status,d/c,mobility,
325,1274,STAPLER SKIN PROXIMATE WIDE_E,stapler skin proximate wide e,Supply,ONLINE,2016-09-16,stapler,skin,,,Supply,0.81,Supply,0.88095287722,Supply,0.998061030115,Supply,3,1,1,1,0.896337969112,stapler,skin,,
326,5127,12481592 - FENTANYL CITRATE 0.1MG INJ,fentanyl citrate 0.1_mg injection,Pharmacy,RETROSPECTIVE,2016-07-13,injection,fentanyl,0.1_mg,citrate,Pharmacy,0.96,Pharmacy,0.966370368498,Pharmacy,0.999598820614,Pharmacy,3,1,1,1,0.975323063037,inj,fentanyl,0.1_mg,citrate
327,3951,RE-EVALUATION OT,re evaluation occupational_therapy,PT / OT / Speech Therapy,RETROSPECTIVE,2016-07-12,ot,evaluation,,,PT / OT / Speech Therapy,0.95,PT / OT / Speech Therapy,0.847650186156,PT / OT / Speech Therapy,0.999790827889,PT / OT / Speech Therapy,3,1,1,1,0.932480338015,ot,evaluation,,
328,2095,SILDENAF,sildenafil,Plan Benefit,RETROSPECTIVE,2016-07-12,sildenafil,,,,Plan Benefit,0.87,Plan Benefit,0.788099964054,Plan Benefit,0.999639886779,Plan Benefit,3,1,1,1,0.885913283611,sildenaf,,,
329,4943,HB BACITRACIN ZINC 500 UNIT/GM EX OINT,bacitracin zinc 500_units/gram ex ointment,Pharmacy,RETROSPECTIVE,2016-07-13,oint,,,,Pharmacy,0.89,Pharmacy,0.936600359575,Pharmacy,0.999837275387,Pharmacy,3,1,1,1,0.942145878321,oint,bacitracin,ex,zinc
330,2904,VENIPUNCTURE ROUTINE,venipuncture routine,Nursing Services,RETROSPECTIVE,2016-07-12,venipuncture,routine,,,Nursing Services,0.94,Nursing Services,0.844204148494,Nursing Services,0.999308855491,Nursing Services,3,1,1,1,0.927837667995,venipuncture,routine,,
331,828,ISOVUE 370 PER ML,isovue 370 per ml,Pharmacy,ONLINE,2016-09-16,ml,per,isovue,,Pharmacy,0.66,Pharmacy,0.901275937279,Pharmacy,0.679875248803,Pharmacy,3,1,1,1,0.747050395361,ml,per,isovue,
332,2497,PULSE OXIMETER CHECK,pulse oximeter check,Monitoring,RETROSPECTIVE,2016-07-12,oximeter,check,pulse,,Monitoring,0.84,Supply,0.461060017513,Monitoring,0.849509283146,Monitoring,2,1,0,1,0.563169761049,oximeter,check,pulse,
333,1634,LACTULOSE SY 10GM/15M,lactulose syrup 10_gm/15m,Pharmacy,ONLINE,2016-08-29,sy,10_gm/15minute,lactulose,,Pharmacy,0.89,Pharmacy,0.860703700347,Pharmacy,0.971951789051,Pharmacy,3,1,1,1,0.907551829799,syrup,10_gm/15m,lactulose,
334,926,MIDAZOLAM 5 MG/ML SOLN 1 ML VIAL,midazolam 5_mg/ml solution 1_ml vial,Pharmacy,ONLINE,2016-09-16,vial,1_ml,midazolam,soln,Pharmacy,0.99,Pharmacy,0.959990263817,Pharmacy,0.999749837524,Pharmacy,3,1,1,1,0.983246700447,vial,1_ml,midazolam,soln
335,4806,SOD CHLOR 9% 20ML,sodium_chloride .9% 20_ml,Diluent / Flush / Irrigant,RETROSPECTIVE,2016-07-13,9%,20_ml,chloride,sodium,Diluent / Flush / Irrigant,0.93,Diluent / Flush / Irrigant,0.606002019575,Diluent / Flush / Irrigant,0.645269407608,Diluent / Flush / Irrigant,3,1,1,1,0.727090475728,.9%,20_ml,sodium_chloride,
336,2306,BEDSIDE POC GLUCOSE,bedside point_of_care glucose,Monitoring,RETROSPECTIVE,2016-07-12,glucose,bedside,POC,,Monitoring,0.89,Monitoring,0.932221971581,Monitoring,0.999960850712,Monitoring,3,1,1,1,0.940727607431,glucose,bedside,poc,
337,5841,OCCUPATIONAL THERAPY EVAL,occupational_therapy evaluation,PT / OT / Speech Therapy,RETROSPECTIVE,2016-07-13,evaluation,occupational,therapy,,PT / OT / Speech Therapy,0.94,PT / OT / Speech Therapy,0.847650184411,PT / OT / Speech Therapy,0.999790827898,PT / OT / Speech Therapy,3,1,1,1,0.929147004103,evaluation,occupational_therapy,,
338,6312,FLUID WARMER STAD FLO,fluid warmer stad flo,Supply,ONLINE,2016-09-16,warmer,fluid,flo,stand,Supply,0.69,Laboratory,0.378337884619,Laboratory,0.428171453158,Laboratory,2,0,1,1,0.268836445926,stad,warmer,fluid,flo
