DESC_ID,ORIG_DESC,NORM_DESC,CHRG_CLS
6508,EUCERIN CREA.M 480GM,eucerin cream 480 gm,Supply
6509,EVAL FOR SPEECH DEVICE RX 1HR,evaluation for speech device rx 1hr,PT / OT / Speech Therapy
6510,EVALUATE SWALLOWING FNCTN BEDSID,evaluate swallowing function bedside,PT / OT / Speech Therapy
6511,EXERCISES EACH 15 MINUTES,exercises each 15_minutes,PT / OT / Speech Therapy
6512,EXTENDED RESP CARE 15 MIN,extended respiratory_care 15_minutes,Respiratory Therapy
6513,EXTRACOR MEMB OXYGENAT/HR,extracorporeal membrane oxygenation/hour,Other
6514,FACTOR INHIBITOR TEST,factor inhibitor test,Laboratory
6515,FACTOR VIII ANTIGEN,factor viii antigen,Laboratory
6516,FACTOR VIII LEVEL,factor viii level,Laboratory
6517,FAT EMULSION 20% 100ML ,fat emulsion 20% 100 ml,Pharmacy
6518,FAT EMULSION 20% 500ML,fat emulsion 20% 500 ml,Pharmacy
6519,FAT EMULSION INJ 20% 250ML,fat emulsion injection 20% 250 ml,Pharmacy
6520,FENTANYL 50MCG/1ML INJ 2ML ,fentanyl 50 mcg/1 ml injection 2 ml,Pharmacy
6521,FENTANYL 50MCG/1ML INJ 5ML ,fentanyl 50 mcg/1 ml injection 5 ml,Pharmacy
6522,FENTANYL SYRINGE 50MCG/ML 55ML ,fentanyl syringe 50 mcg/ml 55 ml,Pharmacy
6523,FFP,fresh frozen plasma,Blood Products
6524,FFP ONE HALF UNIT,fresh frozen plasma one half unit,Blood Products
6525,FILGRASTIM 300MCG/ML 1.6 ML VIAL,filgrastim 300 mcg/ml 1.6 ml vial,Pharmacy
6526,FILGRASTIM INJ 300MCG/ML 1ML,filgrastim injection 300 mcg/ml 1 ml,Pharmacy
6527,FISHMDSP MCG DNA PROBE EA,fishmdsp mcg deoxyribonucleic_acid probe each,Laboratory
6528,FISHMDSP MCG IP SITU 100 300 CEL,fishmdsp mcg in situ 100 300 cel,Laboratory
6529,FLODROCORTISONE 0.1MG TAB 100 S,flodrocortisone 0.1 mg tablet 100s,Pharmacy
6530,FLOW CYTOMETRY EA ADDL MARKER PA,flow cytometry each additional marker pa,Laboratory
6531,FLUCONAZOLE 2MG/ML INJ,fluconazole 2 mg/ml injection,Pharmacy
6532,FLUCONAZOLE SUSP 200MG/5ML 35ML,fluconazole suspension 200 mg/5 ml 35 ml,Pharmacy
6533,FLUID CELL COUNT,fluid cell count,Laboratory
6534,FLUID DIFFERENTIAL,fluid differential,Laboratory
6535,FLUOROGUIDE FOR VEIN DEVICE,fluoroguide for vein device,Radiology
6536,FREE T3,free triiodothyronine,Laboratory
6537,FUNGUS CULTURE,fungus culture,Laboratory
6538,FUROSEMIDE 10MG/1ML INJ 2ML ,furosemide 10 mg/1 ml injection 2 ml,Pharmacy
6539,FUROSEMIDE 10MG/1ML ORAL SOLN,furosemide 10 mg/1 ml oral solution,Pharmacy
6540,FUROSEMIDE 10MG/ML INJ 10ML ,furosemide 10 mg/ml injection 10 ml,Pharmacy
6541,FUROSEMIDE 20MG TABLET UD,furosemide 20 mg tablet unit dose,Pharmacy
6542,GAIT TRAINING EACH 15 MINUTES,gait training each 15_minutes,PT / OT / Speech Therapy
6543,GAMMA GLUTAMYLTRANSFERASE,gamma glutamyltransferase,Laboratory
6544,GAMUNEX 5GM/50ML 10% IVIG,gamunex 5 gm/50 ml 10% intravenous immunglobulin,Pharmacy
6545,GANCICLOVIR INJ 10MG/ML 25ML,ganciclovir injection 10 mg/ml 25 ml,Pharmacy
6546,GELFOAM 1GM POWDER,gelfoam 1 gm powder,Pharmacy
6547,GELFOAM SIZE 100 SPONGE UD,gelfoam size 100 sponge unit dose,Supply
6548,GELFORM 12X7MM SPONGE UD,gelfoam 12x7mm sponge unit dose,Pharmacy
6549,GLYCERIN INFANT SUPPOSITORY 12 S,glycerin infant suppository 12s,Supply
6550,GLYCOPYRROLATE 200MCG/ML INJ,glycopyrrolate 200 mcg/ml injection,Pharmacy
6551,GRAFT HEMA PLAT 18MM X 30CM,graft hemashield plate 18mm x 30cm,Implant
6552,HEART VALVE MECHANICAL,heart valve mechanical,Implant
6553,HEMATOCRIT BLOOD COUNT,hematocrit blood count,Laboratory
6554,HEMOCONCENTRATOR CVP,hemoconcentrator cvp,Supply
6555,HEMOFILTER PACK,hemofilter pack,Supply
6556,HEP TEG CLOTTING ASSAY WHOLE BL,hepatitis teg clotting assay whole_blood,Laboratory
6557,HEP TEG COAG TIME ACTIVATED,hepatitis teg coagulation time activated,Laboratory
6558,HEP TEG FIBRINOGEN ACTIVITY,hepatitis teg fibrinogen activity,Laboratory
6559,HEP INDUCED THROMOBCYTOPENIA,heparin induced thromobcytopenia,Laboratory
6560,HEPARIN PORCINE 1000 UNITS/ML,heparin porcine 1000 units/ml,Pharmacy
6561,HEPARIN 500 UNITS/5ML UD SYRINGE,heparin 500 units/5 ml unit dose syringe,Pharmacy
6562,HEPARIN ASSAY RR0010,heparin assay rr0010,Laboratory
6563,HEPARIN INDUCED THROMBOCYTOPENIA,heparin induced thrombocytopenia,Laboratory
6564,HEPARIN INJ 1000U/ML 10ML,heparin injection 1000 units/ml 10 ml,Pharmacy
6565,HEPARIN LOCK FLU 50U/5ML UD INJ,heparin lock flush 50 units/5 ml ud injection,Diluent / Flush / Irrigant
6566,HEPARIN NEUTRALIZATION,heparin neutralization,Laboratory
6567,HEPARIN SOD 100 UNITS/ML IN D5W,heparin sodium 100 units/ml in dextrose_5% in water,Pharmacy
6568,HERPES NA QUAN X00347,herpes na quantitative x00347,Laboratory
6569,HERPES SIMPLEX L AG BY IF,herpes simplex l ag by if,Laboratory
6570,HERPES TYPING,herpes typing,Laboratory
6571,HERPES VIRUS 6 AMPLIFIED PROBE,herpes virus 6 amplified probe,Laboratory
6572,HYDROCORTISONE SC 5MG/ML INJ,hydrocortisone subcutaneous 5 mg/ml injection,Pharmacy
6573,HYDROCORTISONE 125MG/ML INJ,hydrocortisone 125 mg/ml injection,Pharmacy
6574,HYDROCORTISONE 2.5MG/ML SUSP,hydrocortisone 2.5 mg/ml suspension,Pharmacy
6575,HYDROCORTISONE 50MG/1ML INJ,hydrocortisone 50 mg/1 ml injection,Pharmacy
6576,HYDROMORPHONE 1MG/1ML IN NS,hydromorphone 1 mg/1 ml in normal_saline,Pharmacy
6577,HYDROMORPHONE 1MG/ML 10ML,hydromorphone 1 mg/ml 10 ml,Pharmacy
6578,HYDROMORPHONE 1MG/ML IN NS,hydromorphone 1 mg/ml in normal_saline,Pharmacy
6579,HYDROMORPHONE HCL HP 50MG/5ML,hydromorphone hydrochloride hp 50 mg/5 ml,Pharmacy
6580,HYDROXYZINE 25MG TABLET UD,hydroxyzine 25 mg tablet unit dose,Pharmacy
6581,HYPOTHERMIA SUPPLIES,hypothermia supplies,Supply
6582,I/P NON ESRD INTERMED PD,in/patient non end stage renal disease intermediate pd,Dialysis
6583,I/P NON ESRD MAINT PD,in/patient non end stage renal disease maintenance peritoneal dialysis,Dialysis
6584,IBUPROFEN ORAL SUSP 100MG/5ML UD,ibuprofen oral suspension 100 mg/5 ml unit dose,Pharmacy
6585,IMMUNOASSAY QUANT NOS NONAB,immunoassay quantitative not otherwise specified nonab,Laboratory
6586,IMMUNOCYTOCHEM EACH AB,immunocytochemistry each antibody,Laboratory
6587,IMMUNOGLOBULIN G,immunoglobulin g,Laboratory
6588,IMMUNOGLOBULINS G A M,immunoglobulins g a m,Laboratory
6589,INFECT AGENT AG BY EIA QUAL QUAN,infectious agent ag by eia qualitative quantitative,Laboratory
6590,INITIAL HOUR NITRIC OXIDE,initial hour nitric_oxide,Plan Benefit
6591,INV MYOZYME EXTENTION STUDY 5M,inv myozyme extention study 5m,Pharmacy
6592,IOBAN DRAPE,ioban drape,Supply
6593,IRRADIATION PROCESSING,irradiation processing,Blood Products
6594,K FLOW/FUNCT IMAGE W/O DRUG,k flow/function image without drug,Radiology
6595,KETAMINE 10MG/ML SOLN CICU/PICU,ketamine 10 mg/ml solution critical intensive_care_unit/pediatric intensive_care_unit,Pharmacy
6596,KETAMINE 50 MG/ML INJ,ketamine 50 mg/ml injection,Pharmacy
6597,KETAMINE INJ 100MG/ML 5ML,ketamine injection 100 mg/ml 5 ml,Pharmacy
6598,LACTOBACILLUS CHEWABLE TAB,lactobacillus chewable tablet,Pharmacy
6599,LACTULOSE 20GM/30ML CUP,lactulose 20 gm/30 ml cup,Pharmacy
6600,LACTULOSE SYRUP 10G/15ML 240ML,lactulose syrup 10 g/15 ml 240 ml,Pharmacy
6601,LARGE CASE CART,large case cart,Supply
6602,LEVOCARNITINE 200MG/ML INJ,levocarnitine 200 mg/ml injection,Pharmacy
6603,LEVOCARNITINE LIQ 100MG/ML SF,levocarnitine liquid 100 mg/ml sf,Pharmacy
6604,LEVOTHYROXINE 0.025MG TAB 100 S,levothyroxine 0.025 mg tablet 100s,Pharmacy
6605,LEVOTHYROXINE 100MCG/ML INJ,levothyroxine 100 mcg/ml injection,Pharmacy
6606,LIBRIDERM UNSCENTED LOTION 480ML,lubriderm unscented lotion 480 ml,Supply
6607,LIDOCAINE 20MG/ML INJ 5ML ,lidocaine 20 mg/ml injection 5 ml,Pharmacy
6608,LIDOCAINE INJ 1% 2ML,lidocaine injection 1% 2 ml,Pharmacy
6609,LIVER FUNCTION PANEL,liver function panel,Laboratory
6610,LMX 4 PLUS 5GM CREAM,lmx 4 plus 5 gm cream,Pharmacy
6611,LORAZEPAM 1MG TABLET UD,lorazepam 1 mg tablet unit dose,Pharmacy
6612,LORAZEPAM 1MG/0.5ML UD SUSP,lorazepam 1 mg/0.5 ml unit dose suspension,Pharmacy
6613,LORAZEPAM 2MG TABLET UD,lorazepam 2 mg tablet unit dose,Pharmacy
6614,LORAZEPAM 2MG/1ML UD SUSP,lorazepam 2 mg/1 ml unit dose suspension,Pharmacy
6615,LORAZEPAM INJ 2MG/ML TUBEX,lorazepam injection 2 mg/ml tubex,Pharmacy
6616,MAGNESIUM OXIDE 400MG TAB,magnesium oxide 400 mg tablet,Pharmacy
6617,MAGNESIUM SUL 40MG/1ML IN SWI,magnesium sulfate 40 mg/1 ml in swi,Pharmacy
6618,MAGNESIUM SULFATE 50% 2ML ,magnesium sulfate 50% 2 ml,Pharmacy
6619,MAGNESIUM SULFATE 50% INJ 20ML ,magnesium sulfate 50% injection 20 ml,Pharmacy
6620,MANNITOL INJ 25% 50ML,mannitol injection 25% 50 ml,Pharmacy
6621,MANUAL DIFFERENTIAL,manual differential,Laboratory
6622,MEASURED O2 SAT,measured oxygen saturation,Monitoring
6623,MELATONIN 1MG TAB,melatonin 1 mg tablet,Pharmacy
6624,MEROPENEM 20MG/ML INJ,meropenem 20 mg/ml injection,Pharmacy
6625,METHADONE 1MG/ML ORAL SYR U/D,methadone 1 mg/ml oral syringe unit dose,Pharmacy
6626,METHADONE 5MG TABLET 100 S,methadone 5 mg tablet 100s,Pharmacy
6627,METHADONE HCL 5MG/5ML ORAL SYR,methadone hydrochloride 5 mg/5 ml oral syringe,Pharmacy
7743,ANES MATERIALS 1ST 15 MIN,anesthesia materials 1st 15_minutes,OR / Anesthesia / Recovery Room
7744,ANES MATERIALS ADD L 15 MIN,anesthesia materials additional 15_minutes,OR / Anesthesia / Recovery Room
7745,C REACTIVE PROTEIN,c reactive protein,Laboratory
7746,CATHETER SUCTION 10FR WHISTLE,catheter suction 10 french whistle,Supply
7747,CATHETER SX TRIFLO KIT 10FR DR,catheter suction triflo kit 10 french dr,Supply
7748,CBC W/AUTO DIFFERENTIAL,complete_blood_count w automated differential,Laboratory
7749,CEFAZOLIN NA 1GM VIAL,cefazolin sodium 1 gm vial,Pharmacy
7750,CLOTH 2% CHLORHEXIDINE GLUCONA,cloth 2% chlorhexidine gluconate,Pharmacy
7751,COSYNTROPIN 0.25MG VL ORGANO,cosyntropin 0.25 mg vial organo,Pharmacy
7752,CULTURE CF RESPIRATORY,culture cystic fibrosis respiratory,Laboratory
7753,CYPROHEPTADINE HCL 2MG/5ML SYR,cyproheptadine hydrochloride 2 mg/5 ml syringe,Pharmacy
7754,DEXMEDETOMIDINE 200MCG/2ML VL,dexmedetomidine 200 mcg/2 ml vial,Pharmacy
7755,DEXMEDETOMIDINE 4 MCG/ML PREMADE INFUSION,dexmedetomidine 4 mcg/ml premade infusion,Pharmacy
7756,DOTAREM GADOTERATE MEGLUMINE ,dotarem gadoterate meglumine,Pharmacy
7757,DRESSING TRNS TGDRM L2.75INXW2,dressing transparent tegaderm length 2.75 inches x width 2,Supply
7758,DRESSING TRNS TGDRM L4.75INXW4,dressing transparent tegaderm length 4.75 inches x width 4,Supply
7759,ELECTRODE EKG INF PREWIRED RAD,electrode electrocardiogram infusion prewired radiology,Supply
7760,ESMOLOL 10 0 59 MG/ML % SOLN,esmolol 10 0 59 mg/ml % solution,Pharmacy
7761,ESMOLOL 10 0.59 MG/ML % SOLN,esmolol 10 0.59 mg/ml % solution,Pharmacy
7762,FUROSEMIDE/LASIX 20MG TAB UD,furosemide/lasix 20 mg tablet unit dose,Pharmacy
7763,GLYCERIN PEDIATRIC 1.2 GM RE SUPP,glycerin pediatric 1.2 gm rectal suppository,Supply
7764,HB 5% DEXTROSE/ NORMAL SALINE 1000,5% dextrose/normal saline 1000,Pharmacy
7765,HB 5% DEXTROSE/1/2NS+KCL 10MEQ/L 1,5% dextrose/1/2 normal_saline and potassuim_chloride 10 meq/liter 1,Pharmacy
7766,HB 5%DEXTROSE/1/2 NS+KCL 10MEQ/L 1,5%dextrose/1/2 normal_saline and potassuim_chloride 10 meq/liter 1,Pharmacy
7767,HB 5%DEXTROSE/1/2NS+HCL 10MEQ/L 1,5%dextrose/1/2 normal_saline and hydrochloride 10 meq/liter 1,Pharmacy
7768,HB 5%DEXTROSE/1/2NS+KCL 10MEQ/ L 1,5%dextrose/1/2 normal_saline and potassuim_chloride 10 meq/liter 1,Pharmacy
7769,HB 5%DEXTROSE/NORMAL SALINE 1000,5%dextrose/normal saline 1000,Pharmacy
7770,HB 5%DEXTROSE/WATER 1000ML,5%dextrose/water 1000 ml,Diluent / Flush / Irrigant
7771,HB ACCUCHECKS RAPID GLUCOSE,accuchecks rapid glucose,Monitoring
7772,HB ACETAMINCPHEN 160MG/5ML TYLEN,acetamincphen 160 mg/5 ml tylenol,Pharmacy
7773,HB ACETAMINOPHEN 10MG/ML IV SOLN,acetaminophen 10 mg/ml intravenous solution,Pharmacy
7774,HB ACETAMTNOPHEN 10 MG/ML IV SOLN,acetamtnophen 10 mg/ml intravenous solution,Pharmacy
7775,HB ACETAMTNOPHEN 160MG/5ML TYLEN,acetamtnophen 160 mg/5 ml tylenol,Pharmacy
7776,HB ACYCLOVIR 400MG TAB,acyclovir 400 mg tablet,Pharmacy
7777,HB ACYCLOVIR SODIUM 500MG VL 10,acyclovir sodium 500 mg vial 10,Pharmacy
7778,HB ADDITIONAL KARYOTYPES,additional karyotypes,Laboratory
7779,HB ADHESIVE LIQ MASTSL 2 3 ML BNDG,adhesive liquid mastisol 2 3 ml bandage,Supply
7780,HB ADHESIVE LIQ MASTSL 2 3ML BNDG,adhesive liquid mastisol 2 3 ml bandage,Supply
7781,HB ADHESIVE LIQ MASTSL 2 3ML ENDG,adhesive liquid mastisol 2 3 ml endg,Supply
7782,HB AFB STAIN,acid fast bacillus stain,Laboratory
7783,HB AFPLICATOR CHLORAPREP SINGLE S,applicator chloraprep single s,Supply
7784,HB ALDOLASE/SERUM,aldolase/serum,Laboratory
7785,HB ALL SUCTION UNITS,all suction units,Supply
7786,HB ALLOPURINOL 500MG VIAL,allopurinol 500 mg vial,Pharmacy
7787,HB ALLOPURINOL/ZYLOPRIM 300MG TAB,allopurinol/zyloprim 300 mg tablet,Pharmacy
7788,HB AMIKACIN SULFATE 500 MG/2ML IJ SOLN,amikacin sulfate 500 mg/2 ml injection solution,Pharmacy
7789,HB AMIODARONE/CORDARONE 200MG TAB,amiodarone/cordarone 200 mg tablet,Pharmacy
7790,HB AMLODIPINE 1 MG/ML SUSP,amlodipine 1 mg/ml suspension,Pharmacy
7791,HB AMOX/CLAVULANATE 400MG/5ML SUS,amoxicillin/clavulanate 400 mg/5 ml suspension,Pharmacy
7792,HB AMOXICILLIN 400MG/5ML,amoxicillin 400 mg/5 ml,Pharmacy
7793,HB AMOXICILLIN 500MG UD CAPS U,amoxicillin 500 mg unit dose capsules u,Pharmacy
7794,HB ANALYSIS 20 25 CELLS,analysis 20 25 cells,Laboratory
7795,HB ANES MATERIALS ADDL 15 MIN,anesthesia materials additional 15_minutes,OR / Anesthesia / Recovery Room
7796,HB ANTIBODY SCREEN 32,antibody screen 32,Laboratory
7797,HB APREPITANT 80MG CAPSULE,aprepitant 80 mg capsule,Pharmacy
7798,HB ASPIRIN 81MG TABLET EC,aspirin 81 mg tablet_enteric_coated,Pharmacy
7799,HB ATROPINE SULFATE 1MG/ML VL,atropine sulfate 1 mg/ml vial,Pharmacy
7800,HB BACITRACIN 500000U VL PHARMAT,bacitracin 500000u vial pharmacy,Pharmacy
7801,HB BACITRACTN 50000U VL PHARMAT,bacitracin 50000units vial pharmacy,Pharmacy
7802,HB BUPIVACAINE/EPI 0.25%/0.005 VL,bupivacaine/epinephrine 0.25%/0.005 vial,Pharmacy
7803,HB CATHETER SUCTION LOFR WHISTLE,catheter suction 10 french whistle,Supply
7804,HB CATHETER SX CATH N GLOVE 8FR V,catheter suction catheter n glove 8fr v,Supply
7805,HB CATHETER SX CATH N GOLVE 8FR V,catheter suction catheter and glove 8fr v,Supply
7806,HB CATHETER SX TRIFLO KIT 10 FR DR,catheter suction triflo kit 10 french dr,Supply
7807,HB CATHETER SX TRIFLO KIT 10FR DR,catheter suction triflo kit 10 french dr,Supply
7808,HB CATHETER SX TRIFLO KIT LOFR DR,catheter suction triflo kit 10 french dr,Supply
7809,HB CEFAZOLIN NA 1 GM VIAL,cefazolin sodium 1 gm vial,Pharmacy
7810,HB CEPAZOLIN NA 1GM VIAL,cefazolin sodium 1 gm vial,Pharmacy
7811,HB CEPHALEXIN 250MG/5ML SUSP,cephalexin 250 mg/5 ml suspension,Pharmacy
7812,HB CHEST 2 VIEWS,chest 2 views,Radiology
7813,HB CHLOROTHIAZIDE DIURIL 500MG TAB,chlorothiazide diuril 500 mg tablet,Pharmacy
7814,HB CIPROFLOXACIN CIPRO 750MG TA,ciprofloxacin ciprofloxacin 750 mg tablet,Pharmacy
7815,HB CISATRACURIUM 2MG/ML 10ML,cisatracurium 2 mg/ml 10 ml,Pharmacy
7816,HB CISATRACURIUM 2MG/ML 1OML VL,cisatracurium 2 mg/ml 10 ml vial,Pharmacy
7817,HB CLINDAMYCIN 300MG CAPSULE,clindamycin 300 mg capsule,Pharmacy
7818,HB CLONAZEPAM 2 MG PO TABS,clonazepam 2 mg by_mouth tablets,Pharmacy
7819,HB CLONIDINE 100MCG/ML INJ,clonidine 100 mcg/ml injection,Pharmacy
7820,HB CLONIDINE/CATAPRES 0.2MG TAB B,clonidine/catapres 0.2 mg tablet b,Pharmacy
7821,HB CNSLT SURGERY W/FRZN SECT,consult surgery with frozen section,Laboratory
7822,HB COMPREHENSIVE EMERGENY ROOM VISIT,comprehensive emergency_room visit,Other
7823,HB COMPREHENSIVE METABOLIC PANEL,comprehensive metabolic panel,Laboratory
7824,HB COSYNTROPIN 0.2 5MG VL ORGANO,cosyntropin 0.2 5 mg vial organo,Pharmacy
7825,HB CRAFT 1X3IN SUTURABLE MATRIX REGEN DURAL COL,craft 1x3 inches suturable matrix regeneration dural colony,Implant
7826,HB CYPROHEPTADINE HCL 2MG/5ML SYR,cyproheptadine hydrochloride 2 mg/5 ml syringe,Pharmacy
7827,HB DEXAMETHASONE 1MG TAB,dexamethasone 1 mg tablet,Pharmacy
7828,HB DEXAMETHASONE 2MG TAB,dexamethasone 2 mg tablet,Pharmacy
7829,HB DEXAMETHASONE NA PO4 INJ 4MG/M,dexamethasone sodium phosphate injection 4 mg/m,Pharmacy
7830,HB DEXAMETMASONE NA P04 INJ 4MG/M,dexamethasone sodium phosphate injection 4 mg/m,Pharmacy
7831,HB DIPHENHYDRAMINE HCL 50MG/MB 1M,diphenhydramine hydrochloride 50 mg/ml 1m,Pharmacy
7832,HB DIPHENHYDRAMINE HCL 50MG/ML IM,diphenhydramine hydrochloride 50 mg/ml 1m,Pharmacy
7833,HB DIPHENHYDRAMINE HCL 50MG/ML1M,diphenhydramine hydrochloride 50 mg/ml1m,Pharmacy
7834,HB DOTAREM GADOTERATE MEGLUMINE ,dotarem gadoterate meglumine,Pharmacy
7835,HB DRESSING ADH CVRST L4INXW5IN A,dressing adhesive cvrst length 4 inches x width 5 inches a,Supply
7836,HB DRESSING IV BPTCH PU CHG OD 1,dressing intravenous biopatch pu chg 2 3 OD 1,Supply
7837,HB DRESSING PETRO VSLNE G2E L8INX,dressing petroleum vaseline gauze length 8 inches,Supply
7838,HB DRESSING PETRO VSLNE GZE L36IN,dressing petroleum vaseline gauze length 36 inches,Supply
7839,HB DRESSING PETRO VSLNE GZE L72IN,dressing petroleum vaseline gauze length 72 inches,Supply
7840,HB DRESSING PETRO VSLNE GZE L8INX,dressing petroleum vaseline gauze length 8 inches,Supply
7841,HB DRESSING TRNS OPST L5INXW4IN 0,dressing transparent opst length 5 inches x width 4 inches 0,Supply
7842,HB DRESSING TRNS OPST PU L11.75IN,dressing transparent opst pu l11.75 inches,Supply
7843,HB DRESSING TRNS TGDRM L2.75INXW1,dressing transparent tegaderm length2.75 inches x width 1,Supply
7844,HB DRESSING TRNS TGDRM L2.75INXW3,dressing transparent tegaderm length 2.75 inches x width 3,Supply
7845,HB DRESSING TRNS TGDRM L4.75IKXW4,dressing transparent tegaderm length 4.75 inches x width 4,Supply
7846,HB EEG NONINTRACRANIAL,electroencephalogram nonintracranial,Procedure
7847,HB ESR AUTO,erythrocyte_sedimentation_rate automated,Laboratory
7848,HB FLUCONAZOLE/DIFLUCAN 2MG/ML 10,fluconazole/diflucan 2 mg/ml 10,Pharmacy
7849,HB FULMOZYME INHALATION 1MG/ML,pulmozyme inhalation 1 mg/ml,Plan Benefit
7850,HB FUROSEMIDE 10 MG/ML VIAL,furosemide 10 mg/ml vial,Pharmacy
7851,HB FUROSEMIDE/LASIX 20MG TAB UD,furosemide/lasix 20 mg tablet unit dose,Pharmacy
7852,HB FUROSEMIDE/LASIX 40MG TAB UD H,furosemide/lasix 40 mg tablet unit dose h,Pharmacy
7853,HB GARNISETRON HCL 4 MG/4ML IV SOLN,garnisetron hydrochloride 4 mg/4 ml intravenous solution,Pharmacy
7854,HB GELATIN ADSORBABLE 12 7 MM EX MISC,gelatin adsorbable 12 7 millimeters ex miscellaneous,Supply
7855,HB GLOVES SURG NEU THERA 6. 5 PF S,gloves surgical neu thera 6 5 pf s,Supply
7856,HB GLOVES SURG NEU THERA 6.5 PF,gloves surgical neu thera 6.5 pf,Supply
7857,HB GLOVES SURG NEU THERA 6.5 PF S,gloves surgical neu thera 6.5 pf s,Supply
7858,HB GLYCERIN PEDIATRIC 1.2 CM RE SUPP,glycerin pediatric 1.2 contrast material re suppository,Supply
7859,HB GLYCERIN PEDIATRIC 1.2 GM RE SUPP,glycerin pediatric 1.2 gm rectal suppository,Supply
7860,HB GLYCOPYRROLATE 0.2MG/ML IML,glycopyrrolate 0.2 mg/ml 1 ml,Pharmacy
7861,HB GOLVES SURG NEU THERA 6.5 PF S,gloves surgical neu thera 6.5 pf s,Supply
7862,HB GRANISETRON HCL 4MG/4ML IV SOLN,granisetron hydrochloride 4 mg/4 ml intravenous solution,Pharmacy
7863,HB HEFPES SIMPLEX VIRUS QUAL PCR,herpes simplex virus qualitative pcr,Laboratory
7864,HB HERPES SIMPLEX VIRUS QUAL PCR,herpes simplex virus qualitative pcr,Laboratory
7865,HB HOLDER TB DALE ADLT WLIN TRACH,holder tube dale adult wlin tracheostomy,Supply
7866,HB HYDROCORTISONE 100MG VL UP JO,hydrocortisone 100 mg vial up jo,Pharmacy
7867,HB HYDROCORTISONE 100MG VL UPJO,hydrocortisone 100 mg vial upjo,Pharmacy
7868,HB HYDROCORTISONE/CORTEF 20MG TAB,hydrocortisone/cortef 20 mg tablet,Pharmacy
7869,HB HYDROMORPHONE 10 MG/ML 50 ML VIAL,hydromorphone 10 mg/ml 50 ml vial,Pharmacy
7870,HB HYDROMORPHONE 2MG/ML SYRINGE,hydromorphone 2 mg/ml syringe,Pharmacy
7871,HB KETAMINE HCL 100MG/ML INJ KETA,ketamine hydrochloride 100 mg/ml injection keta,Pharmacy
7872,HB KIT CVC EMERENGCY CARE,kit central venous catheter emergency care,Supply
7873,HB LACTATED RINGERS SOL 100OML A,lactated_ringers solution 1000ml a,Pharmacy
7874,HB LANSOPRAZOLE 15MG CAPSULE,lansoprazole 15 mg capsule,Pharmacy
7875,HB LEFLUNOMIDE 20 MG PO TABS,leflunomide 20 mg by_mouth tablets,Pharmacy
7876,HB LEVETIRACETAM 100MG/ML SOLN,levetiracetam 100 mg/ml solution,Pharmacy
7877,HB LIDOCAINE HCL LOCAL ANESTH 1 % PF IJ SO,lidocaine hydrochloride local anesthesia 1% pf injection so,Pharmacy
7878,HB LIDOCAINE HCL LOCAL ANESTH. 1 % PF IJ SO,lidocaine hydrochloride local anesthesia 1% pf injection so,Pharmacy
7879,HB LIDOCAINE HCL LOCAL ANESTH. 1 % PF IJ,lidocaine hydrochloride local anesthesia 1% pf injection,Pharmacy
7880,HB LIDOCAINE HCL LOCAL ANESTH. 1 % PF IJ SOLN,lidocaine hydrochloride local anesthesia 1% pf injection solution,Pharmacy
7881,HB LIDOCAINE HCL LOCAL ANESTH. 1% PF IJ,lidocaine hydrochloride local anesthesia 1% pf injection,Pharmacy
7882,HB LIDOCAINE HCL LOCAL ANESTH. 1% PF IJ SO,lidocaine hydrochloride local anesthesia 1% pf injection so,Pharmacy
7883,HB LIDOCAINE HCL LOCAL ANESTH. 2 % PF IJ SO,lidocaine hydrochloride local anesthesia 2% pf injection so,Pharmacy
7884,HB LIDOCAINE HCL LOCAL AWESTH. 1 % PF IJ SO,lidocaine hydrochloride local anesthesia 1% pf injection solution,Pharmacy
7885,HB LIDOCAINE HCL 1% AMP 2ML ABBOT,lidocaine hydrochloride 1% ampule 2 ml abbott,Pharmacy
7886,HB LIDOCAINE HCL 1% EPI 1 100 000,lidocaine hydrochloride 1% epinephrine 1 100 000,Pharmacy
7887,HB LIDOCAINE/EPI 0.5%+1 200 000,lidocaine/epinephrine 0.5% and 1 200 000,Pharmacy
7888,HB LINE 3 PORT MANIFOLD,line 3 port manifold,Supply
7889,HB LINE EXTENSION SET 6 INCH,line extension set 6 inches,Supply
7890,HB LINE IVAC SPIKE,line ivac spike,Supply
7891,HB LINER SX MDVC 1000CC W/FLTR,liner suction mdvc 1000 cc w filter,Supply
7892,HB LINER SX MDVC 3000CC W/FLTR LI,liner suction mdvc 3000 cc w filter li,Supply
7893,HB LOPERAMIDE HCL 2 MG PO TABS,loperamide hydrochloride 2 mg by_mouth tablets,Pharmacy
7894,HB LORAZEPAM 1MG TABLET UD,lorazepam 1 mg tablet unit dose,Pharmacy
7895,HB LUBRICANT INSTR DFSR OILER P/D,lubricant instrument diffuser oiler per day,Supply
7896,HB MAGNESIUM SULFATE 2 GM/50ML SOLN,magnesium sulfate 2 gm/50 ml solution,Pharmacy
7897,HB MARKER SKIN REG TIP 6IN RULE,marker skin regular tip 6 inches rule,Supply
7898,HB MEPERIDINE 50MG/ML VIAL,meperidine 50 mg/ml vial,Pharmacy
7899,HB METHADONE 2MG/ML 2 ML VIAL,methadone 2 mg/ml 2 ml vial,Pharmacy
