,DESC_ID,ORIG_DESC,NORM_DESC,CHRG_CLS,FLAG,CREATE_DT,FTR1,FTR2,FTR3,FTR4,Predicted_Class_Logistic_OvR,Prob_Logistic_OvR,Predicted_Class_DeepNN,Prob_DeepNN,Voted Output,Voting Algorithm,Sum Correct,Correct_Logistic_OvR,Correct_DeepNN,Confidence Score,Feature 1,Feature 2,Feature 3,Feature 4
186,2892,BLOOD GAS W CALC 02 SAT,blood_gas with calculated oxygen saturation,Laboratory,RETROSPECTIVE,13/07/2016,saturation,calc,gas,blood,Monitoring,0.491464747611,Monitoring,0.764073945519,Monitoring,"Logistic_OvR, DeepNN",2,1,1,0.627769346565,calculated,sat,oxygen,blood_gas
187,4281,SYR SALINE 10ML REG PR FILL,syringe saline 10_ml regular pressure fill,Supply,RETROSPECTIVE,13/07/2016,syringe,saline,regular,10_ml,Supply,0.535218205146,Diluent / Flush / Irrigant,0.857831988358,Diluent / Flush / Irrigant,DeepNN,1,0,1,0.428915994179,syr,saline,reg,10_ml
188,5965,SODIUM CHLORIDE 0.9% SOLP 100 ML BAG,sodium_chloride 0.9% solution 100_ml bag,Diluent / Flush / Irrigant,ONLINE,16/09/2016,100_ml,bag,chloride,solution,Diluent / Flush / Irrigant,0.853745609881,Diluent / Flush / Irrigant,0.993610285958,Diluent / Flush / Irrigant,"Logistic_OvR, DeepNN",2,1,1,0.92367794792,100_ml,bag,solution,sodium_chloride
189,5415,HC US GUIDE VASCU ACCESS,ultrasound guide vascular access,Radiology,ONLINE,16/09/2016,access,us,guide,vascular,Radiology,0.836068423734,Radiology,0.999091093782,Radiology,"Logistic_OvR, DeepNN",2,1,1,0.917579758758,access,us,guide,vascular
190,6074,TRANSFUSION PROCEDURE,transfusion procedure,Nursing Services,ONLINE,16/09/2016,transfusion,procedure,,,Laboratory,0.49586702826,Laboratory,0.960988547996,Laboratory,"Logistic_OvR, DeepNN",2,1,1,0.728427788128,transfusion,procedure,,
191,5710,NITROGLYCERIN 2% OINT 1 G,nitroglycerin 2% ointment 1 g,Pharmacy,ONLINE,16/09/2016,2%,oint,nitroglycerin,g,Pharmacy,0.712654322989,Pharmacy,0.990567157907,Pharmacy,"Logistic_OvR, DeepNN",2,1,1,0.851610740448,2%,oint,nitroglycerin,g
192,932,DEXTROSE/TROPHAMINE BAG LINE,dextrose/trophamine bag line,Pharmacy,RETROSPECTIVE,12/07/2016,bag,line,dextrose,trophamine,Supply,0.646425190146,Diluent / Flush / Irrigant,0.923621019665,Diluent / Flush / Irrigant,DeepNN,1,0,1,0.461810509833,trophamine,line,dextrose,bag
193,4756,BENZODIAZEPINESI-,benzodiazepines,Laboratory,ONLINE,16/09/2016,benzodiazepinesi,,,,Pharmacy,0.761062960845,Pharmacy,0.98969516379,Pharmacy,"Logistic_OvR, DeepNN",2,1,1,0.875379062318,benzodiazepines,,,
194,2558,MAGNESIUM CITRATE SOLN 300ML,magnesium citrate solution 300_ml,Pharmacy,RETROSPECTIVE,12/07/2016,300_ml,soln,magnesium,,Pharmacy,0.845290149229,Pharmacy,0.99710742694,Pharmacy,"Logistic_OvR, DeepNN",2,1,1,0.921198788084,300_ml,soln,magnesium,citrate
195,3668,77058113 - SLEEVE COMPRESSION REGULAR,sleeve compression regular,Supply,RETROSPECTIVE,13/07/2016,regular,compression,sleeve,,Supply,0.860720541252,Supply,0.981820802714,Supply,"Logistic_OvR, DeepNN",2,1,1,0.921270671983,regular,compression,sleeve,
196,4762,BILIRUBIN DIR,bilirubin direct,Laboratory,ONLINE,16/09/2016,bilirubin,dir,,,Laboratory,0.947387864166,Laboratory,0.999759334217,Laboratory,"Logistic_OvR, DeepNN",2,1,1,0.973573599191,bilirubin,direct,,
197,1743,WATER ST 1L INJ,water sterile 1l injection,Diluent / Flush / Irrigant,RETROSPECTIVE,12/07/2016,water,injection,sterile,1l,Diluent / Flush / Irrigant,0.734257921194,Diluent / Flush / Irrigant,0.995449522301,Diluent / Flush / Irrigant,"Logistic_OvR, DeepNN",2,1,1,0.864853721748,water,inj,sterile,1l
198,5478,HCHG SENSITIVITY MIC HCHG SENSITIVITY MIC,sensitivity minimal_inhibitory_concentration,Laboratory,ONLINE,16/09/2016,hchg,mic,sensitivity,,Laboratory,0.931875431055,Laboratory,0.999588406283,Laboratory,"Logistic_OvR, DeepNN",2,1,1,0.965731918669,minimal_inhibitory_concentration,sensitivity,,
199,6145,WHO CUSTOM,who custom,Supply,ONLINE,16/09/2016,custom,,,,Supply,0.914558276415,Supply,0.994780380359,Supply,"Logistic_OvR, DeepNN",2,1,1,0.954669328387,custom,,,
200,138,HEPARIN 10 UNITS/ML INJ (10ML),heparin 10_units/ml injection 10_ml,Diluent / Flush / Irrigant,RETROSPECTIVE,12/07/2016,heparin,injection,10_ml,10_units/ml,Diluent / Flush / Irrigant,0.795115956469,Diluent / Flush / Irrigant,0.998296422455,Diluent / Flush / Irrigant,"Logistic_OvR, DeepNN",2,1,1,0.896706189462,heparin,inj,10_ml,10_units/ml
201,1675,COMPLEX SPEC STN (QOVAP),complex specimen stain qovap,Laboratory,RETROSPECTIVE,12/07/2016,qovap,specimen,complex,stain,Laboratory,0.921920089095,Laboratory,0.999917324074,Laboratory,"Logistic_OvR, DeepNN",2,1,1,0.960918706584,qovap,spec,complex,stn
202,5263,HC CO2 EXPIRED GAS DETRMN INFRARD,carbon_dioxide expired gas determination infrared,Monitoring,ONLINE,16/09/2016,gas,expired,co2,,Monitoring,0.674132107841,Monitoring,0.97491266046,Monitoring,"Logistic_OvR, DeepNN",2,1,1,0.824522384151,gas,co2,,
203,2111,RED BLOOD CELLS LEUKO RED-CKBC,red blood cells leukocyte red ckbc,Blood Products,RETROSPECTIVE,12/07/2016,blood,red,,,Laboratory,0.577508026943,Blood Products,0.691629481938,Blood Products,DeepNN,1,0,1,0.345814740969,cells,blood,,
204,4267,SORE THROAT SPRAY 180 ML B,sore throat spray 180_ml b,Supply,RETROSPECTIVE,13/07/2016,throat,sore,spray,b,Supply,0.610002748706,Pharmacy,0.665312775123,Pharmacy,DeepNN,1,0,1,0.332656387562,spray,,,
205,6052,THYROXINE FR,thyroxine free,Laboratory,ONLINE,16/09/2016,fr,thyroxine,,,Laboratory,0.75362584083,Laboratory,0.990318217746,Laboratory,"Logistic_OvR, DeepNN",2,1,1,0.871972029288,thyroxine,free,,
206,4408,SET RADIAL ARTERY CATH 20GA,set radial artery catheter 20_gauge,Supply,ONLINE,24/08/2016,cath,set,,,Supply,0.843619021206,Supply,0.999883270545,Supply,"Logistic_OvR, DeepNN",2,1,1,0.921751145875,cath,set,,
207,308,SODIUM CHLORIDE 0.9% FLU,sodium chloride 0.9% flush,Diluent / Flush / Irrigant,RETROSPECTIVE,12/07/2016,0.90%,flush,chloride,sodium,Diluent / Flush / Irrigant,0.889346960579,Diluent / Flush / Irrigant,0.999874566108,Diluent / Flush / Irrigant,"Logistic_OvR, DeepNN",2,1,1,0.944610763344,0.9%,flu,chloride,sodium
208,3998,HB POC BEDSIDE TESTING-GLUCOSE,point_of_care bedside testing glucose,Monitoring,RETROSPECTIVE,13/07/2016,bedside,poc,testing,glucose,Monitoring,0.948913697498,Monitoring,0.999979590284,Monitoring,"Logistic_OvR, DeepNN",2,1,1,0.974446643891,bedside,poc,testing,glucose
209,5780,PANTOPRAZOLE 4 MG/ML SOLR 1 EACH VIAL,pantoprazole 4_mg/ml solution 1 each vial,Pharmacy,ONLINE,16/09/2016,vial,pantoprazole,4_mg/ml,solution,Pharmacy,0.964577357873,Pharmacy,0.999702337331,Pharmacy,"Logistic_OvR, DeepNN",2,1,1,0.982139847602,vial,pantoprazole,4_mg/ml,solution
210,1619,GLUC BLOOD TEST BY,glucose blood test by,Monitoring,RETROSPECTIVE,12/07/2016,test,bay,blood,glucose,Laboratory,0.587459017722,Laboratory,0.992562909156,Laboratory,"Logistic_OvR, DeepNN",2,1,1,0.790010963439,test,blood,gluc,
211,5888,RBC ANTIBODY SCREEN,red_blood_cell antibody screen,Laboratory,ONLINE,16/09/2016,rbc,screen,antibody,,Laboratory,0.846906444725,Laboratory,0.982791875779,Laboratory,"Logistic_OvR, DeepNN",2,1,1,0.914849160252,rbc,screen,antibody,
212,3282,HB EMLA 30G,emla 30_grams,Pharmacy,RETROSPECTIVE,13/07/2016,30_gm,emla,,,Pharmacy,0.844746777068,Pharmacy,0.988300525959,Pharmacy,"Logistic_OvR, DeepNN",2,1,1,0.916523651513,emla,30_grams,,
213,4037,HYDRALAZNE 20MG INJ,hydralazine 20_mg injection,Pharmacy,RETROSPECTIVE,13/07/2016,injection,20_mg,hydralazine,,Pharmacy,0.961084160377,Pharmacy,0.999928668162,Pharmacy,"Logistic_OvR, DeepNN",2,1,1,0.98050641427,inj,20_mg,hydralazine,
214,184,HEPARIN SOD 10U/ML 5ML VIA,heparin sodium 10_units/ml 5_ml vial,Diluent / Flush / Irrigant,RETROSPECTIVE,12/07/2016,heparin,5_ml,via,sodium,Diluent / Flush / Irrigant,0.772887393334,Diluent / Flush / Irrigant,0.980334445344,Diluent / Flush / Irrigant,"Logistic_OvR, DeepNN",2,1,1,0.876610919339,heparin,vial,5_ml,sodium
215,3463,12858252 - HYDROCODONE/ACETAMIN 5/325 TAB,hydrocodone/acetamin 5/325 tablet,Pharmacy,RETROSPECTIVE,13/07/2016,5/325,hydrocodone,acetamin,tablet,Pharmacy,0.94994280207,Pharmacy,0.999976658991,Pharmacy,"Logistic_OvR, DeepNN",2,1,1,0.974959730531,5/325,hydrocodone,acetamin,tab
216,3177,STAPLER LINEAR PROX VASC 3,stapler linear proximate vascular 3,Supply,RETROSPECTIVE,13/07/2016,vasc,stapler,linear,prox,Supply,0.506260300013,Supply,0.527437172752,Supply,"Logistic_OvR, DeepNN",2,1,1,0.516848736383,stapler,linear,proximate,vascular
217,1029,OMEPRAZOLE SUSP 10ML 20 MG/10ML #SUS,omeprazole suspension 10_ml 20_mg/10_ml sustainability,Pharmacy,RETROSPECTIVE,12/07/2016,suspension,10_ml,omeprazole,sustainability,Pharmacy,0.943187378075,Pharmacy,0.999831681418,Pharmacy,"Logistic_OvR, DeepNN",2,1,1,0.971509529746,susp,10_ml,omeprazole,
218,4827,CAMERA COVER,camera cover,Supply,ONLINE,16/09/2016,camera,cover,,,Supply,0.752294065265,Supply,0.807867425501,Supply,"Logistic_OvR, DeepNN",2,1,1,0.780080745383,camera,cover,,
219,1097,NICU ACUITY IV,neonatal_intensive_care_unit acuity intravenous,Room and Board,RETROSPECTIVE,12/07/2016,intravenous,NICU,acuity,,Room and Board,0.356750895241,Room and Board,0.504869642525,Room and Board,"Logistic_OvR, DeepNN",2,1,1,0.430810268883,iv,nicu,acuity,
220,3729,ACID FAST CULTURE,acid fast culture,Laboratory,RETROSPECTIVE,13/07/2016,culture,acid,fast,,Laboratory,0.949731775453,Laboratory,0.999757283281,Laboratory,"Logistic_OvR, DeepNN",2,1,1,0.974744529367,culture,acid,fast,
221,1392,HB WALL SUCTION UNITS,wall suction unit,Supply,RETROSPECTIVE,12/07/2016,wall,units,suction,,Supply,0.831962723238,Supply,0.999680024175,Supply,"Logistic_OvR, DeepNN",2,1,1,0.915821373706,wall,suction,unit,
222,1213,O2,oxygen,Respiratory Therapy,RETROSPECTIVE,12/07/2016,oxygen,,,,Respiratory Therapy,0.610775798027,Respiratory Therapy,0.602723263471,Respiratory Therapy,"Logistic_OvR, DeepNN",2,1,1,0.606749530749,o2,,,
223,609,LAB-IONIZED CA (WHOLE BLOOD),laboratory ionized calcium whole blood,Laboratory,RETROSPECTIVE,12/07/2016,laboratory,ionized,whole,blood,Laboratory,0.946899856309,Laboratory,0.999933978443,Laboratory,"Logistic_OvR, DeepNN",2,1,1,0.973416917376,laboratory,ionized,whole,blood
224,5481,HCHG SUGARS MULTIPLE QUANT HCHG SUGARS MULTIPLE QUANT,sugars multiple quantitative,Laboratory,ONLINE,16/09/2016,quant,multiple,,,Laboratory,0.953832752217,Laboratory,0.999815391492,Laboratory,"Logistic_OvR, DeepNN",2,1,1,0.976824071854,quant,sugars,multiple,
225,3028,INVASIVE MONIT ANES 3 SITE,invasive monitoring anesthesia 3 site,OR / Anesthesia / Recovery Room,RETROSPECTIVE,13/07/2016,invasive,monitoring,anesthesia,site,OR / Anesthesia / Recovery Room,0.583299228917,OR / Anesthesia / Recovery Room,0.996301200078,OR / Anesthesia / Recovery Room,"Logistic_OvR, DeepNN",2,1,1,0.789800214498,invasive,monit,anesthesia,site
226,3681,77078733 - TUBE TRACH 8.0 XLT CUFF DIS,tube tracheotomy 8 xlt cuff dis,Supply,RETROSPECTIVE,13/07/2016,tube,,,,Supply,0.77800743877,Supply,0.997613214235,Supply,"Logistic_OvR, DeepNN",2,1,1,0.887810326503,tube,cuff,,
227,3586,60615000 - GLUCOSE VL STATISTIC,glucose vial statistic,Laboratory,RETROSPECTIVE,13/07/2016,vial,statistic,glucose,,Monitoring,0.703253787917,Laboratory,0.826345608189,Laboratory,DeepNN,1,0,1,0.413172804095,vial,statistic,glucose,
228,4682,AHG (COOMBS) TEST,ahg coombs test,Laboratory,ONLINE,16/09/2016,test,coombs,ahg,,Laboratory,0.920148840816,Laboratory,0.999697258515,Laboratory,"Logistic_OvR, DeepNN",2,1,1,0.959923049665,test,coombs,ahg,
229,4051,INFLUENZA B  AG  IF,influenza b ag if,Laboratory,RETROSPECTIVE,13/07/2016,influenza,b,ag,,Laboratory,0.492068740959,Pharmacy,0.50331292943,Pharmacy,DeepNN,1,0,1,0.251656464715,influenza,b,ag,
230,2324,LACTOBACILLUS RHAMNOSUS (G,lactobacillus rhamnosus gram,Pharmacy,RETROSPECTIVE,12/07/2016,gas,lactobacillus,rhamnosus,,Pharmacy,0.521721310344,Pharmacy,0.980536525523,Pharmacy,"Logistic_OvR, DeepNN",2,1,1,0.751128917934,gram,lactobacillus,rhamnosus,
231,4413,THER EXERCISE EA 15 MIN,therapeutic exercise each 15_minutes,PT / OT / Speech Therapy,ONLINE,24/08/2016,ther,min,exercise,,PT / OT / Speech Therapy,0.898904293281,PT / OT / Speech Therapy,0.991367170006,PT / OT / Speech Therapy,"Logistic_OvR, DeepNN",2,1,1,0.945135731644,15_minutes,exercise,therapeutic,
232,2323,RE-EVALUATION OT,re evaluation occupational_therapy,PT / OT / Speech Therapy,RETROSPECTIVE,12/07/2016,ot,evaluation,,,PT / OT / Speech Therapy,0.884813617194,PT / OT / Speech Therapy,0.999855147838,PT / OT / Speech Therapy,"Logistic_OvR, DeepNN",2,1,1,0.942334382516,ot,evaluation,,
233,4796,BREAST PUMP,breast pump,Capital Equipment,ONLINE,16/09/2016,pump,breast,,,Capital Equipment,0.664784391856,Capital Equipment,0.9755701302,Capital Equipment,"Logistic_OvR, DeepNN",2,1,1,0.820177261028,pump,breast,,
234,2602,HC TRANSFUSION BLD/BLD COMPONENTS,transfusion blood/blood components,Nursing Services,RETROSPECTIVE,12/07/2016,transfusion,blood,components,,Laboratory,0.612701016814,Laboratory,0.911103313784,Laboratory,"Logistic_OvR, DeepNN",2,1,1,0.761902165299,transfusion,blood,components,
235,35,HBC IV SINGLE LINE PUMP,hbc intravenous single line pump,Capital Equipment,RETROSPECTIVE,12/07/2016,single,line,intravenous,hbc,Capital Equipment,0.586674968667,Capital Equipment,0.850792283187,Capital Equipment,"Logistic_OvR, DeepNN",2,1,1,0.718733625927,single,line,iv,pump
236,3959,HB DIPHENHYDRAMINE HCL 50MG/ML 1M,diphenhydramine hydrochloride 50_mg/ml 1m,Pharmacy,RETROSPECTIVE,13/07/2016,diphenhydramine,1m,50_mg/ml,hydrochloride,Pharmacy,0.941069811411,Pharmacy,0.999985718286,Pharmacy,"Logistic_OvR, DeepNN",2,1,1,0.970527764849,diphenhydramine,1m,50_mg/ml,hydrochloride
237,342,STERILE WATER QS BASE,sterile water quantity_sufficient base,Diluent / Flush / Irrigant,RETROSPECTIVE,12/07/2016,water,sterile,qs,base,Diluent / Flush / Irrigant,0.715895563541,Diluent / Flush / Irrigant,0.969947564426,Diluent / Flush / Irrigant,"Logistic_OvR, DeepNN",2,1,1,0.842921563984,water,sterile,qs,base
238,2291,VENTILATOR-ADULT SUBSEQ DAY,ventilator adult subsequent day,Respiratory Therapy,RETROSPECTIVE,12/07/2016,ventilator,subseq,adult,day,Respiratory Therapy,0.883100187063,Respiratory Therapy,0.999359058732,Respiratory Therapy,"Logistic_OvR, DeepNN",2,1,1,0.941229622898,ventilator,subseq,adult,day
239,2908,CATH IV MIDLINE BKIT 20GAX10 PWRGLIDE GEN 2,catheter intravenous midline bkit 20gauge x 10 powerglide general 2,Supply,RETROSPECTIVE,13/07/2016,catheter,intravenous,general,,Supply,0.856942691795,Supply,0.999963683623,Supply,"Logistic_OvR, DeepNN",2,1,1,0.928453187709,cath,iv,gen,
240,4927,CT ABD AND PELVIS W CONT,computed_tomography abdomen and pelvis with continuous,Radiology,ONLINE,16/09/2016,ct,continuous,abd,pelvis,Radiology,0.904473563585,Radiology,0.99953018766,Radiology,"Logistic_OvR, DeepNN",2,1,1,0.952001875623,ct,continuous,abd,pelvis
241,5903,ROCURONIUM 10 MG/ML SOLN,rocuronium 10_mg/ml solution,Pharmacy,ONLINE,16/09/2016,rocuronium,soln,10_mg/ml,,Pharmacy,0.979528042417,Pharmacy,0.999818917775,Pharmacy,"Logistic_OvR, DeepNN",2,1,1,0.989673480096,rocuronium,soln,10_mg/ml,
242,1234,OXYGEN THERAPY,oxygen therapy,Respiratory Therapy,RETROSPECTIVE,12/07/2016,therapy,oxygen,,,Respiratory Therapy,0.868918838402,Respiratory Therapy,0.97376207106,Respiratory Therapy,"Logistic_OvR, DeepNN",2,1,1,0.921340454731,therapy,oxygen,,
243,1367,HB GLYCERIN (PEDIATRIC) 1.2 GM RE SUPP,glycerin pediatric 1.2_gm re suppository,Supply,RETROSPECTIVE,12/07/2016,suppository,glycerin,pediatric,,Supply,0.562232755274,Pharmacy,0.522110623268,Supply,Logistic_OvR,1,1,0,0.281116377637,supp,glycerin,1.2_gm,pediatric
244,447,NITRIC OXIDE GAS-EACH HOUR,nitric oxide gas each hour,Plan Benefit,RETROSPECTIVE,12/07/2016,oxide,gas,hour,nitric,Plan Benefit,0.90484497812,Plan Benefit,0.999996593438,Plan Benefit,"Logistic_OvR, DeepNN",2,1,1,0.952420785779,oxide,gas,hour,nitric
245,1789,BUPROPION 75 MG TAB,bupropion 75_mg tablet,Pharmacy,RETROSPECTIVE,12/07/2016,75_mg,tab,bupropion,,Pharmacy,0.932571235206,Pharmacy,0.99991060933,Pharmacy,"Logistic_OvR, DeepNN",2,1,1,0.966240922268,75_mg,tab,bupropion,
246,5713,NUTRITION CONSULT PER 15 M,nutrition consult per 15_minutes,Education / Training,ONLINE,16/09/2016,nutrition,minutes,per,consult,PT / OT / Speech Therapy,0.525927491014,Other,0.349018572439,PT / OT / Speech Therapy,Logistic_OvR,1,1,0,0.262963745507,nutrition,15_minutes,per,consult
247,5136,FETAL NON STRESS TEST,fetal non stress test,Monitoring,ONLINE,16/09/2016,test,non,stress,fetal,Laboratory,0.880346546354,Laboratory,0.999858308573,Laboratory,"Logistic_OvR, DeepNN",2,1,1,0.940102427463,test,non,stress,fetal
248,3897,FERROUS SULFATE 325 MG (65 MG IRON) TABLET,ferrous sulfate 325_mg 65_mg iron tablet,Pharmacy,RETROSPECTIVE,13/07/2016,325_mg,tablet,ferrous,iron,Pharmacy,0.969913086792,Pharmacy,0.999996743598,Pharmacy,"Logistic_OvR, DeepNN",2,1,1,0.984954915195,325_mg,tablet,ferrous,iron
249,6085,TRIGLYCERIDES,triglycerides,Laboratory,ONLINE,16/09/2016,triglycerides,,,,Laboratory,0.692745933219,Laboratory,0.72744518546,Laboratory,"Logistic_OvR, DeepNN",2,1,1,0.710095559339,triglycerides,,,
250,3524,14668212 - PROPOFOL PER 10MG/ 5ML SYR INJ,propofol per 10_mg/5_ml syringe injection,Pharmacy,RETROSPECTIVE,13/07/2016,syringe,injection,propofol,per,Pharmacy,0.96273277871,Pharmacy,0.999957457279,Pharmacy,"Logistic_OvR, DeepNN",2,1,1,0.981345117995,syr,inj,propofol,per
251,4097,LIDOCAINE 1% 20 ML INJ,lidocaine 1% 20_ml injection,Pharmacy,RETROSPECTIVE,13/07/2016,injection,1%,lidocaine,20_ml,Pharmacy,0.880204982429,Pharmacy,0.994020771027,Pharmacy,"Logistic_OvR, DeepNN",2,1,1,0.937112876728,inj,1%,lidocaine,20_ml
252,64,PUMP IV BRAIN,pump intravenous brain,Capital Equipment,RETROSPECTIVE,12/07/2016,brain,pump,intravenous,,Capital Equipment,0.76708656872,Capital Equipment,0.990638825302,Capital Equipment,"Logistic_OvR, DeepNN",2,1,1,0.878862697011,brain,pump,iv,
253,482,SILDENAFIL 2.5 MG/ML SU,sildenafil 2.5_mg/ml supply,Plan Benefit,RETROSPECTIVE,12/07/2016,supply,sildenafil,2.5mg/ml,,Plan Benefit,0.943254822502,Plan Benefit,0.999854342705,Plan Benefit,"Logistic_OvR, DeepNN",2,1,1,0.971554582604,supply,sildenafil,2.5_mg/ml,
254,2209,ALBUTEROL 90 MCG/ACTUATION,albuterol 90 microgram/actuation,Pharmacy,RETROSPECTIVE,12/07/2016,albuterol,microgram,actuation,,Pharmacy,0.941391544643,Pharmacy,0.999980530655,Pharmacy,"Logistic_OvR, DeepNN",2,1,1,0.970686037649,albuterol,microgram,actuation,
255,6208,DEXTROSE 5% AND 0.9% NACL,dextrose_5% and 0.9% sodium_chloride,Pharmacy,ONLINE,19/09/2016,dextrose,nacl,,,Diluent / Flush / Irrigant,0.667356542372,Diluent / Flush / Irrigant,0.795752302707,Diluent / Flush / Irrigant,"Logistic_OvR, DeepNN",2,1,1,0.73155442254,0.9%,dextrose_5%,nacl,
256,3837,CLOPIDOGREL 75 MG TABLET,clopidogrel 75_mg tablet,Pharmacy,RETROSPECTIVE,13/07/2016,75_mg,clopidogrel,tablet,,Pharmacy,0.954116224056,Pharmacy,0.999982486674,Pharmacy,"Logistic_OvR, DeepNN",2,1,1,0.977049355365,75_mg,clopidogrel,tablet,
257,1039,PREDNISONE 5MG-20MG TAB,prednisone 5_mg 20_mg tablet,Pharmacy,RETROSPECTIVE,12/07/2016,20_mg,5_mg,prednisone,tablet,Pharmacy,0.940341596035,Pharmacy,0.999926905387,Pharmacy,"Logistic_OvR, DeepNN",2,1,1,0.970134250711,20_mg,5_mg,prednisone,tab
258,788,HC POTASSIUM  POC,potassium point_of_care,Monitoring,RETROSPECTIVE,12/07/2016,potassium,POC,,,Monitoring,0.852909403474,Monitoring,0.88307350682,Monitoring,"Logistic_OvR, DeepNN",2,1,1,0.867991455147,potassium,poc,,
259,2849,ABG W 02 SAT (ABGCOX),arterial_blood_gas with oxygen saturation abgcoximetry,Laboratory,RETROSPECTIVE,13/07/2016,abgcox,saturation,arterial_blood_gas,,Monitoring,0.632677860719,Monitoring,0.991986919953,Monitoring,"Logistic_OvR, DeepNN",2,1,1,0.812332390336,abgcoximetry,sat,abg,oxygen
260,6058,TOTAL PROTEIN SERUM,total protein serum,Laboratory,ONLINE,16/09/2016,protein,total,serum,,Laboratory,0.962932795743,Laboratory,0.999997783653,Laboratory,"Logistic_OvR, DeepNN",2,1,1,0.981465289698,protein,total,serum,
261,5986,SOL INHAL SEVOFLURANE 250ML,solution inhalation sevoflurane 250_ml,Pharmacy,ONLINE,16/09/2016,250_ml,sevoflurane,sol,inhal,Pharmacy,0.476483749227,Diluent / flush / Irrigant,0.634294446989,Diluent / flush / Irrigant,DeepNN,1,0,1,0.317147223494,250_ml,sevoflurane,sol,inhal
262,3881,EPINEPHRINE 1:1 000 1 MG (,epinephrine 1 1 0 1_mg,Pharmacy,RETROSPECTIVE,13/07/2016,1_mg,epinephrine,,,Pharmacy,0.940869660737,Pharmacy,0.999839894428,Pharmacy,"Logistic_OvR, DeepNN",2,1,1,0.970354777582,1_mg,epinephrine,,
263,2844,89319002 - SWALLOW D/C 1-20%,swallow discharge 1-20%,PT / OT / Speech Therapy,RETROSPECTIVE,13/07/2016,20%,swallow,discontinue,,Supply,0.377368371698,PT / OT / Speech Therapy,0.80939472534,PT / OT / Speech Therapy,DeepNN,1,0,1,0.40469736267,1-20%,discharge,swallow,
264,4624,HB TIME ANES-CMPLX EACH AD,time anesthesia complex each additional,OR / Anesthesia / Recovery Room,ONLINE,01/09/2016,cmplx,anesthesia,ad,time,OR / Anesthesia / Recovery Room,0.814377762797,OR / Anesthesia / Recovery Room,0.999993991568,OR / Anesthesia / Recovery Room,"Logistic_OvR, DeepNN",2,1,1,0.907185877183,ad,complex,anesthesia,time
265,6063,TRACH CARE KIT,tracheostomy care kit,Supply,ONLINE,16/09/2016,trach,kit,care,,Supply,0.865477971893,Supply,0.99967246605,Supply,"Logistic_OvR, DeepNN",2,1,1,0.932575218971,trach,kit,care,
266,5693,NACL 0.9% INJ 50 ML,sodium_chloride 0.9% injection 50_ml,Diluent / Flush / Irrigant,ONLINE,16/09/2016,0.90%,50_ml,inj,nacl,Diluent / Flush / Irrigant,0.611091080411,Diluent / Flush / Irrigant,0.949263507368,Diluent / Flush / Irrigant,"Logistic_OvR, DeepNN",2,1,1,0.78017729389,0.9%,50_ml,inj,nacl
267,4182,PERIDEX ORAL RINSE 15ML,peridex oral rinse 15_ml,Pharmacy,RETROSPECTIVE,13/07/2016,peridex,oral,rinse,15_ml,Pharmacy,0.554934273931,Pharmacy,0.730810461703,Pharmacy,"Logistic_OvR, DeepNN",2,1,1,0.642872367817,peridex,oral,rinse,15_ml
268,4270,STERILE WATER 20ML,sterile water 20_ml,Diluent / Flush / Irrigant,RETROSPECTIVE,13/07/2016,water,sterile,20_ml,,Diluent / Flush / Irrigant,0.722598534374,Diluent / Flush / Irrigant,0.995207422803,Diluent / Flush / Irrigant,"Logistic_OvR, DeepNN",2,1,1,0.858902978589,water,sterile,20_ml,
269,2650,HC CK MB,creatinine_kinase mb,Laboratory,RETROSPECTIVE,12/07/2016,cack,mb, ,,Laboratory,0.806594846002,Laboratory,0.99786321361,Laboratory,"Logistic_OvR, DeepNN",2,1,1,0.902229029806,ck,mb,,
270,4776,BLD# RETICULOCYTE MNL,blood reticulocyte manual,Laboratory,ONLINE,16/09/2016,reticulocyte,mnl,blood,,Laboratory,0.792898870303,Laboratory,0.959529163436,Laboratory,"Logistic_OvR, DeepNN",2,1,1,0.87621401687,reticulocyte,manual,blood,
271,1600,SWABSTICK  NO-STING,swabstick nitric_oxide sting,Supply,RETROSPECTIVE,12/07/2016,swabstick,sting,nitric_oxide,,Laboratory,0.449774694822,Pharmacy,0.697171252857,Pharmacy,DeepNN,1,0,1,0.348585626428,swabstick,sting,nitric_oxide,
272,4446,CBC NO DIFFERENTIAL,complete_blood_count no differential,Laboratory,ONLINE,29/08/2016,cbc,differential,no,,Laboratory,0.945956069822,Laboratory,0.999998866993,Laboratory,"Logistic_OvR, DeepNN",2,1,1,0.972977468407,cbc,differential,,
273,2579,SODIUM PHOSPHATE 3 MMOLE,sodium phosphate 3 mmole,Pharmacy,RETROSPECTIVE,12/07/2016,phosphate,mmole,sodium,,Laboratory,0.486643281711,Pharmacy,0.717911528859,Pharmacy,DeepNN,1,0,1,0.35895576443,phosphate,mmole,sodium,
274,1770,CULTURE URINE COL COUNT,culture urine coil count,Laboratory,RETROSPECTIVE,12/07/2016,count,culture,urine,chol,Laboratory,0.984947057222,Laboratory,0.999996698024,Laboratory,"Logistic_OvR, DeepNN",2,1,1,0.992471877623,count,culture,urine,coil
