,DESC_ID,ORIG_DESC,NORM_DESC,CHRG_CLS,FLAG,CREATE_DT,FTR1,FTR2,FTR3,FTR4,Predicted_Class_Jaro,Prob_Jaro,Predicted_Class_DLevenshtein,Prob_DLevenshtein,Predicted_Class_Logistic_OvR,Prob_Logistic_OvR,Predicted_Class_DeepNN,Prob_DeepNN,Voted Output,Voting Algorithm,Sum Correct,Correct_Jaro,Correct_DLevenshtein,Correct_Logistic_OvR,Correct_DeepNN,Confidence Score,Feature 1,Feature 2,Feature 3,Feature 4
309,5938,SET MICROPUNCTURE TRANSITIONLESS 10CM,set micropuncture transitionless 10cm,Supply,ONLINE,16/09/2016,set,transitionless,10cm,micropuncture,OR / Anesthesia / Recovery Room,0.72,Nursing Services,0.5,Supply,0.949625620723,Supply,0.99998961804,Supply,"Logistic_OvR, DeepNN",2,0,0,1,1,0.487403809691,set,transitionless,10cm,micropuncture
310,2760,63972001 - FERRITIN,ferritin,Laboratory,RETROSPECTIVE,13/07/2016,ferritin,,,,Laboratory,0.72,Laboratory,0.5,Laboratory,0.96,Laboratory,0.999708966794,Laboratory,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",4,1,1,1,1,0.794927241698,ferritin,,,
311,1546,TUBE SUCTION YANKAUER,tube suction yankauer,Supply,RETROSPECTIVE,12/07/2016,tube,yankauer,suction,,Supply,0.87,Supply,0.96,Supply,0.96,Supply,0.992018038231,Supply,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",4,1,1,1,1,0.945504509558,tube,yankauer,suction,
312,801,I STAT HCT (PICU),i stat hematocrit pediatric_intensive_care_unit,Monitoring,RETROSPECTIVE,12/07/2016,stat,hematocrit,pediatric_intensive_care_unit,,Laboratory,0.89,Monitoring,0.93,Monitoring,0.96,Monitoring,0.995802260595,Monitoring,"DLevenshtein, Logistic_OvR, DeepNN",3,0,1,1,1,0.721450565149,stat,hct,pediatric_intensive_care_unit,
313,41,HC PUMP IMED PC1,pump imed pc1,Capital Equipment,RETROSPECTIVE,12/07/2016,pump,pc1,imed,,Capital Equipment,0.71,Laboratory,0.46,Capital Equipment,0.92,Capital Equipment,0.854602473637,Capital Equipment,"Jaro, Logistic_OvR, DeepNN",3,1,0,1,1,0.621150618409,pump,pc1,imed,
314,5958,SODIUM BICARBONATE 650 MG TABS,sodium_bicarbonate 650_mg tablets,Pharmacy,ONLINE,16/09/2016,bicarbonate,tabs,650_mg,sodium,Pharmacy,0.83,Pharmacy,0.69,Pharmacy,0.935290346763,Pharmacy,0.999539294449,Pharmacy,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",4,1,1,1,1,0.863707410303,sodium_bicarbonate,tabs,650_mg,
315,3052,LIVER ACQUISITION CADAVERI,liver acquisition cadaveri,Implant,RETROSPECTIVE,13/07/2016,cadaveri,liver,acquisition,,Monitoring,0.7,Supply,0.38,Laboratory,0.921012816871,Laboratory,0.998478879748,Laboratory,"Logistic_OvR, DeepNN",2,0,0,1,1,0.479872924155,cadaveri,liver,acquisition,
316,3625,64982000 - RESPIRATORY VIRAL CULTURE,respiratory viral culture,Laboratory,RETROSPECTIVE,13/07/2016,viral,respiratory,culture,,Laboratory,0.82,Laboratory,0.93,Laboratory,0.925908169981,Laboratory,0.999984701866,Laboratory,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",4,1,1,1,1,0.918973217962,viral,respiratory,culture,
317,2260,LIPASE-PROTEASE-AMYLASE 20,lipase protease amylase 20,Pharmacy,RETROSPECTIVE,12/07/2016,amylase,protease,lipase,,Pharmacy,0.87,Pharmacy,0.62,Laboratory,0.675733273296,Laboratory,0.862698850409,Laboratory,"Logistic_OvR, DeepNN",2,0,0,1,1,0.384608030926,amylase,protease,lipase,
318,759,HB OXIMETRY,oximetry,Monitoring,RETROSPECTIVE,12/07/2016,oximetry,,,,Monitoring,0.93,Monitoring,0.96,Monitoring,0.96,Monitoring,0.995473983876,Monitoring,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",4,1,1,1,1,0.961368495969,oximetry,,,
319,3012,HEPATIC FUNCTION PAN,hepatic function panel,Laboratory,RETROSPECTIVE,13/07/2016,function,pan,hepatic,,Laboratory,0.97,Laboratory,0.9,Laboratory,0.961681098229,Laboratory,0.999996903835,Laboratory,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",4,1,1,1,1,0.957919500516,function,panel,hepatic,
320,1627,GLUCOSE BLOOD TEST - EYER ,glucose blood test eyer,Laboratory,RETROSPECTIVE,12/07/2016,test,eyer,blood,glucose,Laboratory,0.93,Laboratory,0.96,Laboratory,0.610358171878,Laboratory,0.974481567452,Laboratory,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",4,1,1,1,1,0.868709934832,test,eyer,blood,glucose
321,593,HCHG CIBA HEMOGLOBIN,ciba hemoglobin,Laboratory,RETROSPECTIVE,12/07/2016,hemoglobin,ceiba,,,Laboratory,0.81,Laboratory,0.67,Laboratory,0.96,Laboratory,0.995780822226,Laboratory,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",4,1,1,1,1,0.858945205557,hemoglobin,ciba,,
322,5156,FORMULA: ENFAMIL PREMATURE,formula enfamil premature,Supply,ONLINE,16/09/2016,formula,premature,enfamil,,Nursing Services,0.73,Supply,0.41,Laboratory,0.931552034906,Laboratory,0.999413144185,Laboratory,"Logistic_OvR, DeepNN",2,0,0,1,1,0.482741294773,formula,premature,enfamil,
323,5389,HC SODIUM SERUM/PLASMA/WHOLE BLD,sodium serum/plasma/whole blood,Laboratory,ONLINE,16/09/2016,whole,bld,plasma,serum,Laboratory,0.95,Laboratory,0.96,Laboratory,0.936105472615,Laboratory,0.999981802527,Laboratory,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",4,1,1,1,1,0.961521818785,whole,bld,plasma,serum
324,3812,CAUTERY PENCIL VALLEYLAB E,cautery pencil valleylab e,Supply,RETROSPECTIVE,13/07/2016,pencil,valleylab,cautery,e,PT / OT / Speech Therapy,0.71,Laboratory,0.39,Supply,0.916098277819,Supply,0.995040887282,Supply,"Logistic_OvR, DeepNN",2,0,0,1,1,0.477784791275,pencil,valleylab,cautery,e
325,3140,RBC LEUKOCYTES REDUCED EA UNIT,red_blood_cell leukocytes reduced each unit,Blood Products,RETROSPECTIVE,13/07/2016,red_blood_cell,unit,reduced,leukocytes,Blood Products,0.92,Blood Products,0.93,Blood Products,0.652876440574,Blood Products,0.948873923667,Blood Products,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",4,1,1,1,1,0.86293759106,rbc,unit,reduced,leukocytes
326,3064,MIDAZOL HCL 1MG INJ,midazolam hydrochloride 1_mg injection,Pharmacy,RETROSPECTIVE,13/07/2016,1_mg,injection,midazolam,hcl,Pharmacy,0.92,Pharmacy,0.96,Pharmacy,0.969519898929,Pharmacy,0.99996181095,Pharmacy,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",4,1,1,1,1,0.96237042747,1_mg,inj,midazolam,hydrochloride
327,1308,CATHETER ASP NASOTR,catheter aspirator nasotracheal,Supply,RETROSPECTIVE,12/07/2016,aspirator,catheter,nasotracheal,,Supply,0.78,Supply,0.53,Supply,0.938223684134,Supply,0.999372579326,Supply,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",4,1,1,1,1,0.811899065865,asp,catheter,nasotr,
328,2823,86452000 - OT MISSED TREATMENT LIM TIME,occupational_therapy missed treatment limited time,PT / OT / Speech Therapy,RETROSPECTIVE,13/07/2016,occupational_therapy,treatment,time,,PT / OT / Speech Therapy,0.96,PT / OT / Speech Therapy,0.94,PT / OT / Speech Therapy,0.92,PT / OT / Speech Therapy,0.994604619643,PT / OT / Speech Therapy,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",4,1,1,1,1,0.953651154911,limited,ot,treatment,time
329,1654,TEST BLOOD GLUCOSE,test blood glucose,Monitoring,RETROSPECTIVE,12/07/2016,test,blood,glucose,,Laboratory,0.83,Laboratory,0.93,Laboratory,0.610358176594,Laboratory,0.97448157028,Laboratory,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",4,1,1,1,1,0.836209936718,test,blood,glucose,
330,3243,C-ARM PAIN MANAGEMENT,C-arm pain management,PT / OT / Speech Therapy,RETROSPECTIVE,13/07/2016,management,pain,arm,,OR / Anesthesia / Recovery Room,0.74,Respiratory Therapy,0.61,PT / OT / Speech Therapy,0.380621733408,PT / OT / Speech Therapy,0.520699728027,PT / OT / Speech Therapy,"Logistic_OvR, DeepNN",2,0,0,1,1,0.225330365359,management,pain,c-arm,
331,1872,K - DUR 20MEQ TABLET,potassium dur 20_meq tablet,Pharmacy,RETROSPECTIVE,12/07/2016,k,20meq,dur,tablet,Laboratory,0.67,Plan Benefit,0.47,Pharmacy,0.953000353767,Pharmacy,0.999431283312,Pharmacy,"Logistic_OvR, DeepNN",2,0,0,1,1,0.48810790927,k,tablet,dur,20_meq
332,2383,FUROSEMIDE 80 MG TABS,furosemide 80_mg tablets,Pharmacy,RETROSPECTIVE,12/07/2016,80_mg,furosemide,tabs,,Pharmacy,0.96,Pharmacy,0.94,Pharmacy,0.94538528791,Pharmacy,0.999742497095,Pharmacy,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",4,1,1,1,1,0.961281946251,80_mg,furosemide,tabs,
333,1997,LOMOTIL 2.5-0.025MG TABLET,lomotil 2.5 0.025_mg tablet,Pharmacy,RETROSPECTIVE,12/07/2016,lomotil,0.025_mg,tablet,2.5,Pharmacy,0.75,Pharmacy,0.57,Pharmacy,0.9404521313,Pharmacy,0.999237601554,Pharmacy,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",4,1,1,1,1,0.814922433214,lomotil,0.025_mg,tablet,2.5
334,5072,DRUG SCRN CHEW A,drug screen chew a,Pharmacy,ONLINE,16/09/2016,chew,screen,drug,,Laboratory,0.78,Laboratory,0.53,Pharmacy,0.437774884431,Laboratory,0.567847919062,Laboratory,"Jaro, DLevenshtein, DeepNN",3,1,1,0,1,0.469461979766,chew,screen,drug,
335,4138,MORPH SULF 10MG-2MG CARPUJECT,morph sulfate 10_mg 2_mg carpuject,Pharmacy,RETROSPECTIVE,13/07/2016,2_mg,sulfate,10_mg,,Pharmacy,0.74,Pharmacy,0.48,Pharmacy,0.960885830297,Pharmacy,0.999930214774,Pharmacy,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",4,1,1,1,1,0.795204011268,2_mg,sulfate,10_mg,
336,4295,TRAMADOL 50 MG TAB,tramadol 50_mg tablet,Pharmacy,RETROSPECTIVE,13/07/2016,50_mg,tablet,tramadol,,Pharmacy,0.82,Pharmacy,0.93,Pharmacy,0.954588271912,Pharmacy,0.999859780722,Pharmacy,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",4,1,1,1,1,0.926112013159,50_mg,tab,tramadol,
337,3395,03666001 - RB 4 WEST STEP DOWN ICU,room_and_board 4 west step down intensive_care_unit,Room and Board,RETROSPECTIVE,13/07/2016,west,step,intensive_care_unit,room_and_board,Room and Board,0.85,Room and Board,0.69,Room and Board,0.96,Room and Board,0.9991456752,Room and Board,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",4,1,1,1,1,0.8747864188,west,step,icu,rb
338,4144,MORPHINE SULFATE 10 MG INJ,morphine_sulfate 10_mg injection,Pharmacy,RETROSPECTIVE,13/07/2016,injection,morphine,sulfate,10_mg,Pharmacy,0.95,Pharmacy,0.96,Pharmacy,0.968362356643,Pharmacy,0.999731377828,Pharmacy,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",4,1,1,1,1,0.969523433618,inj,morphine_sulfate,10_mg,
339,4467,GOWN SRG XL XLNG IMPR,gown surgical extra_large extra_long impr,Supply,ONLINE,29/08/2016,impra,gown,xcel,srg,Diluent / Flush / Irrigant,0.71,Supply,0.39,Supply,0.96,Supply,0.99781192667,Supply,"DLevenshtein, Logistic_OvR, DeepNN",3,0,1,1,1,0.586952981667,surgical,,,
340,3463,12858252 - HYDROCODONE/ACETAMIN 5/325 TAB,hydrocodone/acetamin 5/325 tablet,Pharmacy,RETROSPECTIVE,13/07/2016,5/325,hydrocodone,acetamin,tablet,Pharmacy,0.83,Pharmacy,0.56,Pharmacy,0.94433332136,Pharmacy,0.999326770312,Pharmacy,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",4,1,1,1,1,0.833415022918,5/325,hydrocodone,acetamin,tab
341,5091,ETOMIDATE 2 MG/ML SOLN,etomidate 2_mg/ml solution,Pharmacy,ONLINE,16/09/2016,etomidate,2_mg/ml,soln,,Pharmacy,0.85,Pharmacy,0.68,Pharmacy,0.974151263429,Pharmacy,0.997199678364,Pharmacy,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",4,1,1,1,1,0.875337735448,etomidate,2_mg/ml,soln,
342,737,GLUCOSE METER F,glucose meter follow,Monitoring,RETROSPECTIVE,12/07/2016,f,meter,glucose,,Monitoring,0.97,Monitoring,0.92,Monitoring,0.938614687058,Monitoring,0.999925006566,Monitoring,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",4,1,1,1,1,0.957134923406,follow,meter,glucose,
343,1248,RT SXN COUGH&DEEP BREATH,respiratory_therapy suction cough&deep breath,Respiratory Therapy,RETROSPECTIVE,12/07/2016,breath,RT,suction,cough,Supply,0.77,Supply,0.38,Supply,0.468961875089,Respiratory Therapy,0.994589682405,Supply,"Jaro, DLevenshtein, Logistic_OvR",3,1,1,1,0,0.404740468772,breath,rt,sxn,cough&deep
344,4443,CAROTID DUPLEX COMPLE,carotid duplex complete,Cardiology,ONLINE,29/08/2016,duplex,complete,carotid,,Pharmacy,0.74,Cardiology,0.5,Radiology,0.96,Radiology,0.99889407714,Radiology,"Logistic_OvR, DeepNN",2,0,0,1,1,0.489723519285,duplex,complete,carotid,
345,1529,TRACH SUCT 14FR-12 W/SWVL A,tracheostomy suction 14fr 12 with swivel a,Supply,RETROSPECTIVE,12/07/2016,tracheostomy,suction,swvl,,Laboratory,0.7,Supply,0.45,Supply,0.652793824756,Respiratory Therapy,0.661312705943,Supply,"DLevenshtein, Logistic_OvR",2,0,1,1,0,0.275698456189,trach,suct,swivel,14fr
346,2744,59757000 - CATH SINGLE LUMEN SC14701,catheter single lumen,Supply,RETROSPECTIVE,13/07/2016,sc14701,catheter,single,lumen,Supply,0.69,Other,0.37,Supply,0.91133586339,Supply,0.999678052347,Supply,"Jaro, Logistic_OvR, DeepNN",3,1,0,1,1,0.650253478934,cath,single,lumen,
347,5491,HCHG US RETROPERITIONEAL HCHG US RETROPERITIONEAL,ultrasound retroperitioneal,Radiology,ONLINE,16/09/2016,us,,,,Respiratory Therapy,0.77,Supply,0.47,Radiology,0.92,Radiology,0.88573505358,Radiology,"Logistic_OvR, DeepNN",2,0,0,1,1,0.451433763395,us,retroperitioneal,,
348,5789,PBDS BRONCHOSCOPY,pbds bronchoscopy,Supply,ONLINE,16/09/2016,pbds,bronchoscopy,,,Procedure,0.83,Procedure,0.93,Radiology,0.40227810585,Respiratory Therapy,0.964248435651,Procedure,"Jaro, DLevenshtein",2,1,1,0,0,0.44,pbds,bronchoscopy,,
349,4512,SEVELAMER CARB POWD 8,sevelamer carbonate powder 8,Pharmacy,ONLINE,29/08/2016,carb,sevelamer,powder,,Pharmacy,0.85,Pharmacy,0.93,Pharmacy,0.96,Pharmacy,0.945760772373,Pharmacy,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",4,1,1,1,1,0.921440193093,sevelamer,carbonate,powder,
350,5282,HC CULTURE WOUND,culture wound,Laboratory,ONLINE,16/09/2016,culture,wound,,,Laboratory,0.86,Laboratory,0.93,Laboratory,0.443881140624,Laboratory,0.865150387683,Laboratory,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",4,1,1,1,1,0.774757882077,culture,wound,,
351,3218,TWO CAL HN 8-OZ (FC),two calorie high nutrition 8 ounce fc,Supply,RETROSPECTIVE,13/07/2016,calorie,ounce,hn,two,PT / OT / Speech Therapy,0.66,Laboratory,0.38,Supply,0.92,Supply,0.997705487527,Supply,"Logistic_OvR, DeepNN",2,0,0,1,1,0.479426371882,high,ounce,fc,
352,4968,DEVICE FOLEY CATH STATLOCK,device foley catheter statlock,Supply,ONLINE,16/09/2016,device,foley,cath,statlock,Laboratory,0.72,Supply,0.43,Supply,0.96,Supply,0.999894395672,Supply,"DLevenshtein, Logistic_OvR, DeepNN",3,0,1,1,1,0.597473598918,device,foley,cath,statlock
353,786,HC POC LACTIC ACID,point_of_care lactic acid,Monitoring,RETROSPECTIVE,12/07/2016,POC,acid,lactic,,Laboratory,0.82,Laboratory,0.96,Monitoring,0.918328301885,Monitoring,0.999815483527,Monitoring,"Logistic_OvR, DeepNN",2,0,0,1,1,0.479535946353,poc,acid,lactic,
354,4841,CATH IV 22GX1 4252519-02,catheter intravenous 22gaugex1 4252519 02,Supply,ONLINE,16/09/2016,cath,iv,22gx1,,Supply,0.82,Supply,0.93,Supply,0.96,Supply,0.990708812051,Supply,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",4,1,1,1,1,0.925177203013,cath,iv,22gaugex1,
355,25,H PUMP INFUSION DAILY,pump infusion daily,Capital Equipment,RETROSPECTIVE,12/07/2016,pump,infusion,daily,,Capital Equipment,0.84,Capital Equipment,0.93,Capital Equipment,0.96,Capital Equipment,0.985487466422,Capital Equipment,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",4,1,1,1,1,0.928871866606,pump,infusion,daily,
356,6084,TRIAMCINOLONE ACETONIDE 0.1 % OINT 15 G TUBE,triamcinolone acetonide 0.1% ointment 15 gram tube,Pharmacy,ONLINE,16/09/2016,oint,tube,,,Pharmacy,0.8,Pharmacy,0.62,Pharmacy,0.621871500789,Supply,0.653552028905,Pharmacy,"Jaro, DLevenshtein, Logistic_OvR",3,1,1,1,0,0.510467875197,oint,gram,tube,
357,3953,HB COSYNTROPIN 0.25MG VL ORGANO,cosyntropin 0.25_mg vial organo,Pharmacy,RETROSPECTIVE,13/07/2016,vial,cosyntropin,organo,0.25_mg,Laboratory,0.72,Plan Benefit,0.41,Pharmacy,0.919236415273,Pharmacy,0.993990244024,Pharmacy,"Logistic_OvR, DeepNN",2,0,0,1,1,0.478306664824,vial,cosyntropin,organo,0.25_mg
358,4059,INSULIN REG HUM 5U- 00U/ML UNI,insulin regular human 5u 00_units/ml up,Pharmacy,RETROSPECTIVE,13/07/2016,regular,insulin,human,,Pharmacy,0.82,Pharmacy,0.65,Pharmacy,0.964469198169,Pharmacy,0.999666282977,Pharmacy,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",4,1,1,1,1,0.858533870286,reg,insulin,human,
359,1799,ALBUTEROL SULFATE 0.083% INTERMITTENT I,albuterol sulfate 0.083% intermittent i,Pharmacy,RETROSPECTIVE,12/07/2016,0.08%,albuterol,sulfate,intermittent,Pharmacy,0.75,Pharmacy,0.51,Pharmacy,0.952915059918,Pharmacy,0.999519158175,Pharmacy,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",4,1,1,1,1,0.803108554523,0.083%,albuterol,sulfate,intermittent
360,5674,MORPHINE 15 MG/ML SOLN 20,morphine 15_mg/ml solution 20,Pharmacy,ONLINE,16/09/2016,morphine,soln,15_mg/ml,,Pharmacy,0.97,Pharmacy,0.9,Pharmacy,0.980178897563,Pharmacy,0.99982870092,Pharmacy,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",4,1,1,1,1,0.962501899621,morphine,soln,15_mg/ml,
361,558,GLUCOSE QUANTITATIVE BLOOD (EXCEPT,glucose quantitative blood except,Laboratory,RETROSPECTIVE,12/07/2016,quantitative,except,blood,glucose,Laboratory,0.93,Laboratory,0.96,Laboratory,0.96,Laboratory,0.999796278517,Laboratory,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",4,1,1,1,1,0.962449069629,quantitative,except,blood,glucose
362,1630,GLUCOSE NEAR PATIENT TEST,glucose near patient test,Monitoring,RETROSPECTIVE,12/07/2016,test,near,patient,glucose,Monitoring,0.98,Monitoring,0.95,Monitoring,0.697777872226,Monitoring,0.891237387668,Monitoring,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",4,1,1,1,1,0.879753814973,test,near,patient,glucose
363,1175,COLLECTION: VENOUS DRAW,collection venous draw,Nursing Services,RETROSPECTIVE,12/07/2016,venous,draw,collection,,Nursing Services,1.0,Nursing Services,1.0,Nursing Services,0.96,Nursing Services,0.962006301815,Nursing Services,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",4,1,1,1,1,0.980501575454,venous,draw,collection,
364,4247,SET UNIVERSAL 3-BAG SPIKE SET,set universal 3 bag spike set,Supply,RETROSPECTIVE,13/07/2016,bag,set,,,Supply,0.74,Supply,0.42,Supply,0.96636520702,Supply,0.999999990071,Supply,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",4,1,1,1,1,0.781591299273,bag,set,,
365,5590,LACTATED RINGERS SOLP,lactated_ringers solution,Pharmacy,ONLINE,16/09/2016,ringers,lactated,solution,,Pharmacy,0.98,Pharmacy,0.95,Pharmacy,0.92,Pharmacy,0.665838111988,Pharmacy,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",4,1,1,1,1,0.878959527997,solution,lactated_ringers,,
366,3425,11555222 - CALCIUM GLUCONATE PER 10 ML,calcium gluconate per 10_ml,Pharmacy,RETROSPECTIVE,13/07/2016,calcium,10_ml,per,gluconate,Pharmacy,0.91,Pharmacy,0.93,Pharmacy,0.932803558267,Pharmacy,0.998562605229,Pharmacy,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",4,1,1,1,1,0.942841540874,calcium,10_ml,per,gluconate
367,409,HB SILDENAFIL 2.5 MG/ML ORAL SUSP,sildenafil 2.5_mg/ml oral suspension,Plan Benefit,RETROSPECTIVE,12/07/2016,suspension,oral,sildenafil,2.5mg/ml,Plan Benefit,0.99,Plan Benefit,0.96,Plan Benefit,0.958577702892,Plan Benefit,0.999987812479,Plan Benefit,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",4,1,1,1,1,0.977141378843,susp,oral,sildenafil,2.5_mg/ml
368,2374,DRESSING HDRCLD 125X9C,dressing hydrocolloid 125x9c,Supply,RETROSPECTIVE,12/07/2016,125x9c,hdrcld,dressing,,Supply,0.77,Supply,0.5,Supply,0.912596483589,Supply,0.999507487782,Supply,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",4,1,1,1,1,0.795525992843,125x9c,hydrocolloid,dressing,
369,1233,OXYGEN SUBSEQUENT HO,oxygen subsequent hospital,Respiratory Therapy,RETROSPECTIVE,12/07/2016,subsequent,hospital,oxygen,,Respiratory Therapy,0.78,Respiratory Therapy,0.61,Respiratory Therapy,0.96,Respiratory Therapy,0.999952173191,Respiratory Therapy,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",4,1,1,1,1,0.837488043298,subsequent,ho,oxygen,
370,3451,12590212 - FUROSEMIDE  UP TO 20 MG  INJ,furosemide up to 20_mg injection,Pharmacy,RETROSPECTIVE,13/07/2016,injection,furosemide,20_mg,,Pharmacy,0.98,Pharmacy,0.97,Pharmacy,0.962752124694,Pharmacy,0.999417049651,Pharmacy,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",4,1,1,1,1,0.978042293586,inj,furosemide,20_mg,
371,4981,DEXTROSE 5 % AND 0.9% NACL 5-0.9 % SOLN,dextrose_5% and 0.9% sodium_chloride 5 0.9% solution,Diluent / Flush / Irrigant,ONLINE,16/09/2016,dextrose,soln,nacl,,Pharmacy,0.87,Pharmacy,0.67,Diluent / Flush / Irrigant,0.676518132838,Diluent / Flush / Irrigant,0.867283315007,Diluent / Flush / Irrigant,"Logistic_OvR, DeepNN",2,0,0,1,1,0.385950361961,soln,nacl,,
372,671,*GLUCOSE METER TEST,glucose meter test,Monitoring,RETROSPECTIVE,12/07/2016,test,meter,glucose,,Monitoring,0.92,Monitoring,0.93,Monitoring,0.96,Monitoring,0.999426290785,Monitoring,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",4,1,1,1,1,0.952356572696,test,meter,glucose,
373,1738,STERIL WATER INJ 10ML,sterile water injection 10_ml,Diluent / Flush / Irrigant,RETROSPECTIVE,12/07/2016,water,injection,sterile,10_ml,Diluent / Flush / Irrigant,0.88,Diluent / Flush / Irrigant,0.93,Diluent / Flush / Irrigant,0.96,Diluent / Flush / Irrigant,0.996815629408,Diluent / Flush / Irrigant,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",4,1,1,1,1,0.941703907352,water,inj,sterile,10_ml
374,4310,UA  AUTO W SCOPE,urinalysis automated with scope,Laboratory,RETROSPECTIVE,13/07/2016,urinalysis,scope,automated,,Laboratory,0.78,Laboratory,0.6,Laboratory,0.939073044489,Laboratory,0.999685379848,Laboratory,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",4,1,1,1,1,0.829689606084,ua,scope,automated,
375,3870,DOCUSATE 100 MG CAP,docusate 100_mg capture,Pharmacy,RETROSPECTIVE,13/07/2016,capture,100_mg,docusate,,Pharmacy,1.0,Pharmacy,1.0,Pharmacy,0.971473974833,Pharmacy,0.999754748588,Pharmacy,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",4,1,1,1,1,0.992807180855,capture,100_mg,docusate,
376,2086,BOOT SUTURE,boot suture,Supply,RETROSPECTIVE,12/07/2016,suture,boot,,,Nursing Services,0.77,Laboratory,0.53,Supply,0.96,Supply,0.999871230473,Supply,"Logistic_OvR, DeepNN",2,0,0,1,1,0.489967807618,suture,boot,,
377,2033,TC XR ABDOMEN,x-ray abdomen,Radiology,RETROSPECTIVE,12/07/2016,xr,abdomen,,,Radiology,0.88,Radiology,0.64,Radiology,0.92,Radiology,0.999751480844,Radiology,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",4,1,1,1,1,0.859937870211,abdomen,xr,,
378,1561,WARMER HEEL INFANT,warmer heel infant,Supply,RETROSPECTIVE,12/07/2016,infant,warmer,heel,,Supply,0.9,Supply,0.5,Supply,0.92,Supply,0.993173234432,Supply,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",4,1,1,1,1,0.828293308608,infant,warmer,heel,
379,4457,DRAPE IOBAN X LARGE,drape ioban extra large,Supply,ONLINE,29/08/2016,large,x,ioban,drape,Supply,0.79,Supply,0.63,Supply,0.96,Supply,0.999561667382,Supply,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",4,1,1,1,1,0.844890416846,large,ioban,drape,extra
380,6277,PHENOBARBITAL 32.4 MG TAB,phenobarbital 32.4_mg tablet,Pharmacy,ONLINE,19/09/2016,32.4_mg,tab,phenobarbital,,Pharmacy,0.92,Pharmacy,0.96,Pharmacy,0.95471834949,Pharmacy,0.999111147991,Pharmacy,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",4,1,1,1,1,0.95845737437,32.4_mg,tab,phenobarbital,
381,1147,ABG DRAW BY RT,arterial_blood_gas draw by respiratory_therapy,Nursing Services,RETROSPECTIVE,12/07/2016,RT,draw,ABG,bay,Nursing Services,0.88,Nursing Services,0.64,Nursing Services,0.504630202861,Respiratory Therapy,0.657029795313,Nursing Services,"Jaro, DLevenshtein, Logistic_OvR",3,1,1,1,0,0.506157550715,rt,draw,abg,
382,2935,CT ABDOMEN+PELVIS W/O CONTRAST,computed_tomography abdomen and pelvis without contrast,Radiology,RETROSPECTIVE,13/07/2016,computed_tomography,without,abdomen,,Radiology,0.81,Radiology,0.93,Radiology,0.920569394124,Radiology,0.999992741897,Radiology,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",4,1,1,1,1,0.915140534005,ct,without,abdomen,contrast
